Seconds	Ch1	Ch2
1	615.070000	556.340000
1	615.090000	556.460000
1	615.180000	556.410000
1	615.260000	556.390000
1	615.100000	556.390000
1	615.170000	556.500000
1	615.050000	556.380000
1	615.140000	556.430000
1	615.150000	556.480000
1	615.120000	556.460000
1	615.190000	556.410000
1	615.200000	556.460000
1	615.260000	556.420000
2	614.930000	556.380000
2	615.110000	556.450000
2	615.100000	556.310000
2	614.990000	556.410000
2	614.980000	556.420000
2	615.100000	556.360000
2	614.980000	556.400000
2	615.150000	556.440000
2	615.200000	556.370000
2	615.090000	556.320000
2	615.120000	556.480000
2	615.130000	556.360000
3	615.190000	556.350000
3	615.120000	556.460000
3	614.870000	556.400000
3	615.110000	556.480000
3	615.230000	556.350000
3	615.200000	556.510000
3	615.250000	556.480000
3	615.070000	556.420000
3	615.080000	556.420000
3	615.180000	556.460000
3	615.250000	556.410000
3	615.140000	556.490000
4	615.110000	556.440000
4	615.120000	556.410000
4	615.170000	556.350000
4	615.120000	556.520000
4	615.150000	556.500000
4	615.170000	556.320000
4	615.260000	556.500000
4	615.170000	556.450000
4	615.220000	556.220000
4	615.090000	556.280000
4	614.950000	556.430000
4	615.020000	556.480000
5	615.220000	556.390000
5	615.140000	556.400000
5	615.190000	556.340000
5	615.010000	556.460000
5	615.060000	556.430000
5	615.180000	556.310000
5	615.030000	556.430000
5	615.020000	556.370000
5	615.050000	556.420000
5	615.040000	556.360000
5	615.060000	556.440000
5	615.330000	556.390000
5	615.070000	556.440000
6	615.120000	556.470000
6	615.080000	556.420000
6	615.160000	556.470000
6	615.130000	556.520000
6	615.210000	556.580000
6	615.140000	556.540000
6	615.160000	556.410000
6	615.170000	556.470000
6	615.220000	556.340000
6	615.060000	556.350000
6	615.040000	556.360000
6	615.080000	556.300000
6	615.160000	556.450000
7	615.230000	556.570000
7	615.080000	556.410000
7	615.130000	556.430000
7	615.080000	556.350000
7	615.020000	556.290000
7	614.990000	556.260000
7	615.240000	556.460000
7	615.080000	556.350000
7	615.060000	556.420000
7	615.200000	556.420000
7	615.160000	556.520000
7	615.080000	556.480000
8	615.150000	556.380000
8	615.180000	556.480000
8	615.110000	556.390000
8	615.140000	556.480000
8	615.070000	556.520000
8	615.230000	556.320000
8	615.030000	556.450000
8	615.250000	556.530000
8	615.100000	556.520000
8	615.220000	556.360000
8	615.120000	556.380000
8	615.060000	556.260000
9	615.070000	556.340000
9	615.090000	556.360000
9	615.330000	556.470000
9	615.110000	556.480000
9	615.070000	556.520000
9	615.140000	556.420000
9	615.110000	556.420000
9	615.100000	556.360000
9	615.160000	556.320000
9	615.070000	556.440000
9	615.010000	556.380000
9	615.110000	556.360000
9	615.260000	556.380000
10	615.160000	556.340000
10	615.010000	556.320000
10	615.170000	556.320000
10	615.180000	556.430000
10	615.040000	556.410000
10	615.170000	556.380000
10	615.050000	556.410000
10	615.120000	556.490000
10	615.010000	556.500000
10	615.060000	556.380000
10	615.050000	556.440000
10	615.020000	556.340000
10	615.150000	556.430000
11	615.020000	556.440000
11	615.150000	556.360000
11	615.230000	556.460000
11	615.170000	556.380000
11	615.080000	556.420000
11	615.140000	556.550000
11	615.070000	556.460000
11	615.010000	556.450000
11	615.020000	556.410000
11	615.250000	556.530000
11	615.120000	556.410000
11	615.020000	556.450000
11	615.170000	556.450000
12	615.000000	556.270000
12	615.180000	556.360000
12	615.240000	556.420000
12	614.970000	556.260000
12	615.150000	556.360000
12	615.310000	556.450000
12	615.270000	556.390000
12	615.010000	556.530000
12	615.070000	556.450000
12	615.010000	556.330000
12	615.170000	556.480000
12	615.100000	556.440000
12	615.140000	556.400000
13	615.160000	556.490000
13	615.020000	556.500000
13	615.210000	556.570000
13	614.940000	556.360000
13	614.980000	556.360000
13	615.030000	556.470000
13	615.160000	556.400000
13	615.220000	556.600000
13	614.960000	556.320000
13	615.050000	556.510000
13	614.990000	556.300000
13	615.100000	556.390000
13	615.160000	556.480000
14	615.050000	556.390000
14	614.990000	556.260000
14	615.130000	556.340000
14	615.090000	556.410000
14	614.960000	556.350000
14	615.020000	556.410000
14	615.110000	556.480000
14	615.080000	556.360000
14	615.250000	556.490000
14	615.140000	556.410000
14	615.050000	556.350000
14	615.210000	556.400000
15	614.950000	556.430000
15	615.060000	556.410000
15	615.080000	556.290000
15	615.220000	556.490000
15	615.130000	556.330000
15	615.100000	556.400000
15	615.140000	556.400000
15	615.100000	556.410000
15	615.110000	556.380000
15	615.170000	556.290000
15	615.230000	556.380000
15	615.180000	556.450000
15	615.010000	556.400000
16	614.960000	556.390000
16	615.120000	556.670000
16	615.130000	556.290000
16	615.020000	556.540000
16	614.930000	556.330000
16	615.240000	556.250000
16	615.130000	556.450000
16	615.100000	556.380000
16	615.140000	556.380000
16	615.110000	556.460000
16	615.280000	556.590000
16	615.160000	556.390000
16	615.230000	556.390000
17	615.080000	556.410000
17	614.930000	556.330000
17	615.000000	556.440000
17	615.100000	556.520000
17	615.180000	556.560000
17	615.000000	556.310000
17	615.070000	556.330000
17	615.200000	556.350000
17	615.110000	556.470000
17	615.190000	556.450000
17	615.070000	556.370000
17	615.130000	556.400000
18	615.030000	556.450000
18	615.030000	556.380000
18	615.020000	556.490000
18	615.040000	556.530000
18	615.040000	556.440000
18	615.140000	556.430000
18	615.090000	556.400000
18	614.910000	556.340000
18	614.960000	556.480000
18	615.040000	556.330000
18	615.130000	556.350000
18	614.960000	556.410000
18	615.090000	556.440000
19	615.050000	556.400000
19	615.020000	556.450000
19	615.080000	556.380000
19	615.120000	556.410000
19	615.130000	556.290000
19	615.270000	556.390000
19	615.130000	556.470000
19	615.060000	556.390000
19	615.150000	556.450000
19	615.270000	556.470000
19	615.110000	556.390000
19	615.060000	556.450000
19	615.230000	556.470000
20	615.080000	556.420000
20	615.060000	556.460000
20	615.060000	556.400000
20	615.100000	556.430000
20	615.090000	556.450000
20	615.130000	556.520000
20	615.120000	556.340000
20	615.130000	556.430000
20	615.100000	556.400000
20	615.130000	556.450000
20	615.180000	556.420000
20	615.050000	556.230000
20	615.050000	556.490000
21	615.070000	556.300000
21	615.090000	556.430000
21	615.000000	556.510000
21	615.020000	556.390000
21	615.070000	556.420000
21	615.110000	556.530000
21	615.120000	556.340000
21	615.240000	556.330000
21	614.940000	556.310000
21	614.990000	556.350000
21	615.150000	556.450000
21	615.300000	556.470000
21	615.110000	556.400000
22	615.060000	556.390000
22	615.200000	556.390000
22	615.100000	556.350000
22	615.100000	556.450000
22	614.990000	556.370000
22	615.280000	556.330000
22	614.930000	556.430000
22	615.020000	556.290000
22	615.120000	556.470000
22	615.170000	556.380000
22	615.100000	556.420000
22	615.120000	556.380000
23	615.300000	556.570000
23	614.970000	556.410000
23	615.090000	556.470000
23	615.150000	556.370000
23	615.080000	556.500000
23	615.030000	556.380000
23	615.230000	556.490000
23	615.060000	556.360000
23	615.080000	556.480000
23	615.010000	556.440000
23	615.270000	556.430000
23	615.150000	556.330000
23	615.050000	556.470000
24	615.030000	556.540000
24	614.940000	556.380000
24	615.060000	556.460000
24	615.030000	556.460000
24	615.050000	556.550000
24	615.110000	556.500000
24	615.140000	556.350000
24	615.100000	556.420000
24	615.160000	556.430000
24	615.080000	556.520000
24	615.150000	556.500000
24	615.200000	556.470000
25	614.960000	556.510000
25	615.100000	556.360000
25	614.990000	556.380000
25	615.170000	556.430000
25	615.050000	556.350000
25	615.010000	556.410000
25	614.990000	556.450000
25	615.090000	556.390000
25	614.950000	556.440000
25	614.980000	556.550000
25	615.150000	556.390000
25	615.100000	556.420000
26	615.210000	556.300000
26	615.060000	556.450000
26	615.060000	556.420000
26	615.120000	556.400000
26	615.290000	556.480000
26	615.050000	556.400000
26	615.150000	556.530000
26	615.120000	556.480000
26	615.160000	556.500000
26	615.070000	556.500000
26	615.260000	556.440000
26	615.110000	556.370000
26	615.180000	556.360000
27	615.080000	556.390000
27	615.060000	556.360000
27	615.010000	556.310000
27	615.090000	556.420000
27	615.190000	556.540000
27	614.980000	556.420000
27	615.110000	556.380000
27	615.050000	556.410000
27	615.010000	556.410000
27	615.140000	556.330000
27	614.960000	556.370000
27	614.980000	556.470000
28	615.100000	556.460000
28	615.010000	556.370000
28	615.120000	556.340000
28	615.280000	556.600000
28	614.980000	556.520000
28	615.180000	556.310000
28	615.090000	556.340000
28	615.100000	556.160000
28	615.170000	556.490000
28	615.020000	556.380000
28	615.330000	556.450000
28	615.040000	556.360000
28	615.110000	556.500000
29	615.110000	556.450000
29	615.050000	556.360000
29	615.110000	556.420000
29	615.170000	556.350000
29	615.150000	556.410000
29	615.200000	556.450000
29	615.110000	556.500000
29	615.190000	556.390000
29	615.100000	556.360000
29	615.110000	556.500000
29	615.190000	556.470000
29	614.940000	556.420000
29	615.160000	556.360000
30	615.190000	556.520000
30	615.150000	556.420000
30	615.180000	556.420000
30	614.950000	556.510000
30	615.080000	556.490000
30	615.120000	556.400000
30	615.090000	556.380000
30	615.010000	556.320000
30	615.040000	556.410000
30	615.050000	556.360000
30	615.080000	556.370000
30	615.190000	556.360000
31	615.090000	556.420000
31	615.130000	556.440000
31	615.030000	556.470000
31	615.050000	556.380000
31	615.130000	556.310000
31	615.160000	556.520000
31	615.100000	556.400000
31	615.260000	556.350000
31	615.050000	556.400000
31	615.110000	556.410000
31	615.020000	556.390000
31	615.150000	556.470000
32	615.020000	556.380000
32	615.110000	556.310000
32	615.000000	556.290000
32	615.070000	556.410000
32	614.930000	556.290000
32	615.130000	556.410000
32	615.220000	556.460000
32	614.990000	556.450000
32	615.040000	556.430000
32	615.080000	556.450000
32	615.050000	556.430000
32	615.120000	556.660000
32	615.060000	556.440000
33	615.080000	556.490000
33	615.070000	556.430000
33	615.180000	556.420000
33	614.950000	556.430000
33	615.280000	556.430000
33	615.010000	556.510000
33	615.010000	556.430000
33	615.010000	556.320000
33	615.160000	556.340000
33	615.050000	556.420000
33	614.950000	556.350000
33	615.160000	556.420000
33	615.110000	556.530000
34	615.060000	556.540000
34	615.140000	556.420000
34	614.900000	556.390000
34	615.170000	556.430000
34	615.140000	556.500000
34	615.240000	556.340000
34	614.950000	556.430000
34	615.160000	556.470000
34	615.080000	556.450000
34	615.090000	556.420000
34	615.150000	556.490000
34	615.070000	556.340000
34	615.110000	556.440000
35	615.190000	556.380000
35	615.050000	556.360000
35	615.110000	556.240000
35	615.130000	556.300000
35	615.040000	556.400000
35	614.880000	556.420000
35	615.010000	556.410000
35	615.100000	556.490000
35	615.150000	556.410000
35	615.070000	556.500000
35	615.250000	556.400000
35	615.070000	556.330000
35	615.260000	556.580000
36	615.080000	556.410000
36	615.070000	556.420000
36	615.060000	556.390000
36	615.100000	556.440000
36	615.060000	556.480000
36	615.080000	556.460000
36	615.140000	556.370000
36	615.150000	556.480000
36	615.110000	556.320000
36	615.040000	556.370000
36	615.080000	556.490000
36	615.050000	556.340000
36	615.010000	556.470000
37	615.060000	556.400000
37	615.060000	556.500000
37	615.050000	556.460000
37	615.130000	556.420000
37	615.100000	556.450000
37	615.130000	556.330000
37	615.200000	556.380000
37	615.170000	556.300000
37	615.060000	556.440000
37	615.100000	556.470000
37	615.230000	556.450000
37	615.080000	556.370000
37	615.020000	556.450000
38	615.130000	556.410000
38	615.160000	556.320000
38	615.010000	556.420000
38	615.070000	556.350000
38	615.060000	556.400000
38	615.050000	556.370000
38	615.220000	556.460000
38	615.200000	556.350000
38	615.020000	556.510000
38	615.150000	556.480000
38	615.080000	556.380000
38	615.110000	556.340000
38	615.130000	556.280000
39	615.020000	556.410000
39	615.160000	556.430000
39	615.000000	556.470000
39	615.160000	556.340000
39	615.100000	556.450000
39	615.130000	556.420000
39	615.040000	556.490000
39	615.160000	556.290000
39	615.040000	556.480000
39	615.000000	556.390000
39	615.130000	556.510000
39	615.300000	556.490000
40	615.110000	556.450000
40	615.120000	556.450000
40	615.090000	556.510000
40	614.970000	556.410000
40	615.170000	556.390000
40	615.080000	556.480000
40	615.200000	556.320000
40	615.120000	556.380000
40	615.150000	556.360000
40	615.120000	556.380000
40	615.180000	556.470000
40	615.080000	556.460000
40	615.020000	556.390000
41	615.110000	556.460000
41	615.150000	556.390000
41	614.960000	556.430000
41	615.050000	556.420000
41	615.070000	556.430000
41	615.130000	556.420000
41	615.220000	556.400000
41	615.050000	556.530000
41	615.350000	556.420000
41	615.100000	556.440000
41	615.000000	556.320000
41	615.170000	556.380000
41	615.290000	556.540000
42	615.020000	556.470000
42	614.930000	556.410000
42	615.110000	556.380000
42	615.140000	556.240000
42	615.020000	556.360000
42	615.140000	556.480000
42	615.090000	556.360000
42	615.030000	556.320000
42	615.170000	556.340000
42	615.150000	556.320000
42	615.060000	556.270000
42	615.040000	556.390000
42	615.110000	556.450000
43	615.120000	556.420000
43	615.060000	556.470000
43	615.120000	556.400000
43	615.020000	556.370000
43	615.070000	556.490000
43	615.060000	556.370000
43	615.080000	556.260000
43	615.050000	556.370000
43	615.280000	556.400000
43	615.080000	556.510000
43	615.130000	556.590000
43	615.300000	556.430000
43	615.230000	556.440000
44	615.070000	556.340000
44	614.850000	556.400000
44	614.920000	556.360000
44	615.120000	556.480000
44	615.090000	556.400000
44	615.060000	556.400000
44	615.030000	556.340000
44	615.040000	556.440000
44	615.070000	556.530000
44	614.990000	556.490000
44	615.100000	556.300000
44	615.240000	556.390000
44	614.970000	556.380000
45	615.200000	556.440000
45	615.050000	556.380000
45	615.230000	556.330000
45	615.290000	556.320000
45	615.030000	556.580000
45	615.070000	556.530000
45	615.060000	556.550000
45	615.020000	556.320000
45	615.110000	556.470000
45	615.070000	556.370000
