"211202_kinetic_519, 00 Fc=4 - 1_X"	"211202_kinetic_519, 00 Fc=4 - 1_Y"	"211202_kinetic_519, 00 Fc=4 - 2_X"	"211202_kinetic_519, 00 Fc=4 - 2_Y"	"211202_kinetic_519, 00 Fc=4 - 3_X"	"211202_kinetic_519, 00 Fc=4 - 3_Y"	"211202_kinetic_519, 00 Fc=4 - 4_X"	"211202_kinetic_519, 00 Fc=4 - 4_Y"	"211202_kinetic_519, 00 Fc=4 - 5_X"	"211202_kinetic_519, 00 Fc=4 - 5_Y"	"211202_kinetic_519, 00 Fc=4 - 6_X"	"211202_kinetic_519, 00 Fc=4 - 6_Y"
214.8	38.707	214.8	21.6055	214.8	10.8594	214.8	10.0547	214.8	7.27734	214.8	7.82813
215.8	39.793	215.8	20.7227	215.8	11.1992	215.8	9.86719	215.8	7.79297	215.8	7.37109
216.8	39.6484	216.8	20.1484	216.8	11.1641	216.8	9.98438	216.8	8.84375	216.8	7.16797
217.8	39.375	217.8	20.3516	217.8	12.1445	217.8	10.9141	217.8	7.88672	217.8	5.19141
218.8	40.2109	218.8	20.75	218.8	10.6133	218.8	11.082	218.8	6.69922	218.8	8.14453
219.8	38.625	219.8	20.875	219.8	11.8828	219.8	9.875	219.8	8.72266	219.8	6.69922
220.8	40.6328	220.8	21.8711	220.8	10.2969	220.8	10.1602	220.8	8.14844	220.8	7.76953
221.8	39.1016	221.8	20.6797	221.8	10.1523	221.8	10.3438	221.8	8.46094	221.8	7.17188
222.8	39.2266	222.8	21.8047	222.8	11.043	222.8	10.5898	222.8	7.95313	222.8	6.12891
223.8	37.7656	223.8	21.0469	223.8	10.8008	223.8	10.9336	223.8	5.74609	223.8	6.21875
224.8	37.4453	224.8	19.4531	224.8	10.0156	224.8	11.4883	224.8	7.42969	224.8	5.30469
225.8	37.5078	225.8	19.2305	225.8	9.69141	225.8	10.5234	225.8	7.31641	225.8	6.80859
226.8	36.7813	226.8	19.0898	226.8	9.29297	226.8	8.88281	226.8	8.68359	226.8	7.08594
227.8	38.0977	227.8	19.4844	227.8	12.1797	227.8	9.89453	227.8	7.21094	227.8	7.20703
228.8	36.0469	228.8	21.1953	228.8	9.07813	228.8	9.63672	228.8	7.44531	228.8	5.54297
229.8	37.9727	229.8	20.1992	229.8	11.2031	229.8	10.1992	229.8	7.32422	229.8	6.64063
230.8	35.6641	230.8	19.418	230.8	9.32813	230.8	9.91016	230.8	7.32422	230.8	5.89844
231.8	37.5	231.8	19.8477	231.8	9.62109	231.8	9.76953	231.8	5.34375	231.8	7.39844
232.8	37.9336	232.8	18.3047	232.8	10.5195	232.8	9.125	232.8	5.15625	232.8	5.81641
233.8	37.2773	233.8	19.1445	233.8	9.5625	233.8	9.49219	233.8	6.12891	233.8	5.76172
234.8	36.8594	234.8	19.207	234.8	9.05078	234.8	9.61719	234.8	7.15234	234.8	5.72656
235.8	36.375	235.8	18.043	235.8	9.21094	235.8	10.7031	235.8	7.63281	235.8	6.0625
236.8	34.9844	236.8	17.4453	236.8	8.42578	236.8	9.69922	236.8	5.14453	236.8	3.80859
237.8	37.4023	237.8	17.9805	237.8	8.09766	237.8	8.52734	237.8	8.14844	237.8	5.40625
238.8	36.8242	238.8	18.3164	238.8	8.83984	238.8	10.3203	238.8	4.50391	238.8	6.07813
239.8	34.2773	239.8	17.8281	239.8	8.27344	239.8	9.93359	239.8	6.22656	239.8	4.06641
240.8	35.5703	240.8	17.4844	240.8	8.77344	240.8	10.0938	240.8	5.33984	240.8	4.36719
241.8	35.8477	241.8	18.4609	241.8	9.67969	241.8	9.17578	241.8	5.85938	241.8	5.09375
242.8	34.5547	242.8	18.2422	242.8	6.87891	242.8	8.87109	242.8	5.51172	242.8	5.25
243.8	35.6016	243.8	17.8789	243.8	7.86719	243.8	9.69141	243.8	6.60156	243.8	6.67969
244.8	35.7539	244.8	18.4336	244.8	7.62891	244.8	9.98828	244.8	5.50391	244.8	4.27734
245.8	35.832	245.8	19.0313	245.8	7.81641	245.8	9.50781	245.8	4.89063	245.8	6.33984
246.8	34.5898	246.8	18.1992	246.8	6.84766	246.8	8.71094	246.8	5.48828	246.8	5.35156
247.8	33.4531	247.8	16.2266	247.8	8.42578	247.8	8.69531	247.8	5.28906	247.8	5.98047
248.8	34.7539	248.8	17.3125	248.8	8.83984	248.8	8.44141	248.8	5.97656	248.8	4.19922
249.8	35.2148	249.8	18.8672	249.8	8.47266	249.8	9.32031	249.8	5.9375	249.8	4.38281
250.8	34.9453	250.8	17.5625	250.8	7.77734	250.8	9.30859	250.8	4.73047	250.8	5.33594
251.8	35.6484	251.8	16.0898	251.8	8.69922	251.8	8.16797	251.8	5.82813	251.8	5.65625
252.8	34.8125	252.8	16.3438	252.8	7.57813	252.8	10.375	252.8	4.25391	252.8	5.33203
253.8	32.0977	253.8	18.6484	253.8	7.05469	253.8	8.28125	253.8	4.82422	253.8	6.17578
254.8	34.0508	254.8	17.2656	254.8	7.01172	254.8	7.28516	254.8	4.03125	254.8	6.12109
255.8	33.9961	255.8	17.6836	255.8	7.71094	255.8	7.45703	255.8	5.48047	255.8	3.58984
256.8	32.6953	256.8	17.3281	256.8	9.125	256.8	6.15234	256.8	4.67578	256.8	4.54297
257.8	35.7852	257.8	17.9922	257.8	6.05859	257.8	7.94141	257.8	4.99219	257.8	5.27734
258.8	32.6641	258.8	18.0156	258.8	7.03125	258.8	7.82422	258.8	4.80859	258.8	5.14063
259.8	32.4297	259.8	17.1367	259.8	7.14063	259.8	7.00391	259.8	4.25391	259.8	5.8125
260.8	33.2969	260.8	15.6641	260.8	7.19531	260.8	6.66797	260.8	3.96094	260.8	3.97656
261.8	32.7188	261.8	15.75	261.8	6.52344	261.8	7.11719	261.8	5.05859	261.8	5.38281
262.8	32.5586	262.8	16.5195	262.8	5.65234	262.8	7.98047	262.8	3.31641	262.8	3.75391
263.8	31.7734	263.8	16.2539	263.8	7.625	263.8	8.62891	263.8	4.35938	263.8	4.07031
264.8	32.5742	264.8	16.8789	264.8	7.20313	264.8	8.58594	264.8	3.41406	264.8	4.42578
265.8	31.8125	265.8	16.2305	265.8	6.67969	265.8	6.91016	265.8	4.17188	265.8	3.73047
266.8	32.5977	266.8	17.1914	266.8	7.71484	266.8	7.78516	266.8	4.34766	266.8	5.36328
267.8	31.2656	267.8	16.4297	267.8	7.12891	267.8	7.63672	267.8	3.39453	267.8	3.49609
268.8	32.4883	268.8	15.8164	268.8	6.70313	268.8	8.60938	268.8	3.69922	268.8	5.05859
269.8	32.5547	269.8	16.1875	269.8	6.85938	269.8	7.61328	269.8	4.12109	269.8	3.88672
270.8	32.2031	270.8	16.2344	270.8	5.69922	270.8	6.5625	270.8	3.75391	270.8	5.44141
271.8	33.7344	271.8	16.0742	271.8	6.84766	271.8	6.59766	271.8	2.93359	271.8	5.47266
272.8	32.9219	272.8	15.4844	272.8	6.19922	272.8	7.97266	272.8	3.58984	272.8	3.14453
273.8	31.6133	273.8	15.9727	273.8	8.25	273.8	7.69141	273.8	3.46094	273.8	2.66406
274.8	31.8828	274.8	15.5039	274.8	5.76563	274.8	7.16797	274.8	3.73438	274.8	1.6875
275.8	31.832	275.8	16.1406	275.8	6.22656	275.8	6.45703	275.8	3.34375	275.8	3.50781
276.8	31.8789	276.8	14.9961	276.8	7.55078	276.8	6.8125	276.8	4.22656	276.8	3.30859
277.8	31.5508	277.8	15.3594	277.8	5.37891	277.8	7.55469	277.8	3.73828	277.8	3.87109
278.8	30.9922	278.8	14.2578	278.8	6.78125	278.8	6.73047	278.8	1.99609	278.8	2.78516
279.8	32.5703	279.8	16.3594	279.8	5.82422	279.8	6.6875	279.8	2.99219	279.8	3.25391
280.8	31.7695	280.8	13.1719	280.8	6.54297	280.8	5.82031	280.8	3.73438	280.8	2.84375
281.8	32.2188	281.8	12.9648	281.8	7.09375	281.8	7.62109	281.8	4.16797	281.8	2.25
282.8	31.2422	282.8	12.7188	282.8	6.96094	282.8	6.30078	282.8	3.50391	282.8	3.81641
283.8	30.4375	283.8	13.3633	283.8	7.99609	283.8	7.07813	283.8	1.91016	283.8	1.61328
284.8	32.0273	284.8	14.7305	284.8	6.41016	284.8	6.53516	284.8	3.62109	284.8	0.886719
285.8	30.5273	285.8	15.043	285.8	6.05078	285.8	6.33984	285.8	2.48047	285.8	0.859375
286.8	30.793	286.8	15.082	286.8	6.125	286.8	6.37109	286.8	3.08984	286.8	1.99219
287.8	31.7383	287.8	14.6328	287.8	6.17969	287.8	7.87109	287.8	2.96094	287.8	3.17188
288.8	30.3047	288.8	13.8711	288.8	4.59766	288.8	6.89063	288.8	3.1875	288.8	2.36719
289.8	29.1797	289.8	12.5313	289.8	6.10938	289.8	6.32422	289.8	2.33203	289.8	3.01563
290.8	29.7148	290.8	13.1484	290.8	5.45703	290.8	4.85547	290.8	2.67188	290.8	1.71094
291.8	28.9141	291.8	14.1758	291.8	5.89453	291.8	6.77734	291.8	2.05859	291.8	2.1875
292.8	29.6914	292.8	14.0664	292.8	5.38672	292.8	7.57813	292.8	1.92188	292.8	1.49219
293.8	30.5273	293.8	13.3242	293.8	6.32031	293.8	6.41406	293.8	3.38672	293.8	0.730469
294.8	29.0625	294.8	14.7344	294.8	4.82031	294.8	6.85156	294.8	3.08203	294.8	4.03516
295.8	30.8477	295.8	12.8867	295.8	6.09766	295.8	6.11719	295.8	1.46094	295.8	0.882813
296.8	30.4648	296.8	13.8555	296.8	5.23438	296.8	6.45313	296.8	1.66406	296.8	1.94922
297.8	29.5234	297.8	13.4688	297.8	5.23438	297.8	5.29297	297.8	1.125	297.8	3.93359
298.8	30.0508	298.8	11.7383	298.8	4.38672	298.8	7.58984	298.8	1.83594	298.8	3.58984
299.8	28.043	299.8	13.4883	299.8	5.59766	299.8	6.54297	299.8	2.19531	299.8	3.625
300.8	28.7305	300.8	12.207	300.8	5.60156	300.8	4.65234	300.8	2.07422	300.8	1.66016
301.8	29.4336	301.8	14.207	301.8	6.68359	301.8	6.65234	301.8	1.34375	301.8	1.30078
302.8	27.9805	302.8	13.4375	302.8	6.31641	302.8	6.51172	302.8	3.32422	302.8	2.00781
303.8	27.3242	303.8	12.1992	303.8	3.65625	303.8	5.67188	303.8	1.97266	303.8	1.6875
304.8	28.3125	304.8	12.5117	304.8	4.82813	304.8	4.80078	304.8	3.10938	304.8	2.52734
305.8	30.0977	305.8	11.3047	305.8	4.86328	305.8	5.69141	305.8	1.86328	305.8	2.875
306.8	28.7305	306.8	14.5352	306.8	4.24219	306.8	6.21094	306.8	1.26563	306.8	1.33984
307.8	28.2734	307.8	12.3828	307.8	3.73828	307.8	4.76172	307.8	1.87109	307.8	1.08984
308.8	28.4844	308.8	12.8828	308.8	5.03516	308.8	5.23828	308.8	2.13672	308.8	0.988281
309.8	27.8555	309.8	11.6328	309.8	4.28906	309.8	6.03906	309.8	1.14453	309.8	0.894531
310.8	28.3984	310.8	11.7813	310.8	5.28516	310.8	5.51172	310.8	2.54297	310.8	1.10547
311.8	27.6211	311.8	11.0391	311.8	3.49609	311.8	4.00781	311.8	1.63281	311.8	-0.03125
312.8	29.0586	312.8	12.6406	312.8	3.33203	312.8	4.99219	312.8	1.99609	312.8	0.769531
313.8	26.8477	313.8	12.4023	313.8	2.98047	313.8	4.17969	313.8	0.933594	313.8	2.39844
314.8	27.3867	314.8	11.9414	314.8	3.42969	314.8	5.07031	314.8	1.51563	314.8	1.69141
315.8	27.7656	315.8	11.375	315.8	4.05078	315.8	4.48438	315.8	1.94531	315.8	2
316.8	25.8633	316.8	10.6406	316.8	3.29688	316.8	4.83594	316.8	2.30469	316.8	-0.597656
317.8	28.9297	317.8	10.1602	317.8	3.42188	317.8	4.76953	317.8	1.3125	317.8	0.542969
318.8	27.9297	318.8	9.01563	318.8	2.93359	318.8	5.46094	318.8	1.80078	318.8	2.91406
319.8	27.293	319.8	11.582	319.8	4.6875	319.8	4.24609	319.8	0.75	319.8	0.589844
320.8	27.0977	320.8	11.7227	320.8	3	320.8	4.16797	320.8	1.54688	320.8	0.445313
321.8	28.3086	321.8	8.29688	321.8	4.05078	321.8	5.34766	321.8	-3.91E-03	321.8	1.87891
322.8	26.1328	322.8	10.2148	322.8	3.27344	322.8	3.60547	322.8	1.52734	322.8	1.35156
323.8	25.1016	323.8	10.875	323.8	4.32031	323.8	4.1875	323.8	-0.125	323.8	0.015625
324.8	27.5859	324.8	11.2227	324.8	3.28125	324.8	5.53516	324.8	0.15625	324.8	0.933594
325.8	25.7891	325.8	10.8789	325.8	3.30078	325.8	4.55469	325.8	0.0195313	325.8	0.128906
326.8	26.625	326.8	10.6055	326.8	2.25781	326.8	4.46094	326.8	1.08203	326.8	0.226563
327.8	27.6211	327.8	9.55859	327.8	2.48438	327.8	5.53516	327.8	0.378906	327.8	0.511719
328.8	27.7266	328.8	10.7031	328.8	2.92578	328.8	5.87891	328.8	1.03516	328.8	0.425781
329.8	26.8242	329.8	9.92188	329.8	2.88672	329.8	5.43359	329.8	0.695313	329.8	-0.339844
330.8	28.4609	330.8	10.3398	330.8	2.07813	330.8	4.55859	330.8	1.60547	330.8	-0.3125
331.8	26.2148	331.8	12.2227	331.8	2.34766	331.8	3.61328	331.8	-0.496094	331.8	0.730469
332.8	26.1484	332.8	9.80469	332.8	2.92578	332.8	3.68359	332.8	1.4375	332.8	0.722656
333.8	27.332	333.8	11.582	333.8	2.42188	333.8	2.875	333.8	0.863281	333.8	-0.738281
334.8	26.6367	334.8	10.1563	334.8	2.92969	334.8	2.75391	334.8	-0.328125	334.8	1.42188
335.8	25.4492	335.8	8.98438	335.8	2.26563	335.8	3.875	335.8	-0.0585938	335.8	0.777344
336.8	26.7695	336.8	10.1445	336.8	1.91406	336.8	4.32813	336.8	-0.09375	336.8	0.0195313
337.8	27.6406	337.8	11.0859	337.8	1.13281	337.8	3.93359	337.8	-0.25	337.8	0.453125
338.8	26.7852	338.8	10.0898	338.8	2.26563	338.8	4.42188	338.8	-0.597656	338.8	0.253906
339.8	25.8086	339.8	11.5469	339.8	1.46094	339.8	3.12891	339.8	0.371094	339.8	0.214844
340.8	25.543	340.8	10.207	340.8	1.90625	340.8	4.41016	340.8	-0.640625	340.8	-0.242188
341.8	26.3672	341.8	9.85938	341.8	2.03125	341.8	3.76953	341.8	-0.355469	341.8	0.183594
342.8	24.5859	342.8	11.5703	342.8	2.55078	342.8	2.78516	342.8	0.171875	342.8	-0.167969
343.8	24.2305	343.8	10.8359	343.8	2.85156	343.8	2.11328	343.8	-0.691406	343.8	-0.925781
344.8	24.5117	344.8	11.6133	344.8	1.23828	344.8	3.06641	344.8	-0.695313	344.8	0.351563
345.8	25.5273	345.8	11.7813	345.8	2.94922	345.8	2.49219	345.8	-0.605469	345.8	-0.59375
346.8	24.5391	346.8	9.95313	346.8	1.62109	346.8	1.78516	346.8	-1.24219	346.8	-1.27734
347.8	24.6289	347.8	10.207	347.8	2.23828	347.8	2.25781	347.8	-1.34766	347.8	-0.863281
348.8	23.5078	348.8	9.9375	348.8	0.851563	348.8	2.09375	348.8	-0.386719	348.8	-0.453125
349.8	24.1875	349.8	9.76172	349.8	1.27344	349.8	2.1875	349.8	-1.04688	349.8	-0.996094
350.8	24.7969	350.8	10.3945	350.8	0.636719	350.8	1.75391	350.8	0.625	350.8	-0.300781
351.8	24.8359	351.8	9.08594	351.8	0.730469	351.8	1.70703	351.8	-1.11719	351.8	-1.14453
352.8	23.2266	352.8	10.9688	352.8	1.91797	352.8	2.73047	352.8	-0.0820313	352.8	-1.67188
353.8	24.1992	353.8	10.5508	353.8	1.27344	353.8	2.56641	353.8	-0.140625	353.8	0.0898438
354.8	22.7031	354.8	9.625	354.8	1.11328	354.8	2.09375	354.8	-1.12109	354.8	-1.73828
355.8	23.4258	355.8	10.5195	355.8	0.789063	355.8	2.46484	355.8	0.3125	355.8	-0.730469
356.8	23.5625	356.8	7.98047	356.8	1.20313	356.8	2.07422	356.8	-2.87891	356.8	-1.00391
357.8	24.5625	357.8	10.8438	357.8	1.30078	357.8	2.86328	357.8	-0.402344	357.8	0.273438
358.8	23.6055	358.8	10.1523	358.8	1.17578	358.8	2.03516	358.8	-1.80078	358.8	-1.09375
359.8	24.0742	359.8	10.1992	359.8	2.57422	359.8	2.90234	359.8	-2.16406	359.8	-0.726563
360.8	24.7344	360.8	9.55469	360.8	0.867188	360.8	2.73828	360.8	-1.53125	360.8	-1.32031
361.8	24.0039	361.8	9.91016	361.8	0.800781	361.8	3.12891	361.8	-2.80859	361.8	-1.16406
362.8	23.5195	362.8	9.95313	362.8	0.46875	362.8	2.0625	362.8	-1.48047	362.8	-0.800781
363.8	23.9414	363.8	9.32813	363.8	-1.52344	363.8	1.73828	363.8	-1.71875	363.8	-1.98438
364.8	23.5586	364.8	9.78516	364.8	0.152344	364.8	0.0976563	364.8	-1.8125	364.8	-0.949219
365.8	22.4844	365.8	9.11328	365.8	-1.19531	365.8	0.984375	365.8	-1.57422	365.8	-2.53516
366.8	23.3438	366.8	9.50781	366.8	1.30469	366.8	-0.738281	366.8	-1.09766	366.8	-1.38281
367.8	21.7461	367.8	8.19531	367.8	0.429688	367.8	1.41797	367.8	-2.73438	367.8	-2.48828
368.8	22.6953	368.8	8.44922	368.8	0.0898438	368.8	0.894531	368.8	-3.19141	368.8	-2.10547
369.8	22.2188	369.8	8.44922	369.8	1.21484	369.8	0.339844	369.8	-2.07031	369.8	-1.63672
370.8	21.1992	370.8	7.37891	370.8	-1.08203	370.8	0.867188	370.8	-3.50781	370.8	-1.46484
371.8	21.7266	371.8	6.76953	371.8	-0.0703125	371.8	-0.191406	371.8	-2.72656	371.8	-2.96484
372.8	21.9375	372.8	9.29688	372.8	1.34375	372.8	1.77734	372.8	-2.8125	372.8	-2.11719
373.8	23.2617	373.8	8.65234	373.8	-1.21484	373.8	1.45313	373.8	-3.34375	373.8	-0.574219
374.8	22.8828	374.8	7.62891	374.8	-0.128906	374.8	0.996094	374.8	-2.875	374.8	-1.48438
375.8	21.4961	375.8	9.55469	375.8	-2.13281	375.8	1.10156	375.8	-2.92578	375.8	-1.62891
376.8	21.9492	376.8	8.74609	376.8	-0.824219	376.8	2.41797	376.8	-2.93359	376.8	-0.863281
377.8	22.0547	377.8	9.48047	377.8	-0.816406	377.8	1.08984	377.8	-1.60547	377.8	-1.67969
378.8	20.8281	378.8	8.52344	378.8	-1.78906	378.8	1.34766	378.8	-1.14063	378.8	-2.12891
379.8	22.0078	379.8	8.60156	379.8	-0.265625	379.8	0.59375	379.8	-0.511719	379.8	-0.359375
380.8	22.4766	380.8	8.64063	380.8	1.03125	380.8	0.4375	380.8	-1.39844	380.8	-0.710938
381.8	21.9492	381.8	8.46875	381.8	-0.660156	381.8	2.20313	381.8	-1.67969	381.8	0.386719
382.8	21.9609	382.8	9.08203	382.8	-0.917969	382.8	0.386719	382.8	-2.61719	382.8	-0.925781
383.8	22.2422	383.8	8.01172	383.8	-0.441406	383.8	0.84375	383.8	-3.90234	383.8	-0.621094
384.8	21.1641	384.8	8.14844	384.8	-1.97656	384.8	0.105469	384.8	-0.703125	384.8	-0.269531
385.8	22.7969	385.8	8.07813	385.8	-0.09375	385.8	0.335938	385.8	-1.97656	385.8	-0.972656
386.8	23.5938	386.8	9.17188	386.8	-1.16797	386.8	-1.51953	386.8	-1.16016	386.8	-1.33594
387.8	21.9805	387.8	9.19531	387.8	-1.28516	387.8	0.0273438	387.8	-0.515625	387.8	-0.824219
388.8	20.6563	388.8	8.32422	388.8	-0.734375	388.8	-0.976563	388.8	-0.84375	388.8	-0.660156
389.8	22.9844	389.8	7.56641	389.8	-1.32813	389.8	-0.78125	389.8	-1.49219	389.8	-0.820313
390.8	27.1563	390.8	9.26172	390.8	3.81641	390.8	1.24219	390.8	-2.45703	390.8	0.375
