210913_Cbl-b_A03-H11 Fc=2-1 - 1_X	210913_Cbl-b_A03-H11 Fc=2-1 - 1_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 2_X	210913_Cbl-b_A03-H11 Fc=2-1 - 2_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 3_X	210913_Cbl-b_A03-H11 Fc=2-1 - 3_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 4_X	210913_Cbl-b_A03-H11 Fc=2-1 - 4_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 5_X	210913_Cbl-b_A03-H11 Fc=2-1 - 5_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 6_X	210913_Cbl-b_A03-H11 Fc=2-1 - 6_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 7_X	210913_Cbl-b_A03-H11 Fc=2-1 - 7_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 8_X	210913_Cbl-b_A03-H11 Fc=2-1 - 8_Y	210913_Cbl-b_A03-H11 Fc=2-1 - 9_X	210913_Cbl-b_A03-H11 Fc=2-1 - 9_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 10_X	210913_Cbl-b_A03-H1 Fc=2-1 - 10_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 11_X	210913_Cbl-b_A03-H1 Fc=2-1 - 11_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 12_X	210913_Cbl-b_A03-H1 Fc=2-1 - 12_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 13_X	210913_Cbl-b_A03-H1 Fc=2-1 - 13_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 14_X	210913_Cbl-b_A03-H1 Fc=2-1 - 14_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 15_X	210913_Cbl-b_A03-H1 Fc=2-1 - 15_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 16_X	210913_Cbl-b_A03-H1 Fc=2-1 - 16_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 17_X	210913_Cbl-b_A03-H1 Fc=2-1 - 17_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 18_X	210913_Cbl-b_A03-H1 Fc=2-1 - 18_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 19_X	210913_Cbl-b_A03-H1 Fc=2-1 - 19_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 20_X	210913_Cbl-b_A03-H1 Fc=2-1 - 20_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 21_X	210913_Cbl-b_A03-H1 Fc=2-1 - 21_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 22_X	210913_Cbl-b_A03-H1 Fc=2-1 - 22_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 23_X	210913_Cbl-b_A03-H1 Fc=2-1 - 23_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 24_X	210913_Cbl-b_A03-H1 Fc=2-1 - 24_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 25_X	210913_Cbl-b_A03-H1 Fc=2-1 - 25_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 26_X	210913_Cbl-b_A03-H1 Fc=2-1 - 26_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 27_X	210913_Cbl-b_A03-H1 Fc=2-1 - 27_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 28_X	210913_Cbl-b_A03-H1 Fc=2-1 - 28_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 29_X	210913_Cbl-b_A03-H1 Fc=2-1 - 29_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 30_X	210913_Cbl-b_A03-H1 Fc=2-1 - 30_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 31_X	210913_Cbl-b_A03-H1 Fc=2-1 - 31_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 32_X	210913_Cbl-b_A03-H1 Fc=2-1 - 32_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 33_X	210913_Cbl-b_A03-H1 Fc=2-1 - 33_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 34_X	210913_Cbl-b_A03-H1 Fc=2-1 - 34_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 35_X	210913_Cbl-b_A03-H1 Fc=2-1 - 35_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 36_X	210913_Cbl-b_A03-H1 Fc=2-1 - 36_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 37_X	210913_Cbl-b_A03-H1 Fc=2-1 - 37_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 38_X	210913_Cbl-b_A03-H1 Fc=2-1 - 38_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 39_X	210913_Cbl-b_A03-H1 Fc=2-1 - 39_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 40_X	210913_Cbl-b_A03-H1 Fc=2-1 - 40_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 41_X	210913_Cbl-b_A03-H1 Fc=2-1 - 41_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 42_X	210913_Cbl-b_A03-H1 Fc=2-1 - 42_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 43_X	210913_Cbl-b_A03-H1 Fc=2-1 - 43_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 44_X	210913_Cbl-b_A03-H1 Fc=2-1 - 44_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 45_X	210913_Cbl-b_A03-H1 Fc=2-1 - 45_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 46_X	210913_Cbl-b_A03-H1 Fc=2-1 - 46_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 47_X	210913_Cbl-b_A03-H1 Fc=2-1 - 47_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 48_X	210913_Cbl-b_A03-H1 Fc=2-1 - 48_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 49_X	210913_Cbl-b_A03-H1 Fc=2-1 - 49_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 50_X	210913_Cbl-b_A03-H1 Fc=2-1 - 50_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 51_X	210913_Cbl-b_A03-H1 Fc=2-1 - 51_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 52_X	210913_Cbl-b_A03-H1 Fc=2-1 - 52_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 53_X	210913_Cbl-b_A03-H1 Fc=2-1 - 53_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 54_X	210913_Cbl-b_A03-H1 Fc=2-1 - 54_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 55_X	210913_Cbl-b_A03-H1 Fc=2-1 - 55_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 56_X	210913_Cbl-b_A03-H1 Fc=2-1 - 56_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 57_X	210913_Cbl-b_A03-H1 Fc=2-1 - 57_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 58_X	210913_Cbl-b_A03-H1 Fc=2-1 - 58_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 59_X	210913_Cbl-b_A03-H1 Fc=2-1 - 59_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 60_X	210913_Cbl-b_A03-H1 Fc=2-1 - 60_Y	210913_Cbl-b_A03-H1 Fc=2-1 - 61_X	210913_Cbl-b_A03-H1 Fc=2-1 - 61_Y
11.6	7984.94	11.6	7969.35	11.6	7964.53	11.6	7958.92	11.6	7954.5	11.6	7951.63	11.6	7948.72	11.6	7946.95	11.6	7942.93	11.6	7955.6	11.6	7951.08	11.6	7944.03	11.6	7945.52	11.6	7945.65	11.6	7940.62	11.6	7943.52	11.6	7940.48	11.6	7939.03	11.6	7949.95	11.6	7945.04	11.6	7946.65	11.6	7943.43	11.6	7944.94	11.6	7946.73	11.6	7946.97	11.6	7946.78	11.6	7944.53	11.6	7952.75	11.6	7950.37	11.6	7952.42	11.6	7952.77	11.6	7953.62	11.6	7957.28	11.6	7957.3	11.6	7958.23	11.6	7960.9	11.6	7962.06	11.6	7962.43	11.6	7964.77	11.6	7967.36	11.6	7970.53	11.6	7967.88	11.6	7972.05	11.6	7972.17	11.6	7968.72	11.6	7974.28	11.6	7971.88	11.6	7972.75	11.6	7972.83	11.6	7975.94	11.6	7976.11	11.6	7979.83	11.6	7978.22	11.6	7981.11	11.6	7984.91	11.6	7984.79	11.6	7985.11	11.6	7984.46	11.6	7984.86	11.6	7984.3	11.6	7985.03
12.6	7983.21	12.6	7970.09	12.6	7965.15	12.6	7959.17	12.6	7953.48	12.6	7949.85	12.6	7948.45	12.6	7948.02	12.6	7944.82	12.6	7956.35	12.6	7952.28	12.6	7946.53	12.6	7943.44	12.6	7943.94	12.6	7942.01	12.6	7942.29	12.6	7941.94	12.6	7937.97	12.6	7950.1	12.6	7946.26	12.6	7944.95	12.6	7946	12.6	7946.17	12.6	7945.97	12.6	7948.66	12.6	7945.35	12.6	7946.03	12.6	7949.69	12.6	7952.08	12.6	7951.71	12.6	7953.46	12.6	7955.42	12.6	7955.69	12.6	7959.04	12.6	7957.38	12.6	7961.62	12.6	7963.07	12.6	7962.23	12.6	7963.98	12.6	7965.32	12.6	7968.56	12.6	7966.03	12.6	7971.03	12.6	7972.87	12.6	7972.16	12.6	7972.99	12.6	7969.44	12.6	7971.62	12.6	7976.74	12.6	7974.5	12.6	7977.19	12.6	7980.81	12.6	7977.97	12.6	7981.51	12.6	7984.16	12.6	7986.34	12.6	7986.66	12.6	7983.77	12.6	7985.06	12.6	7984.8	12.6	7984.77
13.6	7984.22	13.6	7973.45	13.6	7964.09	13.6	7957.76	13.6	7954.47	13.6	7950.33	13.6	7949.19	13.6	7946.6	13.6	7943.87	13.6	7955.9	13.6	7950.84	13.6	7947.49	13.6	7944.61	13.6	7942.23	13.6	7943.05	13.6	7941.54	13.6	7942.34	13.6	7937.89	13.6	7948.55	13.6	7946.1	13.6	7945.78	13.6	7945.24	13.6	7947.65	13.6	7945.52	13.6	7946.5	13.6	7945.11	13.6	7945.7	13.6	7951.94	13.6	7950.91	13.6	7952.02	13.6	7952.67	13.6	7955.14	13.6	7955.95	13.6	7958.23	13.6	7958.44	13.6	7961	13.6	7961.14	13.6	7963.04	13.6	7964.35	13.6	7967.09	13.6	7967.99	13.6	7967.79	13.6	7967.78	13.6	7971.04	13.6	7970.78	13.6	7972.31	13.6	7968.78	13.6	7971.59	13.6	7976.12	13.6	7975.62	13.6	7976.23	13.6	7979.72	13.6	7977.56	13.6	7981.47	13.6	7983.63	13.6	7985.69	13.6	7987.02	13.6	7984.25	13.6	7985.55	13.6	7986.5	13.6	7985.5
14.6	7984.96	14.6	7970.55	14.6	7962.55	14.6	7958.2	14.6	7956.09	14.6	7949.43	14.6	7946.86	14.6	7948.03	14.6	7943.32	14.6	7954.99	14.6	7952.29	14.6	7947.49	14.6	7943.77	14.6	7941.33	14.6	7943.25	14.6	7941.29	14.6	7942.03	14.6	7937.9	14.6	7946.61	14.6	7946	14.6	7943.63	14.6	7944.56	14.6	7945.95	14.6	7945.91	14.6	7947.76	14.6	7945.92	14.6	7944.24	14.6	7953.26	14.6	7951.23	14.6	7952.44	14.6	7953.28	14.6	7952.35	14.6	7956.9	14.6	7957.44	14.6	7959.06	14.6	7959.95	14.6	7961.52	14.6	7960.75	14.6	7965.09	14.6	7966.11	14.6	7967.06	14.6	7965.95	14.6	7968.66	14.6	7969.61	14.6	7972.61	14.6	7975.04	14.6	7972.22	14.6	7971.16	14.6	7976.67	14.6	7978.08	14.6	7973.02	14.6	7981.69	14.6	7979.38	14.6	7982.77	14.6	7983.31	14.6	7986.11	14.6	7986.54	14.6	7982.4	14.6	7983.2	14.6	7985.34	14.6	7984.86
15.6	7984.37	15.6	7972.17	15.6	7964.34	15.6	7956.91	15.6	7954.81	15.6	7951.21	15.6	7946.36	15.6	7945.95	15.6	7944.93	15.6	7955.15	15.6	7950.18	15.6	7944.27	15.6	7945.91	15.6	7942.67	15.6	7940.92	15.6	7943.04	15.6	7940.94	15.6	7938.7	15.6	7948.05	15.6	7947.84	15.6	7946.59	15.6	7948.09	15.6	7943.38	15.6	7945.16	15.6	7949.32	15.6	7944.62	15.6	7946.42	15.6	7951.42	15.6	7951.94	15.6	7953.71	15.6	7951.12	15.6	7954.96	15.6	7956.78	15.6	7957.39	15.6	7960.38	15.6	7962.49	15.6	7963.36	15.6	7961.74	15.6	7964.46	15.6	7966.16	15.6	7966.96	15.6	7968.04	15.6	7970.9	15.6	7971.45	15.6	7973.54	15.6	7972.73	15.6	7973.34	15.6	7972.54	15.6	7975.79	15.6	7976.65	15.6	7974.01	15.6	7979.21	15.6	7979.46	15.6	7980.64	15.6	7981.09	15.6	7984.6	15.6	7986.89	15.6	7984.88	15.6	7983.04	15.6	7985.3	15.6	7985.29
16.6	7984.55	16.6	7970.58	16.6	7962.91	16.6	7957.61	16.6	7954.91	16.6	7949.87	16.6	7947.77	16.6	7947.78	16.6	7941.57	16.6	7956.4	16.6	7952.42	16.6	7944.46	16.6	7943.96	16.6	7942.67	16.6	7941.39	16.6	7942.22	16.6	7942.7	16.6	7939.44	16.6	7949.2	16.6	7946.22	16.6	7942.96	16.6	7946.56	16.6	7943.28	16.6	7947.16	16.6	7948.2	16.6	7945.26	16.6	7943.08	16.6	7950.16	16.6	7953.09	16.6	7952.15	16.6	7953.27	16.6	7955.19	16.6	7955.99	16.6	7957.48	16.6	7957.19	16.6	7961.47	16.6	7963.39	16.6	7963.36	16.6	7964.31	16.6	7967.75	16.6	7966.35	16.6	7966.91	16.6	7971.58	16.6	7970.79	16.6	7970.68	16.6	7974.68	16.6	7973.15	16.6	7971.91	16.6	7975.35	16.6	7975.52	16.6	7972.94	16.6	7980.43	16.6	7977.11	16.6	7981.6	16.6	7981.68	16.6	7987.38	16.6	7987.36	16.6	7983.11	16.6	7984.25	16.6	7985.65	16.6	7987.04
17.6	7984.37	17.6	7969.33	17.6	7963.9	17.6	7958.33	17.6	7954.22	17.6	7950.18	17.6	7948.82	17.6	7945.79	17.6	7942.65	17.6	7955.34	17.6	7950.23	17.6	7946.41	17.6	7944.92	17.6	7941.29	17.6	7943.9	17.6	7940.5	17.6	7941.21	17.6	7937.8	17.6	7948.04	17.6	7946.88	17.6	7944.92	17.6	7943.17	17.6	7943.37	17.6	7945.37	17.6	7947.75	17.6	7945.41	17.6	7945.78	17.6	7951.57	17.6	7951.3	17.6	7952.16	17.6	7952.03	17.6	7955.2	17.6	7955.24	17.6	7958.07	17.6	7958.23	17.6	7961.73	17.6	7960.48	17.6	7963.65	17.6	7964.18	17.6	7965.78	17.6	7964.44	17.6	7967.94	17.6	7970.43	17.6	7971.05	17.6	7971.47	17.6	7975.08	17.6	7971.42	17.6	7970.98	17.6	7974.61	17.6	7975.21	17.6	7974.44	17.6	7979.4	17.6	7978.38	17.6	7980.66	17.6	7981.75	17.6	7985.26	17.6	7984.11	17.6	7983.39	17.6	7982.93	17.6	7987.16	17.6	7985.7
18.6	7985.05	18.6	7969.11	18.6	7962.12	18.6	7958.79	18.6	7953.09	18.6	7949.34	18.6	7949.68	18.6	7946.95	18.6	7944.67	18.6	7955.38	18.6	7950.61	18.6	7945.99	18.6	7945.28	18.6	7942.35	18.6	7941.13	18.6	7941.86	18.6	7939.97	18.6	7938.1	18.6	7948.68	18.6	7947.31	18.6	7945.33	18.6	7942.35	18.6	7944.05	18.6	7944.65	18.6	7947.94	18.6	7946.11	18.6	7945.02	18.6	7952.4	18.6	7948.91	18.6	7952.92	18.6	7951.45	18.6	7954.67	18.6	7957	18.6	7959.18	18.6	7959.22	18.6	7959.84	18.6	7960.34	18.6	7964.09	18.6	7966.44	18.6	7966.07	18.6	7967.57	18.6	7966.87	18.6	7969.02	18.6	7972.13	18.6	7971.96	18.6	7975.85	18.6	7972.15	18.6	7972.98	18.6	7975.71	18.6	7976.38	18.6	7976.22	18.6	7978.37	18.6	7976.92	18.6	7980.55	18.6	7983.83	18.6	7985.68	18.6	7986.88	18.6	7982.07	18.6	7983.24	18.6	7984.98	18.6	7984.59
19.6	7982.7	19.6	7969.3	19.6	7964.84	19.6	7958.74	19.6	7955.1	19.6	7950.24	19.6	7948.75	19.6	7948.36	19.6	7943.6	19.6	7953.43	19.6	7949.52	19.6	7944.62	19.6	7945.79	19.6	7942.96	19.6	7940.83	19.6	7938.46	19.6	7940.53	19.6	7937.43	19.6	7950.03	19.6	7945.91	19.6	7943.49	19.6	7944.92	19.6	7944.44	19.6	7945.29	19.6	7947.99	19.6	7946.17	19.6	7947.67	19.6	7951.24	19.6	7954.52	19.6	7952.43	19.6	7953.5	19.6	7954.48	19.6	7957.22	19.6	7957.28	19.6	7961.86	19.6	7960	19.6	7960.63	19.6	7964.67	19.6	7967.09	19.6	7966.67	19.6	7966.92	19.6	7965.07	19.6	7968.46	19.6	7971.44	19.6	7971.23	19.6	7974.8	19.6	7972.9	19.6	7971.88	19.6	7975.68	19.6	7974.34	19.6	7976.43	19.6	7976.94	19.6	7977.56	19.6	7980.01	19.6	7983.68	19.6	7982.29	19.6	7983.44	19.6	7983.46	19.6	7984.78	19.6	7984.56	19.6	7984.75
20.6	7984.94	20.6	7968.58	20.6	7962.74	20.6	7958.95	20.6	7954.66	20.6	7950.72	20.6	7949.09	20.6	7947.58	20.6	7944.37	20.6	7954.2	20.6	7950.53	20.6	7947.65	20.6	7945	20.6	7942.13	20.6	7942.42	20.6	7940.51	20.6	7941.18	20.6	7938.38	20.6	7948.42	20.6	7947.53	20.6	7945.83	20.6	7945.92	20.6	7943.58	20.6	7944.91	20.6	7948.74	20.6	7945.97	20.6	7947.19	20.6	7952.35	20.6	7952.67	20.6	7949.82	20.6	7950.3	20.6	7954.77	20.6	7954.79	20.6	7958.38	20.6	7961.46	20.6	7958.57	20.6	7962.89	20.6	7963.37	20.6	7965.98	20.6	7967.97	20.6	7966.31	20.6	7967.26	20.6	7968.71	20.6	7972.37	20.6	7974.9	20.6	7974.62	20.6	7970.43	20.6	7972.39	20.6	7978.69	20.6	7976.91	20.6	7974.67	20.6	7977.43	20.6	7978.57	20.6	7979.2	20.6	7983.27	20.6	7984.74	20.6	7985.76	20.6	7981.95	20.6	7984.91	20.6	7984.55	20.6	7983.8
21.6	7985.5	21.6	7968.17	21.6	7962.46	21.6	7959.6	21.6	7954.99	21.6	7950.94	21.6	7948.95	21.6	7948.02	21.6	7943.93	21.6	7953.24	21.6	7950.03	21.6	7945.34	21.6	7943.62	21.6	7941.94	21.6	7940.22	21.6	7940.98	21.6	7940	21.6	7938.68	21.6	7949.14	21.6	7946.68	21.6	7944.92	21.6	7945.64	21.6	7945.3	21.6	7945.61	21.6	7947.18	21.6	7944.84	21.6	7946.35	21.6	7951.7	21.6	7952.15	21.6	7950.6	21.6	7953.55	21.6	7953.57	21.6	7954.85	21.6	7956.41	21.6	7959.16	21.6	7958.89	21.6	7962.42	21.6	7962.44	21.6	7965.42	21.6	7965.77	21.6	7967.32	21.6	7967.01	21.6	7968.76	21.6	7970.57	21.6	7971.96	21.6	7974.34	21.6	7973.06	21.6	7973.17	21.6	7976.31	21.6	7974.85	21.6	7974.39	21.6	7977.12	21.6	7977.57	21.6	7979.38	21.6	7982.81	21.6	7985.08	21.6	7983.2	21.6	7983.43	21.6	7984.93	21.6	7984.32	21.6	7984.95
22.6	7984.98	22.6	7967.34	22.6	7963.59	22.6	7957.77	22.6	7956.5	22.6	7949.68	22.6	7948.2	22.6	7944.27	22.6	7945.21	22.6	7955.96	22.6	7952.16	22.6	7947.83	22.6	7944.27	22.6	7942.43	22.6	7942.62	22.6	7941.31	22.6	7940.03	22.6	7938.27	22.6	7951.66	22.6	7946.29	22.6	7943.32	22.6	7945.88	22.6	7944.34	22.6	7946.74	22.6	7945.77	22.6	7946.54	22.6	7946.34	22.6	7951.6	22.6	7953.31	22.6	7949.16	22.6	7954.27	22.6	7953.99	22.6	7954.68	22.6	7959.43	22.6	7961.55	22.6	7960.85	22.6	7961.34	22.6	7963.21	22.6	7963.07	22.6	7965.84	22.6	7965.8	22.6	7967.06	22.6	7969.54	22.6	7971.2	22.6	7974.17	22.6	7974.87	22.6	7973.36	22.6	7973.07	22.6	7977.83	22.6	7975.61	22.6	7975.56	22.6	7978.78	22.6	7979.09	22.6	7980.83	22.6	7981.61	22.6	7984.53	22.6	7984.26	22.6	7982.33	22.6	7982.49	22.6	7984.69	22.6	7983.92
23.6	7983.9	23.6	7968.86	23.6	7962.77	23.6	7960.81	23.6	7954.64	23.6	7950.41	23.6	7947.13	23.6	7945.47	23.6	7945.33	23.6	7957.98	23.6	7953.44	23.6	7947.07	23.6	7945.52	23.6	7944.55	23.6	7942	23.6	7941	23.6	7939.2	23.6	7938.53	23.6	7949.22	23.6	7945.82	23.6	7943.52	23.6	7942.31	23.6	7944.52	23.6	7946.4	23.6	7945.81	23.6	7945.11	23.6	7946.26	23.6	7952.8	23.6	7951.26	23.6	7950.03	23.6	7952.2	23.6	7954.78	23.6	7956.3	23.6	7958.03	23.6	7961.23	23.6	7960.11	23.6	7961.14	23.6	7963.76	23.6	7964.91	23.6	7964.99	23.6	7964.76	23.6	7965.89	23.6	7972.36	23.6	7968.95	23.6	7972.23	23.6	7973.94	23.6	7972.37	23.6	7973	23.6	7976.19	23.6	7976.47	23.6	7974.29	23.6	7979.32	23.6	7978.44	23.6	7981.97	23.6	7983.91	23.6	7984.08	23.6	7985.53	23.6	7982.14	23.6	7985.19	23.6	7981.73	23.6	7983.78
24.6	7984.8	24.6	7968.69	24.6	7963.77	24.6	7959.24	24.6	7954.34	24.6	7950.91	24.6	7949.44	24.6	7946.13	24.6	7943.66	24.6	7957.27	24.6	7952.2	24.6	7943.92	24.6	7944.94	24.6	7943.19	24.6	7941.16	24.6	7939.54	24.6	7939.06	24.6	7939.97	24.6	7949.34	24.6	7947.89	24.6	7944.15	24.6	7946.89	24.6	7944.78	24.6	7945.22	24.6	7947.45	24.6	7947.68	24.6	7947.95	24.6	7953.4	24.6	7952.58	24.6	7949.32	24.6	7952.64	24.6	7954.38	24.6	7954.95	24.6	7957.98	24.6	7959.66	24.6	7960.55	24.6	7961.18	24.6	7963.46	24.6	7965.17	24.6	7965.53	24.6	7966.79	24.6	7967.59	24.6	7971.82	24.6	7970.59	24.6	7970.27	24.6	7971.58	24.6	7972.55	24.6	7973.42	24.6	7977.39	24.6	7977.39	24.6	7975.91	24.6	7978.31	24.6	7977.67	24.6	7979.44	24.6	7983.64	24.6	7985.27	24.6	7986.33	24.6	7983.54	24.6	7982.31	24.6	7982.56	24.6	7984.75
25.6	7985.64	25.6	7967.21	25.6	7963.97	25.6	7960.75	25.6	7956.07	25.6	7950.63	25.6	7949.32	25.6	7947.49	25.6	7943.62	25.6	7955.37	25.6	7950.65	25.6	7944.72	25.6	7944.83	25.6	7940.56	25.6	7941.64	25.6	7941.62	25.6	7939.55	25.6	7939.42	25.6	7949.82	25.6	7944.79	25.6	7945.22	25.6	7944.88	25.6	7944.4	25.6	7945.78	25.6	7946.85	25.6	7947.75	25.6	7947.58	25.6	7951.2	25.6	7953.91	25.6	7950.91	25.6	7953.26	25.6	7955.68	25.6	7955.04	25.6	7960.78	25.6	7959.33	25.6	7958.47	25.6	7961.6	25.6	7962.75	25.6	7963.63	25.6	7967.03	25.6	7966.69	25.6	7965.23	25.6	7970.48	25.6	7971.26	25.6	7972.22	25.6	7975.57	25.6	7972.34	25.6	7972.68	25.6	7976.62	25.6	7975.42	25.6	7975.06	25.6	7980.29	25.6	7976.6	25.6	7978.53	25.6	7981.89	25.6	7985.16	25.6	7984.79	25.6	7984.85	25.6	7983.61	25.6	7985.58	25.6	7986.25
26.6	7983.28	26.6	7968.84	26.6	7962.85	26.6	7961.19	26.6	7954.39	26.6	7950.11	26.6	7950.31	26.6	7947.08	26.6	7945.78	26.6	7957.31	26.6	7951.32	26.6	7944.22	26.6	7944.9	26.6	7942	26.6	7941.55	26.6	7940.25	26.6	7940.69	26.6	7937.67	26.6	7949.23	26.6	7945.04	26.6	7944.27	26.6	7943.29	26.6	7944.68	26.6	7944.92	26.6	7946.83	26.6	7946.26	26.6	7949.57	26.6	7950.33	26.6	7953.57	26.6	7951.79	26.6	7953.88	26.6	7955.3	26.6	7957.27	26.6	7958.86	26.6	7958.78	26.6	7959.42	26.6	7962.96	26.6	7963.09	26.6	7965.44	26.6	7968.14	26.6	7968.04	26.6	7965.71	26.6	7970.88	26.6	7969.94	26.6	7971.68	26.6	7974.67	26.6	7971.98	26.6	7970.37	26.6	7977.32	26.6	7975.84	26.6	7975.06	26.6	7982.66	26.6	7975.8	26.6	7980.3	26.6	7984.34	26.6	7984.12	26.6	7983.88	26.6	7985.42	26.6	7985.41	26.6	7984.54	26.6	7985.18
27.6	7985.69	27.6	7969.85	27.6	7962.19	27.6	7959.56	27.6	7954.52	27.6	7952.63	27.6	7950.04	27.6	7946.8	27.6	7944.15	27.6	7955.63	27.6	7950.5	27.6	7943.79	27.6	7942.53	27.6	7943.13	27.6	7940.73	27.6	7940.13	27.6	7940.87	27.6	7938.77	27.6	7948.88	27.6	7944.94	27.6	7943.53	27.6	7945.6	27.6	7945.07	27.6	7943.35	27.6	7947.6	27.6	7943.36	27.6	7947.3	27.6	7951.62	27.6	7952.64	27.6	7951.41	27.6	7952.44	27.6	7955.22	27.6	7956.01	27.6	7961.66	27.6	7958.5	27.6	7959.17	27.6	7960.64	27.6	7961.72	27.6	7963.29	27.6	7965.63	27.6	7966.08	27.6	7966.37	27.6	7970.71	27.6	7970.41	27.6	7972.47	27.6	7973.54	27.6	7971.09	27.6	7972.35	27.6	7976.14	27.6	7975.94	27.6	7973.98	27.6	7980.9	27.6	7977.54	27.6	7980.27	27.6	7984.36	27.6	7985.12	27.6	7982.22	27.6	7984.14	27.6	7985.36	27.6	7984.96	27.6	7987.49
28.6	7983.82	28.6	7969.2	28.6	7963.76	28.6	7958.44	28.6	7955.84	28.6	7950.71	28.6	7948.84	28.6	7947.86	28.6	7945.98	28.6	7954.68	28.6	7949.96	28.6	7944.42	28.6	7945.57	28.6	7943.51	28.6	7941.8	28.6	7942.34	28.6	7939.58	28.6	7937.6	28.6	7948.43	28.6	7944.25	28.6	7943.53	28.6	7944.03	28.6	7945.06	28.6	7946.75	28.6	7946.89	28.6	7945.66	28.6	7947.35	28.6	7952.44	28.6	7951.11	28.6	7950.69	28.6	7951.15	28.6	7953.84	28.6	7955.93	28.6	7956.91	28.6	7956.6	28.6	7960.28	28.6	7962.39	28.6	7962.72	28.6	7963.68	28.6	7967.02	28.6	7968.34	28.6	7964.95	28.6	7968.78	28.6	7970.57	28.6	7971.96	28.6	7974.78	28.6	7971.9	28.6	7972.74	28.6	7976.77	28.6	7974.69	28.6	7973.01	28.6	7981.09	28.6	7978.63	28.6	7979.98	28.6	7982.9	28.6	7984.87	28.6	7983.96	28.6	7982.73	28.6	7984.06	28.6	7986.16	28.6	7985.66
