X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
-6.4155045E-1	1.1517427E0	-1.3844531E-2	2.4974787E-3	-2.8000000E-1	-1.2542133E-2	-2.5000000E-1	1.1042455E-1	-1.6000000E-1	2.4850942E-1	-4.5000000E-1	6.7852729E-2
3.5844955E-1	-6.4350615E-1	9.8615547E-1	-1.7789712E-1	7.2000000E-1	3.2251200E-2	7.5000000E-1	-3.3127365E-1	8.4000000E-1	-1.3046745E0	5.5000000E-1	-8.2931114E-2
1.3584495E0	-1.1590639E0	1.9861555E0	-4.8042273E-2	1.7200000E0	-7.5004863E-2	1.7500000E0	-2.5567674E-1	1.8400000E0	3.5628201E-1	1.5500000E0	2.7425646E-1
2.3584495E0	-8.6132859E-1	2.9861555E0	-3.0198738E-1	2.7200000E0	-3.3060059E-2	2.7500000E0	-2.1793833E-1	2.8400000E0	5.1200455E-1	2.5500000E0	3.4417400E-1
3.3584495E0	-4.8846188E-1	3.9861555E0	-1.8621919E0	3.7200000E0	2.0568671E0	3.7500000E0	-4.4295382E-1	3.8400000E0	-1.9453399E-1	3.5500000E0	3.2567215E-1
4.3584495E0	-1.6579396E0	4.9861555E0	-1.6444133E0	4.7200000E0	2.0118463E0	4.7500000E0	-3.1185140E-1	4.8400000E0	-4.0981175E-1	4.5500000E0	5.5334960E-1
5.3584495E0	-8.2269548E-1	5.9861555E0	3.7581736E-1	5.7200000E0	2.2595726E0	5.7500000E0	7.0367363E-1	5.8400000E0	-3.4309384E-1	5.5500000E0	1.1833812E0
6.3584495E0	1.0921500E0	6.9861555E0	2.2752837E0	6.7200000E0	2.5924795E0	6.7500000E0	3.3271810E-1	6.8400000E0	-2.3229440E0	6.5500000E0	3.6994668E0
7.3584495E0	7.3180807E-1	7.9861555E0	2.2338616E0	7.7200000E0	2.6554052E0	7.7500000E0	8.7326086E-1	7.8400000E0	-1.8293511E0	7.5500000E0	3.8835402E0
8.3584495E0	7.5727971E-2	8.9861555E0	1.8951503E0	8.7200000E0	3.1344341E0	8.7500000E0	1.0045241E0	8.8400000E0	-7.4577056E-1	8.5500000E0	3.5777662E0
9.3584495E0	-1.7539647E-1	9.9861555E0	7.4778979E-1	9.7200000E0	4.0154429E0	9.7500000E0	1.3612506E0	9.8400000E0	-1.0940463E0	9.5500000E0	3.3595006E0
1.0358450E1	-1.6684701E-1	1.0986155E1	1.6960486E-1	1.0720000E1	6.4530661E0	1.0750000E1	8.3072097E-1	1.0840000E1	-2.9370874E0	1.0550000E1	3.3095015E0
1.1358450E1	-2.2985511E-2	1.1986155E1	-4.8459697E-1	1.1720000E1	7.0083928E0	1.1750000E1	6.6535608E-1	1.1840000E1	-3.4486955E0	1.1550000E1	4.6311663E0
1.2358450E1	-1.4661187E-1	1.2986155E1	-1.8464192E-1	1.2720000E1	6.7603661E0	1.2750000E1	1.2753196E0	1.2840000E1	-1.4870474E0	1.2550000E1	4.3298551E0
1.3358450E1	2.4629048E-1	1.3986155E1	4.9953715E-1	1.3720000E1	2.5585223E0	1.3750000E1	5.3637134E-1	1.3840000E1	8.7265537E-1	1.3550000E1	4.6141139E0
1.4358450E1	1.2198737E-1	1.4986155E1	-6.7482866E-1	1.4720000E1	1.6002846E0	1.4750000E1	1.0597471E0	1.4840000E1	1.4455125E0	1.4550000E1	4.8793305E0
1.5358450E1	3.5332663E-2	1.5986155E1	-2.4137827E-1	1.5720000E1	1.4145594E0	1.5750000E1	2.2596727E0	1.5840000E1	1.1977509E0	1.5550000E1	4.4408208E0
1.6358450E1	1.5456026E0	1.6986155E1	-1.1220064E0	1.6720000E1	1.4490166E0	1.6750000E1	1.5178423E0	1.6840000E1	-1.7929121E-1	1.6550000E1	4.0163152E0
1.7358450E1	1.4551399E0	1.7986155E1	-1.4191788E0	1.7720000E1	1.9878144E0	1.7750000E1	1.3144640E0	1.7840000E1	-1.6569323E0	1.7550000E1	2.8208958E0
1.8358450E1	1.4675418E0	1.8986155E1	-1.1984829E0	1.8720000E1	2.4220478E0	1.8750000E1	-5.6826915E-1	1.8840000E1	-1.4917056E0	1.8550000E1	2.4906799E0
1.9358450E1	6.9183175E-1	1.9986155E1	-1.0551783E0	1.9720000E1	2.1231659E0	1.9750000E1	-2.3942973E-1	1.9840000E1	-1.6200479E0	1.9550000E1	2.6901741E0
2.0358450E1	6.9165839E-1	2.0986155E1	-9.0333408E-1	2.0720000E1	1.5519409E0	2.0750000E1	-6.2082895E-2	2.0840000E1	-1.4988609E0	2.0550000E1	2.6653372E0
2.1358450E1	1.0295348E0	2.1986155E1	-9.6161935E-1	2.1720000E1	2.3686477E0	2.1750000E1	5.4925263E-2	2.1840000E1	-7.4149390E-1	2.1550000E1	1.7934965E0
2.2358450E1	4.3011944E-1	2.2986155E1	-1.0793976E0	2.2720000E1	4.0111149E0	2.2750000E1	-1.6965121E-1	2.2840000E1	-1.0557639E0	2.2550000E1	1.4978859E0
2.3358450E1	5.7977986E-1	2.3986155E1	-5.8470368E-1	2.3720000E1	4.3734578E0	2.3750000E1	-4.3690490E-2	2.3840000E1	-2.8512600E-1	2.3550000E1	-4.7099446E-1
2.4358450E1	-5.6494090E-1	2.4986155E1	1.5370947E-2	2.4720000E1	4.1807202E0	2.4750000E1	-1.9921264E0	2.4840000E1	-4.4693862E-1	2.4550000E1	6.1279564E-1
2.5358450E1	-9.0841910E-1	2.5986155E1	1.9443316E0	2.5720000E1	5.6701469E0	2.5750000E1	-9.9523431E-1	2.5840000E1	-7.1525401E-1	2.5550000E1	2.1250573E0
2.6358450E1	-2.2158969E0	2.6986155E1	1.9504595E0	2.6720000E1	5.2531858E0	2.6750000E1	-5.1039870E-1	2.6840000E1	-1.7792747E0	2.6550000E1	1.8706273E0
2.7358450E1	-1.7823607E0	2.7986155E1	1.7630504E0	2.7720000E1	4.8009883E0	2.7750000E1	-5.3452882E-1	2.7840000E1	-2.5107460E0	2.7550000E1	2.1058266E0
2.8358450E1	-1.8709365E0	2.8986155E1	2.8216185E0	2.8720000E1	4.1392025E0	2.8750000E1	-3.1409630E-1	2.8840000E1	-2.8177233E0	2.8550000E1	1.6915526E0
2.9358450E1	-1.9872973E0	2.9986155E1	3.4036214E0	2.9720000E1	3.5803079E0	2.9750000E1	-8.2519388E-1	2.9840000E1	-3.5950534E0	2.9550000E1	5.9221046E-1
3.0358450E1	-2.8159769E0	3.0986155E1	4.2196127E-1	3.0720000E1	3.3433805E0	3.0750000E1	-3.9500948E-1	3.0840000E1	-3.2257411E0	3.0550000E1	7.2807705E-1
3.1358450E1	-1.5387445E0	3.1986155E1	-1.0083242E0	3.1720000E1	3.0027385E0	3.1750000E1	-9.6631516E-1	3.1840000E1	-2.9628717E0	3.1550000E1	9.0694831E-1
3.2358450E1	-1.4226587E0	3.2986155E1	-4.3432265E-1	3.2720000E1	3.3718893E0	3.2750000E1	-9.2297615E-1	3.2840000E1	-2.9667723E0	3.2550000E1	1.4881610E0
3.3358450E1	-1.2178629E0	3.3986155E1	-2.2374655E-1	3.3720000E1	3.7578888E0	3.3750000E1	5.8020443E-1	3.3840000E1	-2.5588160E0	3.3550000E1	1.2621980E0
3.4358450E1	-7.7182686E-1	3.4986155E1	7.0792651E-2	3.4720000E1	4.0176052E0	3.4750000E1	4.2437178E-1	3.4840000E1	-2.1062662E0	3.4550000E1	1.0143300E0
