X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
3.7417852E1	3.0566667E1	3.7507852E1	2.8718732E1	3.7647852E1	1.2352061E1	3.7577981E1	1.3406679E1	3.7835657E1	-3.6451629E-1	3.7019893E1	1.2448450E0
3.8417852E1	2.9893492E1	3.8507852E1	3.2989355E1	3.8647852E1	1.1270354E1	3.8577981E1	1.2041730E1	3.8835657E1	1.0156861E0	3.8019893E1	1.2943141E0
3.9417852E1	3.2721098E1	3.9507852E1	3.8038085E1	3.9647852E1	1.6981989E1	3.9577981E1	8.8891357E0	3.9835657E1	4.2917277E0	3.9019893E1	1.6449857E0
4.0417852E1	4.0213598E1	4.0507852E1	3.7408435E1	4.0647852E1	1.9504650E1	4.0577981E1	1.1407290E1	4.0835657E1	5.8431314E0	4.0019893E1	1.7679163E0
4.1417852E1	4.6707348E1	4.1507852E1	3.7100333E1	4.1647852E1	1.7695801E1	4.1577981E1	1.3392921E1	4.1835657E1	6.1436171E0	4.1019893E1	1.7051075E0
4.2417852E1	5.3530074E1	4.2507852E1	4.0880121E1	4.2647852E1	2.0594473E1	4.2577981E1	1.1883630E1	4.2835657E1	5.4685773E0	4.2019893E1	1.8651849E0
4.3417852E1	5.6743678E1	4.3507852E1	4.0919727E1	4.3647852E1	2.1800056E1	4.3577981E1	1.1043364E1	4.3835657E1	5.9024014E0	4.3019893E1	3.9299856E0
4.4417852E1	6.2479837E1	4.4507852E1	4.8745929E1	4.4647852E1	2.2110346E1	4.4577981E1	8.6238411E0	4.4835657E1	6.3015578E0	4.4019893E1	7.8270665E0
4.5417852E1	6.8723839E1	4.5507852E1	5.3226496E1	4.5647852E1	2.5257654E1	4.5577981E1	1.0268191E1	4.5835657E1	8.2388552E0	4.5019893E1	7.3187253E0
4.6417852E1	7.4068780E1	4.6507852E1	5.4775970E1	4.6647852E1	2.9316254E1	4.6577981E1	1.2484380E1	4.6835657E1	8.4772355E0	4.6019893E1	6.1508448E0
4.7417852E1	8.0902828E1	4.7507852E1	5.9560587E1	4.7647852E1	2.9186581E1	4.7577981E1	1.5088023E1	4.7835657E1	8.7069796E0	4.7019893E1	5.0903915E0
4.8417852E1	8.8216539E1	4.8507852E1	6.2697957E1	4.8647852E1	3.2836511E1	4.8577981E1	1.3357826E1	4.8835657E1	8.1365081E0	4.8019893E1	4.4638024E0
4.9417852E1	9.4003838E1	4.9507852E1	6.3753586E1	4.9647852E1	3.2036444E1	4.9577981E1	1.3905085E1	4.9835657E1	6.9576543E0	4.9019893E1	4.9430171E0
5.0417852E1	9.1854780E1	5.0507852E1	6.8636671E1	5.0647852E1	3.2867748E1	5.0577981E1	1.3966858E1	5.0835657E1	8.8121716E0	5.0019893E1	4.7848033E0
5.1417852E1	1.0117843E2	5.1507852E1	6.7982799E1	5.1647852E1	3.4657330E1	5.1577981E1	1.8001619E1	5.1835657E1	1.0377249E1	5.1019893E1	3.8074002E0
5.2417852E1	1.1029220E2	5.2507852E1	6.8897417E1	5.2647852E1	3.5979742E1	5.2577981E1	2.0774959E1	5.2835657E1	9.8006488E0	5.2019893E1	2.9967258E0
5.3417852E1	1.1690701E2	5.3507852E1	7.3596684E1	5.3647852E1	3.8456628E1	5.3577981E1	2.0018085E1	5.3835657E1	8.3591855E0	5.3019893E1	5.9016266E0
5.4417852E1	1.2195630E2	5.4507852E1	7.4055498E1	5.4647852E1	3.9305311E1	5.4577981E1	1.9157330E1	5.4835657E1	8.1134486E0	5.4019893E1	6.6161875E0
5.5417852E1	1.2178489E2	5.5507852E1	8.0964159E1	5.5647852E1	4.4780283E1	5.5577981E1	1.7834137E1	5.5835657E1	9.9317550E0	5.5019893E1	6.5587347E0
5.6417852E1	1.2920340E2	5.6507852E1	8.0740471E1	5.6647852E1	4.4968699E1	5.6577981E1	1.7199471E1	5.6835657E1	9.6849330E0	5.6019893E1	6.0513812E0
5.7417852E1	1.3498862E2	5.7507852E1	8.0622163E1	5.7647852E1	4.4734986E1	5.7577981E1	1.9453444E1	5.7835657E1	9.4456811E0	5.7019893E1	5.9715561E0
5.8417852E1	1.3505896E2	5.8507852E1	8.4184880E1	5.8647852E1	4.3632598E1	5.8577981E1	2.2560119E1	5.8835657E1	9.9747674E0	5.8019893E1	5.5341016E0
5.9417852E1	1.4259360E2	5.9507852E1	8.3597166E1	5.9647852E1	4.5781492E1	5.9577981E1	2.1531415E1	5.9835657E1	9.9960657E0	5.9019893E1	4.6117192E0
6.0417852E1	1.4300532E2	6.0507852E1	8.3440765E1	6.0647852E1	4.7019133E1	6.0577981E1	2.0658582E1	6.0835657E1	9.3916435E0	6.0019893E1	4.4163679E0
6.1417852E1	1.4370699E2	6.1507852E1	8.6300213E1	6.1647852E1	4.6433142E1	6.1577981E1	2.1319960E1	6.1835657E1	8.7888434E0	6.1019893E1	7.3940584E0
6.2417852E1	1.5037599E2	6.2507852E1	8.6586935E1	6.2647852E1	4.5854366E1	6.2577981E1	2.2050212E1	6.2835657E1	1.1753354E1	6.2019893E1	7.6627013E0
6.3417852E1	1.5369314E2	6.3507852E1	8.7072584E1	6.3647852E1	4.5271389E1	6.3577981E1	2.2770405E1	6.3835657E1	1.1480318E1	6.3019893E1	7.8598543E0
6.4417852E1	1.5610420E2	6.4507852E1	8.7171808E1	6.4647852E1	4.5046396E1	6.4577981E1	2.4088921E1	6.4835657E1	1.1044458E1	6.4019893E1	5.9034265E0
6.5417852E1	1.5738017E2	6.5507852E1	8.9913167E1	6.5647852E1	4.4919513E1	6.5577981E1	2.5189014E1	6.5835657E1	1.1544577E1	6.5019893E1	5.9952893E0
6.6417852E1	1.6232013E2	6.6507852E1	9.2756704E1	6.6647852E1	4.5791173E1	6.6577981E1	2.4884977E1	6.6835657E1	1.2247025E1	6.6019893E1	5.6200006E0
6.7417852E1	1.6072443E2	6.7507852E1	9.4255664E1	6.7647852E1	4.6474437E1	6.7577981E1	2.4712146E1	6.7835657E1	1.2527596E1	6.7019893E1	5.3581087E0
6.8417852E1	1.6109339E2	6.8507852E1	9.4413747E1	6.8647852E1	4.6821518E1	6.8577981E1	2.4669304E1	6.8835657E1	1.2887778E1	6.8019893E1	5.1744834E0
6.9417852E1	1.6442132E2	6.9507852E1	9.4257880E1	6.9647852E1	4.6267459E1	6.9577981E1	2.6139447E1	6.9835657E1	1.2538156E1	6.9019893E1	5.0496225E0
7.0417852E1	1.6528404E2	7.0507852E1	9.4966291E1	7.0647852E1	4.6970206E1	7.0577981E1	2.6135703E1	7.0835657E1	1.1874024E1	7.0019893E1	4.9479236E0
7.1417852E1	1.7016291E2	7.1507852E1	9.4758375E1	7.1647852E1	4.8768465E1	7.1577981E1	2.6218091E1	7.1835657E1	1.3283104E1	7.1019893E1	5.2601677E0
7.2417852E1	1.7163705E2	7.2507852E1	9.5030534E1	7.2647852E1	4.8528062E1	7.2577981E1	2.5386608E1	7.2835657E1	1.3063253E1	7.2019893E1	5.7448905E0
7.3417852E1	1.7047869E2	7.3507852E1	9.6596423E1	7.3647852E1	4.8382816E1	7.3577981E1	2.4868975E1	7.3835657E1	1.2258201E1	7.3019893E1	5.3943814E0
7.4417852E1	1.7031759E2	7.4507852E1	9.6857031E1	7.4647852E1	4.7782258E1	7.4577981E1	2.4763915E1	7.4835657E1	1.2274256E1	7.4019893E1	5.6148681E0
7.5417852E1	1.7102166E2	7.5507852E1	9.6277025E1	7.5647852E1	4.8222222E1	7.5577981E1	2.4730817E1	7.5835657E1	1.3229589E1	7.5019893E1	6.0354331E0
7.6417852E1	1.7214576E2	7.6507852E1	9.6709615E1	7.6647852E1	4.8140000E1	7.6577981E1	2.3076976E1	7.6835657E1	1.2783640E1	7.6019893E1	5.2681208E0
7.7417852E1	1.7253047E2	7.7507852E1	9.8224526E1	7.7647852E1	4.8064481E1	7.7577981E1	2.6159117E1	7.7835657E1	1.3588474E1	7.7019893E1	5.8210129E0
7.8417852E1	1.7314907E2	7.8507852E1	9.9970438E1	7.8647852E1	4.6658013E1	7.8577981E1	3.0437460E1	7.8835657E1	1.3985289E1	7.8019893E1	7.3547705E0
7.9417852E1	1.7692873E2	7.9507852E1	1.0031120E2	7.9647852E1	4.6831988E1	7.9577981E1	3.0462879E1	7.9835657E1	1.6317316E1	7.9019893E1	5.5864491E0
8.0417852E1	1.7707065E2	8.0507852E1	1.0033438E2	8.0647852E1	4.7621861E1	8.0577981E1	2.8376368E1	8.0835657E1	1.6305823E1	8.0019893E1	5.8162454E0
8.1417852E1	1.7711313E2	8.1507852E1	1.0187555E2	8.1647852E1	4.7849488E1	8.1577981E1	2.8209812E1	8.1835657E1	1.4611937E1	8.1019893E1	5.8474020E0
8.2417852E1	1.8134497E2	8.2507852E1	1.0163855E2	8.2647852E1	4.7330388E1	8.2577981E1	2.8872368E1	8.2835657E1	1.4909644E1	8.2019893E1	5.8214873E0
8.3417852E1	1.8102900E2	8.3507852E1	1.0086263E2	8.3647852E1	4.6610529E1	8.3577981E1	2.9219691E1	8.3835657E1	1.4556428E1	8.3019893E1	6.8704621E0
8.4417852E1	1.8125193E2	8.4507852E1	1.0048246E2	8.4647852E1	4.7714404E1	8.4577981E1	2.8022689E1	8.4835657E1	1.3501445E1	8.4019893E1	6.3236821E0
8.5417852E1	1.8156703E2	8.5507852E1	1.0062613E2	8.5647852E1	4.8633100E1	8.5577981E1	2.7906982E1	8.5835657E1	1.3532340E1	8.5019893E1	6.4433754E0
8.6417852E1	1.8119683E2	8.6507852E1	1.0077058E2	8.6647852E1	4.9463803E1	8.6577981E1	2.7819985E1	8.6835657E1	1.3561682E1	8.6019893E1	6.3622570E0
8.7417852E1	1.8024215E2	8.7507852E1	1.0008411E2	8.7647852E1	4.9425159E1	8.7577981E1	2.7870538E1	8.7835657E1	1.4599615E1	8.7019893E1	5.3936371E0
8.8417852E1	1.8087052E2	8.8507852E1	9.9155068E1	8.8647852E1	4.9770448E1	8.8577981E1	2.8853494E1	8.8835657E1	1.4417472E1	8.8019893E1	5.1152462E0
8.9417852E1	1.8150282E2	8.9507852E1	9.8781068E1	8.9647852E1	4.8791194E1	8.9577981E1	2.9624997E1	8.9835657E1	1.4368114E1	8.9019893E1	5.2689425E0
9.0417852E1	1.8243401E2	9.0507852E1	9.9299584E1	9.0647852E1	4.8355272E1	9.0577981E1	2.9990796E1	9.0835657E1	1.4462055E1	9.0019893E1	4.2683375E0
9.1417852E1	1.8267776E2	9.1507852E1	9.9590425E1	9.1647852E1	4.8355008E1	9.1577981E1	3.0216646E1	9.1835657E1	1.5427409E1	9.1019893E1	3.9545266E0
9.2417852E1	1.8235891E2	9.2507852E1	1.0131606E2	9.2647852E1	4.9390530E1	9.2577981E1	2.8710811E1	9.2835657E1	1.6157812E1	9.2019893E1	4.6651541E0
9.3417852E1	1.8213872E2	9.3507852E1	1.0236799E2	9.3647852E1	5.0175206E1	9.3577981E1	2.9191748E1	9.3835657E1	1.5680780E1	9.3019893E1	4.1857186E0
9.4417852E1	1.8243427E2	9.4507852E1	1.0266207E2	9.4647852E1	4.9581963E1	9.4577981E1	2.9659941E1	9.4835657E1	1.4584562E1	9.4019893E1	3.0729525E0
9.5417852E1	1.8240728E2	9.5507852E1	1.0101941E2	9.5647852E1	4.9950131E1	9.5577981E1	2.8405027E1	9.5835657E1	1.4571597E1	9.5019893E1	2.6698124E0
9.6417852E1	1.8266061E2	9.6507852E1	1.0109363E2	9.6647852E1	5.0106526E1	9.6577981E1	2.7777820E1	9.6835657E1	1.5632292E1	9.6019893E1	2.5755693E0
9.7417852E1	1.8155425E2	9.7507852E1	1.0049832E2	9.7647852E1	5.1311593E1	9.7577981E1	2.7774586E1	9.7835657E1	1.6441049E1	9.7019893E1	2.8293826E0
9.8417852E1	1.8002366E2	9.8507852E1	1.0093499E2	9.8647852E1	5.1308365E1	9.8577981E1	2.7195513E1	9.8835657E1	1.7000761E1	9.8019893E1	2.6792939E0
9.9417852E1	1.8204730E2	9.9507852E1	1.0032722E2	9.9647852E1	5.0602188E1	9.9577981E1	2.6462873E1	9.9835657E1	1.4828949E1	9.9019893E1	3.8858181E0
1.0041785E2	1.8285032E2	1.0050785E2	9.9927502E1	1.0064785E2	5.0210319E1	1.0057798E2	2.6942309E1	1.0083566E2	1.4435902E1	1.0001989E2	5.1342342E0
1.0141785E2	1.8309277E2	1.0150785E2	9.7793431E1	1.0164785E2	5.0425496E1	1.0157798E2	2.6626586E1	1.0183566E2	1.4265782E1	1.0101989E2	5.8325127E0
1.0241785E2	1.8273006E2	1.0250785E2	9.8320303E1	1.0264785E2	5.0175505E1	1.0257798E2	2.6927700E1	1.0283566E2	1.3804339E1	1.0201989E2	5.7216497E0
1.0341785E2	1.8292766E2	1.0350785E2	9.9467978E1	1.0364785E2	4.8719575E1	1.0357798E2	2.7868615E1	1.0383566E2	1.3985011E1	1.0301989E2	7.1521113E0
1.0441785E2	1.8170811E2	1.0450785E2	9.8240486E1	1.0464785E2	4.8810888E1	1.0457798E2	2.8782376E1	1.0483566E2	1.3270949E1	1.0401989E2	7.3528858E0
1.0541785E2	1.8332817E2	1.0550785E2	9.7411729E1	1.0564785E2	5.1215473E1	1.0557798E2	2.8317060E1	1.0583566E2	1.3861290E1	1.0501989E2	6.5185637E0
1.0641785E2	1.8331206E2	1.0650785E2	9.7680906E1	1.0664785E2	5.0001761E1	1.0657798E2	2.8184565E1	1.0683566E2	1.4467172E1	1.0601989E2	3.9080751E0
1.0741785E2	1.8189473E2	1.0750785E2	9.8286121E1	1.0764785E2	4.8158414E1	1.0757798E2	2.7818953E1	1.0783566E2	1.4646917E1	1.0701989E2	5.1567609E0
1.0841785E2	1.8332023E2	1.0850785E2	9.8050567E1	1.0864785E2	4.8456864E1	1.0857798E2	2.6004316E1	1.0883566E2	1.5155067E1	1.0801989E2	5.4949252E0
1.0941785E2	1.8322655E2	1.0950785E2	9.8148083E1	1.0964785E2	4.9319602E1	1.0957798E2	2.6578176E1	1.0983566E2	1.4590820E1	1.0901989E2	5.5001898E0
1.1041785E2	1.8280050E2	1.1050785E2	9.8352993E1	1.1064785E2	4.9873959E1	1.1057798E2	2.7141340E1	1.1083566E2	1.4439275E1	1.1001989E2	5.6649908E0
1.1141785E2	1.8324220E2	1.1150785E2	9.8752424E1	1.1164785E2	5.0534006E1	1.1157798E2	2.6202873E1	1.1183566E2	1.3154354E1	1.1101989E2	4.8204418E0
1.1241785E2	1.8014079E2	1.1250785E2	9.7812696E1	1.1264785E2	5.0623098E1	1.1257798E2	2.5283928E1	1.1283566E2	1.3065032E1	1.1201989E2	4.9545333E0
1.1341785E2	1.8066265E2	1.1350785E2	9.8089117E1	1.1364785E2	5.1041150E1	1.1357798E2	2.7093368E1	1.1383566E2	1.2763521E1	1.1301989E2	4.8750380E0
1.1441785E2	1.8093891E2	1.1450785E2	9.8332938E1	1.1464785E2	5.1167291E1	1.1457798E2	2.7062599E1	1.1483566E2	1.2537757E1	1.1401989E2	4.6986731E0
1.1541785E2	1.8142770E2	1.1550785E2	9.8444449E1	1.1564785E2	5.0702764E1	1.1557798E2	2.6474701E1	1.1583566E2	1.2748575E1	1.1501989E2	4.7390539E0
1.1641785E2	1.8175189E2	1.1650785E2	9.8360973E1	1.1664785E2	4.9538227E1	1.1657798E2	2.6503263E1	1.1683566E2	1.3413611E1	1.1601989E2	4.9698124E0
1.1741785E2	1.8142377E2	1.1750785E2	9.8416848E1	1.1764785E2	4.9264800E1	1.1757798E2	2.7134945E1	1.1783566E2	1.3760857E1	1.1701989E2	5.5381517E0
1.1841785E2	1.8120057E2	1.1850785E2	9.7238728E1	1.1864785E2	4.9260465E1	1.1857798E2	2.7017608E1	1.1883566E2	1.4193334E1	1.1801989E2	5.9863393E0
1.1941785E2	1.8028667E2	1.1950785E2	9.8058543E1	1.1964785E2	5.0129502E1	1.1957798E2	2.6913298E1	1.1983566E2	1.4114238E1	1.1901989E2	5.9773526E0
1.2041785E2	1.7947644E2	1.2050785E2	9.7845185E1	1.2064785E2	4.9448419E1	1.2057798E2	2.2829626E1	1.2083566E2	1.4350010E1	1.2001989E2	5.1667809E0
1.2141785E2	1.7955704E2	1.2150785E2	9.7888352E1	1.2164785E2	4.8406388E1	1.2157798E2	2.4516321E1	1.2183566E2	1.3651653E1	1.2101989E2	5.2319905E0
1.2241785E2	1.7853281E2	1.2250785E2	9.7925794E1	1.2264785E2	4.7255009E1	1.2257798E2	2.4741863E1	1.2283566E2	1.2703167E1	1.2201989E2	6.7429012E0
1.2341785E2	1.7906991E2	1.2350785E2	9.8038906E1	1.2364785E2	4.7159819E1	1.2357798E2	2.4291304E1	1.2383566E2	1.3040749E1	1.2301989E2	6.9009732E0
1.2441785E2	1.8030562E2	1.2450785E2	9.6907072E1	1.2464785E2	4.6856180E1	1.2457798E2	2.4392797E1	1.2483566E2	1.3370465E1	1.2401989E2	6.0650812E0
1.2541785E2	1.7943629E2	1.2550785E2	9.5611553E1	1.2564785E2	4.6869594E1	1.2557798E2	2.5284525E1	1.2583566E2	1.3303674E1	1.2501989E2	5.6607008E0
1.2641785E2	1.7954201E2	1.2650785E2	9.4895843E1	1.2664785E2	4.7042291E1	1.2657798E2	2.5216965E1	1.2683566E2	1.1858836E1	1.2601989E2	5.2666316E0
1.2741785E2	1.7917836E2	1.2750785E2	9.4289426E1	1.2764785E2	4.7146767E1	1.2757798E2	2.5258588E1	1.2783566E2	1.2050070E1	1.2701989E2	4.4373898E0
1.2841785E2	1.8121462E2	1.2850785E2	9.2777774E1	1.2864785E2	4.7777861E1	1.2857798E2	2.5834275E1	1.2883566E2	1.2590781E1	1.2801989E2	4.7133259E0
1.2941785E2	1.8166460E2	1.2950785E2	9.3036620E1	1.2964785E2	4.8832495E1	1.2957798E2	2.5692548E1	1.2983566E2	1.3579309E1	1.2901989E2	5.5863811E0
1.3041785E2	1.8159304E2	1.3050785E2	9.3315277E1	1.3064785E2	4.9104885E1	1.3057798E2	2.5532433E1	1.3083566E2	1.3908774E1	1.3001989E2	5.5454050E0
1.3141785E2	1.8138866E2	1.3150785E2	9.5065512E1	1.3164785E2	4.9420821E1	1.3157798E2	2.5548292E1	1.3183566E2	1.4325376E1	1.3101989E2	2.0304800E0
1.3241785E2	1.7952077E2	1.3250785E2	9.4913398E1	1.3264785E2	4.8690484E1	1.3257798E2	2.5919975E1	1.3283566E2	1.4478968E1	1.3201989E2	2.0703370E0
1.3341785E2	1.7925342E2	1.3350785E2	9.3150065E1	1.3364785E2	4.8701053E1	1.3357798E2	2.5703464E1	1.3383566E2	9.5223106E0	1.3301989E2	4.4218221E0
1.3441785E2	1.7953051E2	1.3450785E2	9.3969330E1	1.3464785E2	4.8690342E1	1.3457798E2	2.5047179E1	1.3483566E2	1.0170042E1	1.3401989E2	3.4489267E0
1.3541785E2	1.7965219E2	1.3550785E2	9.3810181E1	1.3564785E2	4.7980149E1	1.3557798E2	2.6222294E1	1.3583566E2	1.0996598E1	1.3501989E2	4.2161870E0
1.3641785E2	1.7952409E2	1.3650785E2	9.2307594E1	1.3664785E2	4.9240379E1	1.3657798E2	2.6714622E1	1.3683566E2	9.7783879E0	1.3601989E2	6.2712860E0
1.3741785E2	1.7979306E2	1.3750785E2	9.1859312E1	1.3764785E2	5.0308326E1	1.3757798E2	2.6760397E1	1.3783566E2	1.0461477E1	1.3701989E2	7.7784629E0
1.3841785E2	1.7849934E2	1.3850785E2	9.3000365E1	1.3864785E2	4.9387822E1	1.3857798E2	2.4846457E1	1.3883566E2	1.1068994E1	1.3801989E2	5.8973592E0
1.3941785E2	1.7965063E2	1.3950785E2	9.3091443E1	1.3964785E2	4.9824532E1	1.3957798E2	2.4897561E1	1.3983566E2	1.2190772E1	1.3901989E2	1.6238592E0
1.4041785E2	1.7997761E2	1.4050785E2	9.1873342E1	1.4064785E2	4.8675005E1	1.4057798E2	2.3294424E1	1.4083566E2	1.2915300E1	1.4001989E2	3.3505537E0
1.4141785E2	1.7997437E2	1.4150785E2	9.1880149E1	1.4164785E2	5.0819324E1	1.4157798E2	2.3900710E1	1.4183566E2	1.1491404E1	1.4101989E2	6.5822647E0
