X	Y	X	Y	X	Y	X	Y	X	Y
5.2790000E2	5.0587491E1	5.2829000E2	2.9868363E2	5.2765000E2	4.7235176E1	6.0896230E2	-5.1088361E0	6.0040252E2	3.6424722E1
5.2890000E2	5.1503241E1	5.2929000E2	2.9995042E2	5.2865000E2	4.7832110E1	6.0996230E2	-5.3204209E0	6.0140252E2	3.6422486E1
5.2990000E2	5.2404455E1	5.3029000E2	3.0167145E2	5.2965000E2	4.7900791E1	6.1096230E2	-5.5434882E0	6.0240252E2	3.6426958E1
5.3090000E2	5.2382361E1	5.3129000E2	3.0204832E2	5.3065000E2	4.7944817E1	6.1196230E2	-5.4799834E0	6.0340252E2	3.7081065E1
5.3190000E2	5.2462598E1	5.3229000E2	3.0376170E2	5.3165000E2	4.7932010E1	6.1296230E2	-5.3303747E0	6.0440252E2	3.8403815E1
5.3290000E2	5.2216357E1	5.3329000E2	3.0494126E2	5.3265000E2	4.7978630E1	6.1396230E2	-5.2949834E0	6.0540252E2	3.8461213E1
5.3390000E2	5.2179254E1	5.3429000E2	3.0677593E2	5.3365000E2	4.8962407E1	6.1496230E2	-5.2594858E0	6.0640252E2	3.7462628E1
5.3490000E2	5.2142151E1	5.3529000E2	3.0727642E2	5.3465000E2	4.8676635E1	6.1596230E2	-5.2949834E0	6.0740252E2	3.7081065E1
5.3590000E2	5.2278106E1	5.3629000E2	3.0898582E2	5.3565000E2	4.8347347E1	6.1696230E2	-5.4112691E0	6.0840252E2	3.7081065E1
5.3690000E2	5.2481606E1	5.3729000E2	3.1203832E2	5.3665000E2	4.8494938E1	6.1796230E2	-5.5246370E0	6.0940252E2	3.7441815E1
5.3790000E2	5.2685106E1	5.3829000E2	3.1424775E2	5.3765000E2	4.8553081E1	6.1896230E2	-5.5072013E0	6.1040252E2	3.7767878E1
5.3890000E2	5.3334741E1	5.3929000E2	3.1448032E2	5.3865000E2	4.8538545E1	6.1996230E2	-5.5095075E0	6.1140252E2	3.8124003E1
5.3990000E2	5.3487366E1	5.4029000E2	3.1715489E2	5.3965000E2	4.8672721E1	6.2096230E2	-5.6256709E0	6.1240252E2	3.8132482E1
5.4090000E2	5.3713289E1	5.4129000E2	3.1783807E2	5.4065000E2	4.8931010E1	6.2196230E2	-6.0072334E0	6.1340252E2	3.8174878E1
5.4190000E2	5.3741741E1	5.4229000E2	3.1826542E2	5.4165000E2	4.9541510E1	6.2296230E2	-5.9309209E0	6.1440252E2	3.8241015E1
5.4290000E2	5.4213049E1	5.4329000E2	3.2065733E2	5.4265000E2	4.9770447E1	6.2396230E2	-4.6735816E0	6.1540252E2	3.8765715E1
5.4390000E2	5.4517585E1	5.4429000E2	3.2081426E2	5.4365000E2	4.9635433E1	6.2496230E2	-4.5919834E0	6.1640252E2	3.8734691E1
5.4490000E2	5.5776741E1	5.4529000E2	3.2119582E2	5.4465000E2	4.9729356E1	6.2596230E2	-4.9388584E0	6.1740252E2	3.8801565E1
5.4590000E2	5.5616818E1	5.4629000E2	3.2605075E2	5.4565000E2	5.1138202E1	6.2696230E2	-5.0196599E0	6.1840252E2	3.8583834E1
5.4690000E2	5.5645920E1	5.4729000E2	3.2669032E2	5.4665000E2	5.1569179E1	6.2796230E2	-4.9897334E0	6.1940252E2	3.8020296E1
5.4790000E2	5.6860211E1	5.4829000E2	3.2760607E2	5.4765000E2	5.1576510E1	6.2896230E2	-4.8717034E0	6.2040252E2	3.8810815E1
5.4890000E2	5.6707027E1	5.4929000E2	3.3029227E2	5.4865000E2	5.1487478E1	6.2996230E2	-5.3485360E0	6.2140252E2	3.8632753E1
5.4990000E2	5.6169205E1	5.5029000E2	3.3142169E2	5.4965000E2	5.1661628E1	6.3096230E2	-5.0914834E0	6.2240252E2	3.8131195E1
5.5090000E2	5.6274869E1	5.5129000E2	3.3242902E2	5.5065000E2	5.1408945E1	6.3196230E2	-5.1296396E0	6.2340252E2	3.8950721E1
5.5190000E2	5.6290846E1	5.5229000E2	3.3413842E2	5.5165000E2	5.1220385E1	6.3296230E2	-5.0406084E0	6.2440252E2	3.9828315E1
5.5290000E2	5.7524991E1	5.5329000E2	3.3566467E2	5.5265000E2	5.1712176E1	6.3396230E2	-4.6218680E0	6.2540252E2	3.9814354E1
5.5390000E2	5.7570085E1	5.5429000E2	3.3676357E2	5.5365000E2	5.1745033E1	6.3496230E2	-4.4809834E0	6.2640252E2	3.9606315E1
5.5490000E2	5.7438984E1	5.5529000E2	3.3745732E2	5.5465000E2	5.1872510E1	6.3596230E2	-4.3996076E0	6.2740252E2	3.9479854E1
5.5590000E2	5.7890010E1	5.5629000E2	3.4043053E2	5.5565000E2	5.2550403E1	6.3696230E2	-4.3524571E0	6.2840252E2	3.9523065E1
5.5690000E2	5.8923164E1	5.5729000E2	3.4141408E2	5.5665000E2	5.2466822E1	6.3796230E2	-4.5572959E0	6.2940252E2	4.0561296E1
5.5790000E2	5.9017087E1	5.5829000E2	3.4225807E2	5.5765000E2	5.2479541E1	6.3896230E2	-5.1169209E0	6.3040252E2	4.0546031E1
5.5890000E2	5.9269785E1	5.5929000E2	3.4582461E2	5.5865000E2	5.2899260E1	6.3996230E2	-4.9804834E0	6.3140252E2	4.0494315E1
5.5990000E2	5.9522483E1	5.6029000E2	3.4647034E2	5.5965000E2	5.3051885E1	6.4096230E2	-4.8879834E0	6.3240252E2	4.0337065E1
5.6090000E2	5.9592552E1	5.6129000E2	3.4683682E2	5.6065000E2	5.2986474E1	6.4196230E2	-4.6912016E0	6.3340252E2	4.0391078E1
5.6190000E2	5.9662622E1	5.6229000E2	3.4698944E2	5.6165000E2	5.3157548E1	6.4296230E2	-4.7496034E0	6.3440252E2	4.0424196E1
5.6290000E2	6.1365164E1	5.6329000E2	3.5004321E2	5.6265000E2	5.3057279E1	6.4396230E2	-4.5490572E0	6.3540252E2	4.0508935E1
5.6390000E2	6.1293045E1	5.6429000E2	3.5126294E2	5.6365000E2	5.3229947E1	6.4496230E2	-4.2193405E0	6.3640252E2	3.9799738E1
5.6490000E2	6.1247201E1	5.6529000E2	3.5288312E2	5.6465000E2	5.3526066E1	6.4596230E2	-4.0289560E0	6.3740252E2	3.9862232E1
5.6590000E2	6.1294722E1	5.6629000E2	3.5438085E2	5.6565000E2	5.3822184E1	6.4696230E2	-4.6336084E0	6.3840252E2	4.0438815E1
5.6690000E2	6.1271241E1	5.6729000E2	3.5507857E2	5.6665000E2	5.4425510E1	6.4796230E2	-4.7862334E0	6.3940252E2	4.0656851E1
5.6790000E2	6.1320081E1	5.6829000E2	3.5709322E2	5.6765000E2	5.4456817E1	6.4896230E2	-4.4340219E0	6.4040252E2	4.0899994E1
5.6890000E2	6.1826241E1	5.6929000E2	3.5919944E2	5.6865000E2	5.4488125E1	6.4996230E2	-4.5075269E0	6.4140252E2	4.1143137E1
5.6990000E2	6.1753215E1	5.7029000E2	3.6125792E2	5.6965000E2	5.5951760E1	6.5096230E2	-5.4201169E0	6.4240252E2	4.2270315E1
5.7090000E2	6.1925348E1	5.7129000E2	3.6301507E2	5.7065000E2	5.5951760E1	6.5196230E2	-5.3967334E0	6.4340252E2	4.2144624E1
5.7190000E2	6.2074719E1	5.7229000E2	3.6600495E2	5.7165000E2	5.5998721E1	6.5296230E2	-5.3967334E0	6.4440252E2	4.1965065E1
5.7290000E2	6.1969359E1	5.7329000E2	3.6698332E2	5.7265000E2	5.6030452E1	6.5396230E2	-4.2193405E0	6.4540252E2	4.1110365E1
5.7390000E2	6.2186991E1	5.7429000E2	3.6781185E2	5.7365000E2	5.5646510E1	6.5496230E2	-4.3683316E0	6.4640252E2	4.1303690E1
5.7490000E2	6.2644866E1	5.7529000E2	3.6832642E2	5.7465000E2	5.5188635E1	6.5596230E2	-4.3223964E0	6.4740252E2	4.1320049E1
5.7590000E2	6.2492241E1	5.7629000E2	3.6991372E2	5.7565000E2	5.5693471E1	6.5696230E2	-4.2978334E0	6.4840252E2	4.1132565E1
5.7690000E2	6.2650519E1	5.7729000E2	3.7171469E2	5.7665000E2	5.5951760E1	6.5796230E2	-4.2589834E0	6.4940252E2	4.1339351E1
5.7790000E2	6.3001626E1	5.7829000E2	3.7269306E2	5.7765000E2	5.6250281E1	6.5896230E2	-4.2034834E0	6.5040252E2	4.1645494E1
5.7890000E2	6.3391703E1	5.7929000E2	3.7339357E2	5.7865000E2	5.6344224E1	6.5996230E2	-4.7380360E0	6.5140252E2	4.1297504E1
5.7990000E2	6.4013062E1	5.8029000E2	3.7537769E2	5.7965000E2	5.6511162E1	6.6096230E2	-4.5589169E0	6.5240252E2	4.0851801E1
5.8090000E2	6.4108270E1	5.8129000E2	3.7736182E2	5.8065000E2	5.7082980E1	6.6196230E2	-4.5069612E0	6.5340252E2	4.0904723E1
5.8190000E2	6.5128533E1	5.8229000E2	3.7827757E2	5.8165000E2	5.6547042E1	6.6296230E2	-4.4809834E0	6.5440252E2	4.1076886E1
5.8290000E2	6.6011594E1	5.8329000E2	3.7970742E2	5.8265000E2	5.5817450E1	6.6396230E2	-3.7251263E0	6.5540252E2	4.1354565E1
5.8390000E2	6.6136430E1	5.8429000E2	3.8146089E2	5.8365000E2	5.5804788E1	6.6496230E2	-3.7178584E0	6.5640252E2	4.1469034E1
5.8490000E2	6.6261266E1	5.8529000E2	3.8406408E2	5.8465000E2	5.6494426E1	6.6596230E2	-3.7348167E0	6.5740252E2	4.1332365E1
5.8590000E2	6.6447691E1	5.8629000E2	3.8494946E2	5.8565000E2	5.7673434E1	6.6696230E2	-4.3887996E0	6.5840252E2	4.1062265E1
5.8690000E2	6.6316446E1	5.8729000E2	3.8640303E2	5.8665000E2	5.7613230E1	6.6796230E2	-3.9467959E0	6.5940252E2	4.0820378E1
5.8790000E2	6.6296126E1	5.8829000E2	3.8651932E2	5.8765000E2	5.7530635E1	6.6896230E2	-3.6550128E0	6.6040252E2	4.0133565E1
5.8890000E2	6.6680265E1	5.8929000E2	3.8890318E2	5.8865000E2	5.7859572E1	6.6996230E2	-4.0231084E0	6.6140252E2	3.8912565E1
5.8990000E2	6.6824463E1	5.9029000E2	3.8926657E2	5.8965000E2	5.7881784E1	6.7096230E2	-4.0714794E0	6.6240252E2	3.7386315E1
5.9090000E2	6.6968662E1	5.9129000E2	3.9079282E2	5.9065000E2	5.7831755E1	6.7196230E2	-4.1773933E0	6.6340252E2	3.4944315E1
5.9190000E2	6.7104908E1	5.9229000E2	3.9231907E2	5.9165000E2	5.7826867E1	6.7296230E2	-4.5028043E0	6.6440252E2	3.4333815E1
5.9290000E2	6.7109703E1	5.9329000E2	3.9440103E2	5.9265000E2	5.8012197E1	6.7396230E2	-4.3977334E0	6.6540252E2	3.2502315E1
5.9390000E2	6.7156461E1	5.9429000E2	3.9604807E2	5.9365000E2	5.8268069E1	6.7496230E2	-4.1757334E0	6.6640252E2	3.2100963E1
5.9490000E2	6.7245420E1	5.9529000E2	3.9613469E2	5.9465000E2	5.9369363E1	6.7596230E2	-4.0718154E0	6.6740252E2	3.0861596E1
5.9590000E2	6.7739634E1	5.9629000E2	3.9795837E2	5.9565000E2	5.9336053E1	6.7696230E2	-4.0739834E0	6.6840252E2	2.7991399E1
5.9690000E2	6.7834116E1	5.9729000E2	3.9978204E2	5.9665000E2	5.9373098E1	6.7796230E2	-4.1146834E0	6.6940252E2	2.8025655E1
5.9790000E2	6.8248943E1	5.9829000E2	4.0029918E2	5.9765000E2	5.9341477E1	6.7896230E2	-4.4751691E0	6.7040252E2	2.8029739E1
5.9890000E2	6.8274035E1	5.9929000E2	4.0086607E2	5.9865000E2	5.9520362E1	6.7996230E2	-4.4809834E0	6.7140252E2	2.7109565E1
5.9990000E2	6.9947922E1	6.0029000E2	4.0162919E2	5.9965000E2	5.9080572E1	6.8096230E2	-4.8566757E0	6.7240252E2	2.6092065E1
6.0090000E2	6.9859712E1	6.0129000E2	4.0295194E2	6.0065000E2	5.9198510E1	6.8196230E2	-4.8648098E0	6.7340252E2	2.5786815E1
6.0190000E2	6.9940341E1	6.0229000E2	4.0346069E2	6.0165000E2	6.1237125E1	6.8296230E2	-4.7862334E0	6.7440252E2	2.5588255E1
6.0290000E2	7.0259680E1	6.0329000E2	4.0672687E2	6.0265000E2	6.1228224E1	6.8396230E2	-3.8704834E0	6.7540252E2	2.5532440E1
6.0390000E2	7.0406719E1	6.0429000E2	4.0834548E2	6.0365000E2	6.0530510E1	6.8496230E2	-3.8704834E0	6.7640252E2	2.3836607E1
6.0490000E2	7.0381780E1	6.0529000E2	4.0844670E2	6.0465000E2	6.0530510E1	6.8596230E2	-3.9467959E0	6.7740252E2	2.2898246E1
6.0590000E2	7.0428741E1	6.0629000E2	4.0849732E2	6.0565000E2	6.1827822E1	6.8696230E2	-4.1146834E0	6.7840252E2	2.2581690E1
6.0690000E2	7.0475703E1	6.0729000E2	4.0922992E2	6.0665000E2	6.2705416E1	6.8796230E2	-4.4715911E0	6.7940252E2	2.3283765E1
6.0790000E2	7.0199804E1	6.0829000E2	4.0914173E2	6.0765000E2	6.2823772E1	6.8896230E2	-5.0914834E0	6.8040252E2	2.2912378E1
6.0890000E2	7.0282221E1	6.0929000E2	4.0971832E2	6.0865000E2	6.2819885E1	6.8996230E2	-4.9693834E0	6.8140252E2	2.1233503E1
6.0990000E2	7.0472187E1	6.1029000E2	4.1124457E2	6.0965000E2	6.2545942E1	6.9096230E2	-4.8540667E0	6.8240252E2	2.0843461E1
6.1090000E2	7.0490518E1	6.1129000E2	4.1144807E2	6.1065000E2	6.2522668E1	6.9196230E2	-5.1867731E0	6.8340252E2	2.0902815E1
6.1190000E2	7.0425107E1	6.1229000E2	4.1174549E2	6.1165000E2	6.2375780E1	6.9296230E2	-5.5194794E0	6.8440252E2	2.0936732E1
6.1290000E2	7.0295935E1	6.1329000E2	4.1213833E2	6.1265000E2	6.1675197E1	6.9396230E2	-5.8289949E0	6.8540252E2	2.0936732E1
6.1390000E2	7.0199804E1	6.1429000E2	4.1253117E2	6.1365000E2	6.1751510E1	6.9496230E2	-6.1385104E0	6.8640252E2	2.0775628E1
6.1490000E2	7.0123491E1	6.1529000E2	4.1277082E2	6.1465000E2	6.1873610E1	6.9596230E2	-6.1612520E0	6.8740252E2	2.0139690E1
6.1590000E2	7.0146972E1	6.1629000E2	4.1316763E2	6.1565000E2	6.2324441E1	6.9696230E2	-6.4933723E0	6.8840252E2	1.9580065E1
6.1690000E2	7.0390585E1	6.1729000E2	4.1231860E2	6.1665000E2	6.2385491E1	6.9796230E2	-7.0756084E0	6.8940252E2	1.8833899E1
6.1790000E2	7.0377866E1	6.1829000E2	4.1200769E2	6.1765000E2	6.2500760E1	6.9896230E2	-6.5922959E0	6.9040252E2	1.9162890E1
6.1890000E2	7.0489791E1	6.1929000E2	4.0951090E2	6.1865000E2	6.2508530E1	6.9996230E2	-6.6064278E0	6.9140252E2	2.0017590E1
6.1990000E2	7.0824783E1	6.2029000E2	4.0861603E2	6.1965000E2	6.2552791E1	7.0096230E2	-6.9229834E0	6.9240252E2	1.9987065E1
6.2090000E2	7.0831887E1	6.2129000E2	4.0864994E2	6.2065000E2	6.2449224E1	7.0196230E2	-7.4616599E0	6.9340252E2	1.9885315E1
6.2190000E2	7.0711256E1	6.2229000E2	4.0860832E2	6.2165000E2	6.2463806E1	7.0296230E2	-8.1771028E0	6.9440252E2	1.9834440E1
6.2290000E2	7.0754341E1	6.2329000E2	4.0857363E2	6.2265000E2	6.2635906E1	7.0396230E2	-8.3347646E0	6.9540252E2	1.9819622E1
6.2390000E2	7.0886616E1	6.2429000E2	4.0629991E2	6.2365000E2	6.2919423E1	7.0496230E2	-8.4556589E0	6.9640252E2	1.9769030E1
6.2490000E2	7.0795041E1	6.2529000E2	4.0558449E2	6.2465000E2	6.2947072E1	7.0596230E2	-8.5255459E0	6.9740252E2	1.9609137E1
6.2590000E2	7.0112533E1	6.2629000E2	4.0529219E2	6.2565000E2	6.2902067E1	7.0696230E2	-8.5102834E0	6.9840252E2	1.9449244E1
6.2690000E2	7.0160172E1	6.2729000E2	4.0239959E2	6.2665000E2	6.2947072E1	7.0796230E2	-9.3118964E0	6.9940252E2	1.8417208E1
6.2790000E2	7.0145295E1	6.2829000E2	4.0201681E2	6.2765000E2	6.3016117E1	7.0896230E2	-9.8996449E0	7.0040252E2	1.7911365E1
6.2890000E2	7.0262241E1	6.2929000E2	4.0163404E2	6.2865000E2	6.3119030E1	7.0996230E2	-9.8624278E0	7.0140252E2	1.7409399E1
6.2990000E2	6.9956890E1	6.3029000E2	3.9982553E2	6.2965000E2	6.3277760E1	7.1096230E2	-9.8482959E0	7.0240252E2	1.7484015E1
6.3090000E2	6.9940341E1	6.3129000E2	3.9957723E2	6.3065000E2	6.3070190E1	7.1196230E2	-9.7974209E0	7.0340252E2	1.7414244E1
6.3190000E2	7.0199804E1	6.3229000E2	3.9956876E2	6.3165000E2	6.2535454E1	7.1296230E2	-9.9754834E0	7.0440252E2	1.7545065E1
6.3290000E2	7.0111281E1	6.3329000E2	3.9827144E2	6.3265000E2	6.2667260E1	7.1396230E2	-9.8533834E0	7.0540252E2	1.7788080E1
6.3390000E2	6.9741929E1	6.3429000E2	3.9713654E2	6.3365000E2	6.2725644E1	7.1496230E2	-8.6672691E0	7.0640252E2	1.6996801E1
6.3490000E2	6.9131429E1	6.3529000E2	3.9698107E2	6.3465000E2	6.2667260E1	7.1596230E2	-8.7075219E0	7.0740252E2	1.7070232E1
6.3590000E2	6.8707470E1	6.3629000E2	3.9689782E2	6.3565000E2	6.2667260E1	7.1696230E2	-9.0101629E0	7.0840252E2	1.7952065E1
6.3690000E2	6.8283512E1	6.3729000E2	3.9666888E2	6.3665000E2	6.2932529E1	7.1796230E2	-9.3128039E0	7.0940252E2	1.7572815E1
6.3790000E2	6.8020658E1	6.3829000E2	3.9575704E2	6.3765000E2	6.2972510E1	7.1896230E2	-1.0077233E1	7.1040252E2	1.7239815E1
6.3890000E2	6.7834116E1	6.3929000E2	3.9567682E2	6.3865000E2	6.2916193E1	7.1996230E2	-1.1007519E1	7.1140252E2	1.6462815E1
6.3990000E2	6.6994679E1	6.4029000E2	3.9567682E2	6.3965000E2	6.2089595E1	7.2096230E2	-1.0974483E1	7.1240252E2	1.6823565E1
6.4090000E2	6.7070991E1	6.4129000E2	3.9552028E2	6.4065000E2	6.2449224E1	7.2196230E2	-1.0463883E1	7.1340252E2	1.7152601E1
6.4190000E2	6.6044241E1	6.4229000E2	3.9553030E2	6.4165000E2	6.2639510E1	7.2296230E2	-1.0428998E1	7.1440252E2	1.7104149E1
6.4290000E2	6.5805164E1	6.4329000E2	3.9576839E2	6.4265000E2	6.2260260E1	7.2396230E2	-1.0394112E1	7.1540252E2	1.6846810E1
6.4390000E2	6.5748241E1	6.4429000E2	3.9544788E2	6.4365000E2	6.2153665E1	7.2496230E2	-1.0308483E1	7.1640252E2	1.6934565E1
6.4490000E2	6.5666841E1	6.4529000E2	3.9514263E2	6.4465000E2	6.2047069E1	7.2596230E2	-1.0336233E1	7.1740252E2	1.7209290E1
6.4590000E2	6.3865866E1	6.4629000E2	3.9506632E2	6.4565000E2	5.8875799E1	7.2696230E2	-1.0687733E1	7.1840252E2	1.7163503E1
6.4690000E2	6.3764116E1	6.4729000E2	3.9375140E2	6.4665000E2	5.8568128E1	7.2796230E2	-1.0853734E1	7.1940252E2	1.6731065E1
6.4790000E2	6.3662366E1	6.4829000E2	3.9410696E2	6.4765000E2	5.8449260E1	7.2896230E2	-1.0405447E1	7.2040252E2	1.6222315E1
6.4890000E2	6.3572221E1	6.4929000E2	3.9506632E2	6.4865000E2	5.8302683E1	7.2996230E2	-9.8057278E0	7.2140252E2	1.6324065E1
6.4990000E2	6.3422527E1	6.5029000E2	3.9537157E2	6.4965000E2	5.8156106E1	7.3096230E2	-9.8228584E0	7.2240252E2	1.6595399E1
6.5090000E2	6.3436911E1	6.5129000E2	3.9551118E2	6.5065000E2	5.5639970E1	7.3196230E2	-1.0308483E1	7.2340252E2	1.6527565E1
6.5190000E2	6.3217210E1	6.5229000E2	3.9618991E2	6.5165000E2	5.4141561E1	7.3296230E2	-1.0280733E1	7.2440252E2	1.6450512E1
6.5290000E2	6.3176277E1	6.5329000E2	3.9560051E2	6.5265000E2	5.3815010E1	7.3396230E2	-1.0492060E1	7.2540252E2	1.6454887E1
6.5390000E2	6.2353491E1	6.5429000E2	3.9521894E2	6.5365000E2	5.2594010E1	7.3496230E2	-1.0535108E1	7.2640252E2	1.6600244E1
6.5490000E2	6.2867183E1	6.5529000E2	3.9536765E2	6.5465000E2	5.1247779E1	7.3596230E2	-1.0585983E1	7.2740252E2	1.6629315E1
6.5590000E2	6.3713241E1	6.5629000E2	3.9537157E2	6.5565000E2	4.9901548E1	7.3696230E2	-1.0585983E1	7.2840252E2	1.6585708E1
6.5690000E2	6.3713241E1	6.5729000E2	3.9576291E2	6.5665000E2	4.8625760E1	7.3796230E2	-1.0731340E1	7.2940252E2	1.6513030E1
6.5790000E2	6.3591141E1	6.5829000E2	3.9600002E2	6.5765000E2	4.6946885E1	7.3896230E2	-1.1487198E1	7.3040252E2	1.6462815E1
6.5890000E2	6.3390772E1	6.5929000E2	3.9599337E2	6.5865000E2	4.6107447E1	7.3996230E2	-1.0984136E1	7.3140252E2	1.6324065E1
6.5990000E2	6.3456188E1	6.6029000E2	3.9597018E2	6.5965000E2	4.4901710E1	7.4096230E2	-1.1057733E1	7.3240252E2	1.6261450E1
6.6090000E2	6.3431472E1	6.6129000E2	3.9598207E2	6.6065000E2	4.2520760E1	7.4196230E2	-1.1654358E1	7.3340252E2	1.6385115E1
6.6190000E2	6.2948439E1	6.6229000E2	3.9598207E2	6.6165000E2	4.1033644E1	7.4296230E2	-1.1349108E1	7.3440252E2	1.6573723E1
6.6290000E2	6.2237307E1	6.6329000E2	3.9493326E2	6.6265000E2	3.9956660E1	7.4396230E2	-1.1349108E1	7.3540252E2	1.6476690E1
6.6390000E2	6.2156801E1	6.6429000E2	3.9508644E2	6.6365000E2	3.7893483E1	7.4496230E2	-1.1349108E1	7.3640252E2	1.6381498E1
6.6490000E2	6.2186991E1	6.6529000E2	3.9566787E2	6.6465000E2	3.7445978E1	7.4596230E2	-1.0942108E1	7.3740252E2	1.6400378E1
6.6590000E2	6.2609645E1	6.6629000E2	3.9590576E2	6.6565000E2	3.7244435E1	7.4696230E2	-1.0804019E1	7.3840252E2	1.6446165E1
6.6690000E2	6.2547741E1	6.6729000E2	3.9598207E2	6.6665000E2	3.7042892E1	7.4796230E2	-1.0683663E1	7.3940252E2	1.6280458E1
6.6790000E2	6.2614341E1	6.6829000E2	3.9554829E2	6.6765000E2	3.6415760E1	7.4896230E2	-1.1120171E1	7.4040252E2	1.6185315E1
6.6890000E2	6.2735172E1	6.6929000E2	3.9555697E2	6.6865000E2	3.5805260E1	7.4996230E2	-1.1522083E1	7.4140252E2	1.6149637E1
6.6990000E2	6.1975664E1	6.7029000E2	3.9561720E2	6.6965000E2	3.5872967E1	7.5096230E2	-1.1582837E1	7.4240252E2	1.5264076E1
6.7090000E2	6.2034366E1	6.7129000E2	3.9572566E2	6.7065000E2	3.5524430E1	7.5196230E2	-1.1578046E1	7.4340252E2	1.4968889E1
6.7190000E2	6.1646933E1	6.7229000E2	3.9575571E2	6.7165000E2	3.5466093E1	7.5296230E2	-1.1480209E1	7.4440252E2	1.5075315E1
6.7290000E2	6.1500179E1	6.7329000E2	3.9499588E2	6.7265000E2	3.4889510E1	7.5396230E2	-1.1501733E1	7.4540252E2	1.5907815E1
6.7390000E2	6.1553010E1	6.7429000E2	3.9516024E2	6.7365000E2	3.3601438E1	7.5496230E2	-1.1486080E1	7.4640252E2	1.5801431E1
6.7490000E2	6.1958054E1	6.7529000E2	3.9481657E2	6.7465000E2	3.3539983E1	7.5596230E2	-1.1587203E1	7.4740252E2	1.5685815E1
6.7590000E2	6.2091497E1	6.7629000E2	3.9463897E2	6.7565000E2	3.3276811E1	7.5696230E2	-1.1806983E1	7.4840252E2	1.6553003E1
6.7690000E2	6.2110679E1	6.7729000E2	3.9476107E2	6.7665000E2	3.3204530E1	7.5796230E2	-1.1929083E1	7.4940252E2	1.6324065E1
6.7790000E2	6.3719111E1	6.7829000E2	3.9469634E2	6.7765000E2	3.2817567E1	7.5896230E2	-1.1937805E1	7.5040252E2	1.6184450E1
6.7890000E2	6.3642799E1	6.7929000E2	3.9455757E2	6.7865000E2	3.1492014E1	7.5996230E2	-1.1975821E1	7.5140252E2	1.5255690E1
6.7990000E2	6.2844453E1	6.8029000E2	3.9456053E2	6.7965000E2	3.1672644E1	7.6096230E2	-1.2013838E1	7.5240252E2	1.5103065E1
6.8090000E2	6.2786068E1	6.8129000E2	3.9473563E2	6.8065000E2	3.1828760E1	7.6196230E2	-1.1730671E1	7.5340252E2	1.5103065E1
6.8190000E2	6.2797491E1	6.8229000E2	3.9511524E2	6.8165000E2	3.1837010E1	7.6296230E2	-1.1914719E1	7.5440252E2	1.5103065E1
6.8290000E2	6.2627908E1	6.8329000E2	3.9491956E2	6.8265000E2	3.1684385E1	7.6396230E2	-1.2031537E1	7.5540252E2	1.4972244E1
6.8390000E2	6.2729658E1	6.8429000E2	3.9427776E2	6.8365000E2	3.1598289E1	7.6496230E2	-1.1582430E1	7.5640252E2	1.5152475E1
6.8490000E2	6.2890393E1	6.8529000E2	3.9419418E2	6.8465000E2	3.1559510E1	7.6596230E2	-1.1642618E1	7.5740252E2	1.5128503E1
6.8590000E2	6.2980641E1	6.8629000E2	3.9418076E2	6.8565000E2	3.1531760E1	7.6696230E2	-1.1806983E1	7.5840252E2	1.4858865E1
6.8690000E2	6.2975570E1	6.8729000E2	3.9418448E2	6.8665000E2	3.1379135E1	7.6796230E2	-1.1806983E1	7.5940252E2	1.4579780E1
6.8790000E2	6.2717162E1	6.8829000E2	3.9408273E2	6.8765000E2	3.0025077E1	7.6896230E2	-1.2464445E1	7.6040252E2	1.4586488E1
6.8890000E2	6.2334643E1	6.8929000E2	3.9397614E2	6.8865000E2	2.9573724E1	7.6996230E2	-1.2523657E1	7.6140252E2	1.4641065E1
6.8990000E2	6.2465698E1	6.9029000E2	3.9403316E2	6.8965000E2	2.9466404E1	7.7096230E2	-1.2578105E1	7.6240252E2	1.4656931E1
6.9090000E2	6.2273478E1	6.9129000E2	3.9405665E2	6.9065000E2	2.9582856E1	7.7196230E2	-1.2561130E1	7.6340252E2	1.4703892E1
6.9190000E2	6.2043628E1	6.9229000E2	3.9384532E2	6.9165000E2	2.9696486E1	7.7296230E2	-1.2517266E1	7.6440252E2	1.4750854E1
6.9290000E2	6.2248041E1	6.9329000E2	3.9412876E2	6.9265000E2	2.9847232E1	7.7396230E2	-1.3245178E1	7.6540252E2	1.4814315E1
6.9390000E2	6.2138107E1	6.9429000E2	3.9389841E2	6.9365000E2	2.9855807E1	7.7496230E2	-1.2883744E1	7.6640252E2	1.4944200E1
6.9490000E2	6.1904581E1	6.9529000E2	3.9384532E2	6.9465000E2	2.9839010E1	7.7596230E2	-1.2718261E1	7.6740252E2	1.4645190E1
6.9590000E2	6.1820691E1	6.9629000E2	3.9369269E2	6.9565000E2	2.9700260E1	7.7696230E2	-1.2869706E1	7.6840252E2	1.4746940E1
6.9690000E2	6.1391776E1	6.9729000E2	3.9283979E2	6.9665000E2	2.9623947E1	7.7796230E2	-1.2897162E1	7.6940252E2	1.4686815E1
6.9790000E2	6.1118616E1	6.9829000E2	3.9191742E2	6.9765000E2	2.9547635E1	7.7896230E2	-1.3158805E1	7.7040252E2	1.3905546E1
6.9890000E2	6.1165067E1	6.9929000E2	3.9194956E2	6.9865000E2	2.9089760E1	7.7996230E2	-1.3180608E1	7.7140252E2	1.3576815E1
