211202_kinetic_519, 00 Fc=3 - 1_X	211202_kinetic_519, 00 Fc=3 - 1_Y	211202_kinetic_519, 00 Fc=3 - 2_X	211202_kinetic_519, 00 Fc=3 - 2_Y	211202_kinetic_519, 00 Fc=3 - 3_X	211202_kinetic_519, 00 Fc=3 - 3_Y	211202_kinetic_519, 00 Fc=3 - 4_X	211202_kinetic_519, 00 Fc=3 - 4_Y	211202_kinetic_519, 00 Fc=3 - 5_X	211202_kinetic_519, 00 Fc=3 - 5_Y	211202_kinetic_519, 00 Fc=3 - 6_X	211202_kinetic_519, 00 Fc=3 - 6_Y	211202_kinetic_519, 00 Fc=4 - 1_X	211202_kinetic_519, 00 Fc=4 - 1_Y	211202_kinetic_519, 00 Fc=4 - 2_X	211202_kinetic_519, 00 Fc=4 - 2_Y	211202_kinetic_519, 00 Fc=4 - 3_X	211202_kinetic_519, 00 Fc=4 - 3_Y	211202_kinetic_519, 00 Fc=4 - 4_X	211202_kinetic_519, 00 Fc=4 - 4_Y	211202_kinetic_519, 00 Fc=4 - 5_X	211202_kinetic_519, 00 Fc=4 - 5_Y	211202_kinetic_519, 00 Fc=4 - 6_X	211202_kinetic_519, 00 Fc=4 - 6_Y
210.7	-0.636719	210.7	0.464844	210.7	0.492188	210.7	0.6875	210.7	1.14844	210.7	2.84766	210.8	39.8125	210.8	22.207	210.8	12.2422	210.8	11.5117	210.8	8.1875	210.8	8.75
211.7	0.09375	211.7	0.238281	211.7	0.644531	211.7	1.19531	211.7	1.01953	211.7	2.41797	211.8	38.6367	211.8	22.5234	211.8	11.2617	211.8	11.625	211.8	7.33594	211.8	6.55469
212.7	-0.269531	212.7	0.347656	212.7	0.367188	212.7	0.488281	212.7	0.890625	212.7	2.69922	212.8	38.6797	212.8	20.8438	212.8	12.2734	212.8	9.95313	212.8	7.87891	212.8	7.60156
213.7	-0.460938	213.7	0.285156	213.7	0.285156	213.7	0.0273438	213.7	1.10156	213.7	2.46875	213.8	37.9648	213.8	21.5078	213.8	10.1328	213.8	10.9531	213.8	7.58203	213.8	7.22266
214.7	-0.222656	214.7	0.480469	214.7	0.21875	214.7	0.703125	214.7	1.07031	214.7	2.60547	214.8	38.707	214.8	21.6055	214.8	10.8594	214.8	10.0547	214.8	7.27734	214.8	7.82813
215.7	-0.371094	215.7	0.324219	215.7	0.28125	215.7	0.367188	215.7	1.16797	215.7	2.51953	215.8	39.793	215.8	20.7227	215.8	11.1992	215.8	9.86719	215.8	7.79297	215.8	7.37109
216.7	0.164063	216.7	0.378906	216.7	-0.0234375	216.7	0.367188	216.7	0.847656	216.7	2.64063	216.8	39.6484	216.8	20.1484	216.8	11.1641	216.8	9.98438	216.8	8.84375	216.8	7.16797
217.7	-0.0507813	217.7	0.371094	217.7	-0.0625	217.7	0.800781	217.7	1.01172	217.7	3.03906	217.8	39.375	217.8	20.3516	217.8	12.1445	217.8	10.9141	217.8	7.88672	217.8	5.19141
218.7	-0.554688	218.7	0.480469	218.7	0.589844	218.7	0.585938	218.7	0.628906	218.7	3.07813	218.8	40.2109	218.8	20.75	218.8	10.6133	218.8	11.082	218.8	6.69922	218.8	8.14453
219.7	-0.277344	219.7	0.4375	219.7	-0.203125	219.7	0.589844	219.7	0.3125	219.7	2.36328	219.8	38.625	219.8	20.875	219.8	11.8828	219.8	9.875	219.8	8.72266	219.8	6.69922
220.7	-0.15625	220.7	0.292969	220.7	0.664063	220.7	0.3125	220.7	0.640625	220.7	2.5625	220.8	40.6328	220.8	21.8711	220.8	10.2969	220.8	10.1602	220.8	8.14844	220.8	7.76953
221.7	-0.414063	221.7	0.214844	221.7	0.355469	221.7	0.152344	221.7	0.789063	221.7	2.53516	221.8	39.1016	221.8	20.6797	221.8	10.1523	221.8	10.3438	221.8	8.46094	221.8	7.17188
222.7	-0.707031	222.7	0.226563	222.7	0.335938	222.7	0.386719	222.7	0.558594	222.7	2.69922	222.8	39.2266	222.8	21.8047	222.8	11.043	222.8	10.5898	222.8	7.95313	222.8	6.12891
223.7	-0.03125	223.7	-0.269531	223.7	-0.265625	223.7	0.0546875	223.7	0.953125	223.7	2.53906	223.8	37.7656	223.8	21.0469	223.8	10.8008	223.8	10.9336	223.8	5.74609	223.8	6.21875
224.7	-0.339844	224.7	0.285156	224.7	0.292969	224.7	0.320313	224.7	0.6875	224.7	2.84766	224.8	37.4453	224.8	19.4531	224.8	10.0156	224.8	11.4883	224.8	7.42969	224.8	5.30469
225.7	-0.121094	225.7	0.191406	225.7	-0.0703125	225.7	3.90625e-3	225.7	0.746094	225.7	2.27344	225.8	37.5078	225.8	19.2305	225.8	9.69141	225.8	10.5234	225.8	7.31641	225.8	6.80859
226.7	0.0976563	226.7	0.136719	226.7	0.359375	226.7	0.34375	226.7	0.699219	226.7	3.12891	226.8	36.7813	226.8	19.0898	226.8	9.29297	226.8	8.88281	226.8	8.68359	226.8	7.08594
227.7	-0.332031	227.7	-0.0390625	227.7	-0.113281	227.7	0.207031	227.7	0.363281	227.7	2.42188	227.8	38.0977	227.8	19.4844	227.8	12.1797	227.8	9.89453	227.8	7.21094	227.8	7.20703
228.7	-0.207031	228.7	-0.113281	228.7	0.0703125	228.7	0.515625	228.7	0.296875	228.7	2.64453	228.8	36.0469	228.8	21.1953	228.8	9.07813	228.8	9.63672	228.8	7.44531	228.8	5.54297
229.7	-0.515625	229.7	0.0742188	229.7	0.242188	229.7	0.253906	229.7	0.25	229.7	2.8125	229.8	37.9727	229.8	20.1992	229.8	11.2031	229.8	10.1992	229.8	7.32422	229.8	6.64063
230.7	-0.679688	230.7	0.492188	230.7	0.488281	230.7	0.269531	230.7	0.546875	230.7	1.8125	230.8	35.6641	230.8	19.418	230.8	9.32813	230.8	9.91016	230.8	7.32422	230.8	5.89844
231.7	-0.53125	231.7	0.566406	231.7	0.015625	231.7	-0.257813	231.7	0.605469	231.7	2.40625	231.8	37.5	231.8	19.8477	231.8	9.62109	231.8	9.76953	231.8	5.34375	231.8	7.39844
232.7	-0.597656	232.7	-0.0625	232.7	0.214844	232.7	0.289063	232.7	0.582031	232.7	2.44531	232.8	37.9336	232.8	18.3047	232.8	10.5195	232.8	9.125	232.8	5.15625	232.8	5.81641
233.7	-1.23438	233.7	-0.167969	233.7	0.320313	233.7	0.375	233.7	0.257813	233.7	2.21484	233.8	37.2773	233.8	19.1445	233.8	9.5625	233.8	9.49219	233.8	6.12891	233.8	5.76172
234.7	-0.941406	234.7	0.0585938	234.7	7.8125e-3	234.7	-0.273438	234.7	0.410156	234.7	2.66797	234.8	36.8594	234.8	19.207	234.8	9.05078	234.8	9.61719	234.8	7.15234	234.8	5.72656
235.7	-0.394531	235.7	-0.25	235.7	0.0859375	235.7	0.25	235.7	0.320313	235.7	2.12109	235.8	36.375	235.8	18.043	235.8	9.21094	235.8	10.7031	235.8	7.63281	235.8	6.0625
236.7	-0.964844	236.7	-0.304688	236.7	-0.378906	236.7	0.0390625	236.7	0.523438	236.7	1.99219	236.8	34.9844	236.8	17.4453	236.8	8.42578	236.8	9.69922	236.8	5.14453	236.8	3.80859
237.7	-0.8125	237.7	-0.253906	237.7	0.464844	237.7	0.0859375	237.7	0.402344	237.7	2.56641	237.8	37.4023	237.8	17.9805	237.8	8.09766	237.8	8.52734	237.8	8.14844	237.8	5.40625
238.7	-0.492188	238.7	0.257813	238.7	-0.332031	238.7	-0.0546875	238.7	0.6875	238.7	2.62891	238.8	36.8242	238.8	18.3164	238.8	8.83984	238.8	10.3203	238.8	4.50391	238.8	6.07813
239.7	-0.464844	239.7	0.0585938	239.7	0.0273438	239.7	-0.0429688	239.7	0.015625	239.7	2.57031	239.8	34.2773	239.8	17.8281	239.8	8.27344	239.8	9.93359	239.8	6.22656	239.8	4.06641
240.7	-0.484375	240.7	-0.328125	240.7	0.0703125	240.7	0.117188	240.7	0.773438	240.7	2.39063	240.8	35.5703	240.8	17.4844	240.8	8.77344	240.8	10.0938	240.8	5.33984	240.8	4.36719
241.7	-0.886719	241.7	-0.0820313	241.7	-0.132813	241.7	0.617188	241.7	0.78125	241.7	1.88672	241.8	35.8477	241.8	18.4609	241.8	9.67969	241.8	9.17578	241.8	5.85938	241.8	5.09375
242.7	-1.16797	242.7	-0.335938	242.7	-0.0546875	242.7	0.308594	242.7	0.300781	242.7	1.69531	242.8	34.5547	242.8	18.2422	242.8	6.87891	242.8	8.87109	242.8	5.51172	242.8	5.25
243.7	-0.949219	243.7	-0.296875	243.7	-0.347656	243.7	-0.0429688	243.7	0.546875	243.7	2.07031	243.8	35.6016	243.8	17.8789	243.8	7.86719	243.8	9.69141	243.8	6.60156	243.8	6.67969
244.7	-0.921875	244.7	-0.308594	244.7	0.179688	244.7	0.195313	244.7	0.46875	244.7	1.94922	244.8	35.7539	244.8	18.4336	244.8	7.62891	244.8	9.98828	244.8	5.50391	244.8	4.27734
245.7	-1.3125	245.7	0	245.7	-0.253906	245.7	0.0351563	245.7	0.535156	245.7	1.75	245.8	35.832	245.8	19.0313	245.8	7.81641	245.8	9.50781	245.8	4.89063	245.8	6.33984
246.7	-1.36719	246.7	-0.421875	246.7	-0.0859375	246.7	0.140625	246.7	0.234375	246.7	1.63672	246.8	34.5898	246.8	18.1992	246.8	6.84766	246.8	8.71094	246.8	5.48828	246.8	5.35156
247.7	-0.597656	247.7	-0.265625	247.7	-0.308594	247.7	0.0390625	247.7	0.25	247.7	1.6875	247.8	33.4531	247.8	16.2266	247.8	8.42578	247.8	8.69531	247.8	5.28906	247.8	5.98047
248.7	-1.125	248.7	-0.578125	248.7	-0.0390625	248.7	-0.621094	248.7	0.316406	248.7	1.70313	248.8	34.7539	248.8	17.3125	248.8	8.83984	248.8	8.44141	248.8	5.97656	248.8	4.19922
249.7	-0.867188	249.7	-0.613281	249.7	-7.8125e-3	249.7	-0.0546875	249.7	0.273438	249.7	2.14844	249.8	35.2148	249.8	18.8672	249.8	8.47266	249.8	9.32031	249.8	5.9375	249.8	4.38281
250.7	-1.13281	250.7	-0.714844	250.7	-0.304688	250.7	-0.289063	250.7	0.84375	250.7	2.04297	250.8	34.9453	250.8	17.5625	250.8	7.77734	250.8	9.30859	250.8	4.73047	250.8	5.33594
251.7	-1.46094	251.7	-0.765625	251.7	0.0195313	251.7	-0.144531	251.7	0.519531	251.7	2.19141	251.8	35.6484	251.8	16.0898	251.8	8.69922	251.8	8.16797	251.8	5.82813	251.8	5.65625
252.7	-1.51953	252.7	-0.726563	252.7	0.234375	252.7	-0.621094	252.7	0.613281	252.7	1.84766	252.8	34.8125	252.8	16.3438	252.8	7.57813	252.8	10.375	252.8	4.25391	252.8	5.33203
253.7	-1.28516	253.7	-0.523438	253.7	-0.0195313	253.7	-0.597656	253.7	0.550781	253.7	1.88281	253.8	32.0977	253.8	18.6484	253.8	7.05469	253.8	8.28125	253.8	4.82422	253.8	6.17578
254.7	-1.60547	254.7	-0.660156	254.7	0.308594	254.7	-7.8125e-3	254.7	1.10156	254.7	1.8125	254.8	34.0508	254.8	17.2656	254.8	7.01172	254.8	7.28516	254.8	4.03125	254.8	6.12109
255.7	-1.00781	255.7	-0.722656	255.7	-0.078125	255.7	-3.90625e-3	255.7	-0.0976563	255.7	1.92969	255.8	33.9961	255.8	17.6836	255.8	7.71094	255.8	7.45703	255.8	5.48047	255.8	3.58984
256.7	-0.984375	256.7	-0.300781	256.7	-0.300781	256.7	-0.214844	256.7	0.304688	256.7	1.84375	256.8	32.6953	256.8	17.3281	256.8	9.125	256.8	6.15234	256.8	4.67578	256.8	4.54297
257.7	-1.22266	257.7	-0.101563	257.7	0	257.7	-0.4375	257.7	0.503906	257.7	1.14453	257.8	35.7852	257.8	17.9922	257.8	6.05859	257.8	7.94141	257.8	4.99219	257.8	5.27734
258.7	-1.27734	258.7	-0.386719	258.7	0.09375	258.7	-0.152344	258.7	0.109375	258.7	1.59766	258.8	32.6641	258.8	18.0156	258.8	7.03125	258.8	7.82422	258.8	4.80859	258.8	5.14063
259.7	-1.53125	259.7	-0.507813	259.7	-0.277344	259.7	-0.53125	259.7	0.386719	259.7	1.41016	259.8	32.4297	259.8	17.1367	259.8	7.14063	259.8	7.00391	259.8	4.25391	259.8	5.8125
260.7	-0.753906	260.7	-0.371094	260.7	-0.417969	260.7	-0.230469	260.7	0.773438	260.7	2.30469	260.8	33.2969	260.8	15.6641	260.8	7.19531	260.8	6.66797	260.8	3.96094	260.8	3.97656
261.7	-1.39063	261.7	-0.820313	261.7	-0.113281	261.7	-0.34375	261.7	0.246094	261.7	1.66797	261.8	32.7188	261.8	15.75	261.8	6.52344	261.8	7.11719	261.8	5.05859	261.8	5.38281
262.7	-1.17578	262.7	-0.394531	262.7	-0.289063	262.7	-0.191406	262.7	3.90625e-3	262.7	1.52734	262.8	32.5586	262.8	16.5195	262.8	5.65234	262.8	7.98047	262.8	3.31641	262.8	3.75391
263.7	-1.41797	263.7	-0.796875	263.7	-0.375	263.7	-0.203125	263.7	0.566406	263.7	1.51953	263.8	31.7734	263.8	16.2539	263.8	7.625	263.8	8.62891	263.8	4.35938	263.8	4.07031
264.7	-1.10156	264.7	-0.898438	264.7	-0.535156	264.7	-0.140625	264.7	0.691406	264.7	1.57031	264.8	32.5742	264.8	16.8789	264.8	7.20313	264.8	8.58594	264.8	3.41406	264.8	4.42578
265.7	-1.53125	265.7	-0.722656	265.7	-0.371094	265.7	-0.164063	265.7	0.140625	265.7	1.6875	265.8	31.8125	265.8	16.2305	265.8	6.67969	265.8	6.91016	265.8	4.17188	265.8	3.73047
266.7	-1.82422	266.7	-0.300781	266.7	-0.605469	266.7	-0.78125	266.7	0.625	266.7	1.85547	266.8	32.5977	266.8	17.1914	266.8	7.71484	266.8	7.78516	266.8	4.34766	266.8	5.36328
267.7	-1.17969	267.7	-0.3125	267.7	0.0195313	267.7	-0.554688	267.7	0.140625	267.7	1.21484	267.8	31.2656	267.8	16.4297	267.8	7.12891	267.8	7.63672	267.8	3.39453	267.8	3.49609
268.7	-1.49219	268.7	-0.484375	268.7	-0.554688	268.7	-0.605469	268.7	0.128906	268.7	1.78906	268.8	32.4883	268.8	15.8164	268.8	6.70313	268.8	8.60938	268.8	3.69922	268.8	5.05859
269.7	-1.57422	269.7	-0.753906	269.7	-0.425781	269.7	-0.332031	269.7	0.128906	269.7	1.57813	269.8	32.5547	269.8	16.1875	269.8	6.85938	269.8	7.61328	269.8	4.12109	269.8	3.88672
270.7	-1.69922	270.7	-1.14844	270.7	-0.324219	270.7	-0.46875	270.7	-0.242188	270.7	1.71094	270.8	32.2031	270.8	16.2344	270.8	5.69922	270.8	6.5625	270.8	3.75391	270.8	5.44141
271.7	-1.74219	271.7	-0.8125	271.7	-0.816406	271.7	-0.5	271.7	0.195313	271.7	1.9375	271.8	33.7344	271.8	16.0742	271.8	6.84766	271.8	6.59766	271.8	2.93359	271.8	5.47266
272.7	-1.02734	272.7	-0.847656	272.7	-0.796875	272.7	-0.183594	272.7	0.0507813	272.7	1.34375	272.8	32.9219	272.8	15.4844	272.8	6.19922	272.8	7.97266	272.8	3.58984	272.8	3.14453
273.7	-1.63672	273.7	-0.824219	273.7	-1.19531	273.7	-0.222656	273.7	0.148438	273.7	2.31641	273.8	31.6133	273.8	15.9727	273.8	8.25	273.8	7.69141	273.8	3.46094	273.8	2.66406
274.7	-1.79688	274.7	-0.878906	274.7	-0.296875	274.7	-0.0664063	274.7	3.90625e-3	274.7	1.51953	274.8	31.8828	274.8	15.5039	274.8	5.76563	274.8	7.16797	274.8	3.73438	274.8	1.6875
275.7	-1.30859	275.7	-1.05469	275.7	-0.625	275.7	-0.210938	275.7	0.078125	275.7	1.85156	275.8	31.832	275.8	16.1406	275.8	6.22656	275.8	6.45703	275.8	3.34375	275.8	3.50781
276.7	-1.32422	276.7	-0.644531	276.7	-0.488281	276.7	-0.347656	276.7	0.398438	276.7	2.05859	276.8	31.8789	276.8	14.9961	276.8	7.55078	276.8	6.8125	276.8	4.22656	276.8	3.30859
277.7	-1.57422	277.7	-0.683594	277.7	-0.578125	277.7	-0.574219	277.7	-0.238281	277.7	1.35938	277.8	31.5508	277.8	15.3594	277.8	5.37891	277.8	7.55469	277.8	3.73828	277.8	3.87109
278.7	-1.58203	278.7	-0.847656	278.7	-0.265625	278.7	-0.703125	278.7	0.539063	278.7	2.07422	278.8	30.9922	278.8	14.2578	278.8	6.78125	278.8	6.73047	278.8	1.99609	278.8	2.78516
279.7	-1.8125	279.7	-1.12109	279.7	-0.734375	279.7	-0.710938	279.7	0.03125	279.7	1.60938	279.8	32.5703	279.8	16.3594	279.8	5.82422	279.8	6.6875	279.8	2.99219	279.8	3.25391
280.7	-1.76953	280.7	-1.07813	280.7	-0.761719	280.7	-0.160156	280.7	7.8125e-3	280.7	1.91016	280.8	31.7695	280.8	13.1719	280.8	6.54297	280.8	5.82031	280.8	3.73438	280.8	2.84375
281.7	-1.83203	281.7	-0.765625	281.7	-0.96875	281.7	-0.316406	281.7	-0.03125	281.7	1.51172	281.8	32.2188	281.8	12.9648	281.8	7.09375	281.8	7.62109	281.8	4.16797	281.8	2.25
282.7	-2.08594	282.7	-1.10547	282.7	-0.601563	282.7	-0.316406	282.7	0.0390625	282.7	2.00781	282.8	31.2422	282.8	12.7188	282.8	6.96094	282.8	6.30078	282.8	3.50391	282.8	3.81641
283.7	-2.41406	283.7	-1.12109	283.7	-0.691406	283.7	-0.578125	283.7	0.367188	283.7	2.07813	283.8	30.4375	283.8	13.3633	283.8	7.99609	283.8	7.07813	283.8	1.91016	283.8	1.61328
284.7	-1.66016	284.7	-0.523438	284.7	-1.41406	284.7	-0.265625	284.7	0.203125	284.7	1.66797	284.8	32.0273	284.8	14.7305	284.8	6.41016	284.8	6.53516	284.8	3.62109	284.8	0.886719
285.7	-2.30078	285.7	-1.01953	285.7	-1.28516	285.7	-0.992188	285.7	0.347656	285.7	1.78906	285.8	30.5273	285.8	15.043	285.8	6.05078	285.8	6.33984	285.8	2.48047	285.8	0.859375
286.7	-1.61328	286.7	-1.12891	286.7	-1.07813	286.7	-0.96875	286.7	0.261719	286.7	2.14063	286.8	30.793	286.8	15.082	286.8	6.125	286.8	6.37109	286.8	3.08984	286.8	1.99219
287.7	-1.85547	287.7	-1.62109	287.7	-1.42969	287.7	-0.59375	287.7	0.148438	287.7	1.8125	287.8	31.7383	287.8	14.6328	287.8	6.17969	287.8	7.87109	287.8	2.96094	287.8	3.17188
288.7	-1.98047	288.7	-0.976563	288.7	-0.898438	288.7	-0.785156	288.7	0.261719	288.7	2.22266	288.8	30.3047	288.8	13.8711	288.8	4.59766	288.8	6.89063	288.8	3.1875	288.8	2.36719
289.7	-1.91016	289.7	-1.46094	289.7	-1.34766	289.7	-0.28125	289.7	0.488281	289.7	1.94531	289.8	29.1797	289.8	12.5313	289.8	6.10938	289.8	6.32422	289.8	2.33203	289.8	3.01563
290.7	-2.25391	290.7	-1.13281	290.7	-1.625	290.7	-0.527344	290.7	0.046875	290.7	1.48828	290.8	29.7148	290.8	13.1484	290.8	5.45703	290.8	4.85547	290.8	2.67188	290.8	1.71094
291.7	-1.89453	291.7	-1.47266	291.7	-1.49609	291.7	-0.414063	291.7	-0.222656	291.7	1.40625	291.8	28.9141	291.8	14.1758	291.8	5.89453	291.8	6.77734	291.8	2.05859	291.8	2.1875
292.7	-2.05859	292.7	-0.925781	292.7	-0.980469	292.7	-0.199219	292.7	-0.0859375	292.7	2.01563	292.8	29.6914	292.8	14.0664	292.8	5.38672	292.8	7.57813	292.8	1.92188	292.8	1.49219
293.7	-1.76172	293.7	-1.44141	293.7	-1.18359	293.7	-0.964844	293.7	0.488281	293.7	1.56641	293.8	30.5273	293.8	13.3242	293.8	6.32031	293.8	6.41406	293.8	3.38672	293.8	0.730469
294.7	-1.92969	294.7	-1.11719	294.7	-0.828125	294.7	-0.914063	294.7	0.0898438	294.7	1.875	294.8	29.0625	294.8	14.7344	294.8	4.82031	294.8	6.85156	294.8	3.08203	294.8	4.03516
295.7	-2.09766	295.7	-1.10938	295.7	-1.09375	295.7	-0.539063	295.7	-0.4375	295.7	1.52734	295.8	30.8477	295.8	12.8867	295.8	6.09766	295.8	6.11719	295.8	1.46094	295.8	0.882813
296.7	-1.76953	296.7	-1.19141	296.7	-1.35938	296.7	-0.96875	296.7	0.398438	296.7	1.51563	296.8	30.4648	296.8	13.8555	296.8	5.23438	296.8	6.45313	296.8	1.66406	296.8	1.94922
297.7	-2.42969	297.7	-1.27344	297.7	-1.19141	297.7	-0.855469	297.7	-0.136719	297.7	1.80859	297.8	29.5234	297.8	13.4688	297.8	5.23438	297.8	5.29297	297.8	1.125	297.8	3.93359
298.7	-2.48828	298.7	-1.34766	298.7	-1.59766	298.7	-1.28125	298.7	0.179688	298.7	1.36328	298.8	30.0508	298.8	11.7383	298.8	4.38672	298.8	7.58984	298.8	1.83594	298.8	3.58984
299.7	-2.05859	299.7	-1.33594	299.7	-1.14063	299.7	-0.585938	299.7	-0.144531	299.7	1.14453	299.8	28.043	299.8	13.4883	299.8	5.59766	299.8	6.54297	299.8	2.19531	299.8	3.625
300.7	-2.05859	300.7	-1.25391	300.7	-0.699219	300.7	-0.449219	300.7	0.226563	300.7	1.66016	300.8	28.7305	300.8	12.207	300.8	5.60156	300.8	4.65234	300.8	2.07422	300.8	1.66016
301.7	-2.44922	301.7	-1.49609	301.7	-1.44531	301.7	-0.765625	301.7	-0.453125	301.7	1.5	301.8	29.4336	301.8	14.207	301.8	6.68359	301.8	6.65234	301.8	1.34375	301.8	1.30078
302.7	-1.87109	302.7	-1.33984	302.7	-0.925781	302.7	-0.453125	302.7	0.121094	302.7	0.980469	302.8	27.9805	302.8	13.4375	302.8	6.31641	302.8	6.51172	302.8	3.32422	302.8	2.00781
303.7	-2.16406	303.7	-1.48828	303.7	-1.125	303.7	-0.886719	303.7	0.242188	303.7	2.10938	303.8	27.3242	303.8	12.1992	303.8	3.65625	303.8	5.67188	303.8	1.97266	303.8	1.6875
304.7	-2.6875	304.7	-1.55859	304.7	-1.50391	304.7	-0.792969	304.7	-0.25	304.7	2.02344	304.8	28.3125	304.8	12.5117	304.8	4.82813	304.8	4.80078	304.8	3.10938	304.8	2.52734
305.7	-1.9375	305.7	-1.51172	305.7	-0.703125	305.7	-0.652344	305.7	-0.015625	305.7	1.30859	305.8	30.0977	305.8	11.3047	305.8	4.86328	305.8	5.69141	305.8	1.86328	305.8	2.875
306.7	-2.375	306.7	-1.60547	306.7	-0.917969	306.7	-0.875	306.7	0.0195313	306.7	1.77344	306.8	28.7305	306.8	14.5352	306.8	4.24219	306.8	6.21094	306.8	1.26563	306.8	1.33984
307.7	-2.5625	307.7	-1.25781	307.7	-0.867188	307.7	-0.835938	307.7	0.125	307.7	1.39453	307.8	28.2734	307.8	12.3828	307.8	3.73828	307.8	4.76172	307.8	1.87109	307.8	1.08984
308.7	-2.70313	308.7	-1.92188	308.7	-1.49219	308.7	-1.17188	308.7	-0.164063	308.7	1.52734	308.8	28.4844	308.8	12.8828	308.8	5.03516	308.8	5.23828	308.8	2.13672	308.8	0.988281
309.7	-2.46094	309.7	-1.57813	309.7	-1.21875	309.7	-0.714844	309.7	-0.0898438	309.7	1.90234	309.8	27.8555	309.8	11.6328	309.8	4.28906	309.8	6.03906	309.8	1.14453	309.8	0.894531
310.7	-2.73047	310.7	-1.22266	310.7	-1.05859	310.7	-1.09766	310.7	-0.433594	310.7	1.51953	310.8	28.3984	310.8	11.7813	310.8	5.28516	310.8	5.51172	310.8	2.54297	310.8	1.10547
311.7	-2.55078	311.7	-1.80859	311.7	-1.60547	311.7	-0.976563	311.7	-0.4375	311.7	1.61328	311.8	27.6211	311.8	11.0391	311.8	3.49609	311.8	4.00781	311.8	1.63281	311.8	-0.03125
312.7	-2.73047	312.7	-1.66016	312.7	-0.929688	312.7	-1.15234	312.7	-0.0390625	312.7	1.45703	312.8	29.0586	312.8	12.6406	312.8	3.33203	312.8	4.99219	312.8	1.99609	312.8	0.769531
313.7	-2.94922	313.7	-1.71094	313.7	-0.941406	313.7	-0.925781	313.7	-0.441406	313.7	1.57031	313.8	26.8477	313.8	12.4023	313.8	2.98047	313.8	4.17969	313.8	0.933594	313.8	2.39844
314.7	-2.69531	314.7	-1.57422	314.7	-1.41406	314.7	-1.23047	314.7	0.0546875	314.7	1.5	314.8	27.3867	314.8	11.9414	314.8	3.42969	314.8	5.07031	314.8	1.51563	314.8	1.69141
315.7	-2.70313	315.7	-1.78125	315.7	-1.45313	315.7	-0.945313	315.7	-0.1875	315.7	2.07813	315.8	27.7656	315.8	11.375	315.8	4.05078	315.8	4.48438	315.8	1.94531	315.8	2
316.7	-2.9375	316.7	-1.21875	316.7	-1.29297	316.7	-0.925781	316.7	0.046875	316.7	1.51563	316.8	25.8633	316.8	10.6406	316.8	3.29688	316.8	4.83594	316.8	2.30469	316.8	-0.597656
317.7	-3.13672	317.7	-2.03125	317.7	-1.57422	317.7	-0.652344	317.7	-0.316406	317.7	1.34375	317.8	28.9297	317.8	10.1602	317.8	3.42188	317.8	4.76953	317.8	1.3125	317.8	0.542969
318.7	-2.65625	318.7	-1.75	318.7	-1.64063	318.7	-0.851563	318.7	-0.476563	318.7	1.96484	318.8	27.9297	318.8	9.01563	318.8	2.93359	318.8	5.46094	318.8	1.80078	318.8	2.91406
319.7	-3.08594	319.7	-1.83984	319.7	-1.42188	319.7	-0.902344	319.7	-0.363281	319.7	1.5	319.8	27.293	319.8	11.582	319.8	4.6875	319.8	4.24609	319.8	0.75	319.8	0.589844
320.7	-2.69922	320.7	-1.44531	320.7	-1.42188	320.7	-0.921875	320.7	-0.46875	320.7	1.41406	320.8	27.0977	320.8	11.7227	320.8	3	320.8	4.16797	320.8	1.54688	320.8	0.445313
321.7	-2.53125	321.7	-1.67969	321.7	-1.56641	321.7	-0.769531	321.7	-0.789063	321.7	1.57813	321.8	28.3086	321.8	8.29688	321.8	4.05078	321.8	5.34766	321.8	-3.90625e-3	321.8	1.87891
322.7	-2.66406	322.7	-1.53125	322.7	-1.44531	322.7	-0.957031	322.7	-0.242188	322.7	1.26172	322.8	26.1328	322.8	10.2148	322.8	3.27344	322.8	3.60547	322.8	1.52734	322.8	1.35156
323.7	-3.02344	323.7	-1.74609	323.7	-1.42188	323.7	-1.34375	323.7	-0.445313	323.7	1.11719	323.8	25.1016	323.8	10.875	323.8	4.32031	323.8	4.1875	323.8	-0.125	323.8	0.015625
324.7	-2.79297	324.7	-1.70703	324.7	-0.785156	324.7	-1.55859	324.7	-0.339844	324.7	1.52344	324.8	27.5859	324.8	11.2227	324.8	3.28125	324.8	5.53516	324.8	0.15625	324.8	0.933594
325.7	-3.10938	325.7	-2.01953	325.7	-1.13281	325.7	-1.00781	325.7	-0.222656	325.7	1.59766	325.8	25.7891	325.8	10.8789	325.8	3.30078	325.8	4.55469	325.8	0.0195313	325.8	0.128906
326.7	-2.40234	326.7	-1.72266	326.7	-1.59766	326.7	-1.40625	326.7	-0.644531	326.7	1.30469	326.8	26.625	326.8	10.6055	326.8	2.25781	326.8	4.46094	326.8	1.08203	326.8	0.226563
327.7	-2.50391	327.7	-1.75	327.7	-1.12109	327.7	-1.29297	327.7	-0.734375	327.7	1.96484	327.8	27.6211	327.8	9.55859	327.8	2.48438	327.8	5.53516	327.8	0.378906	327.8	0.511719
328.7	-3.02734	328.7	-1.99609	328.7	-1.78906	328.7	-1.28125	328.7	-0.40625	328.7	1.43359	328.8	27.7266	328.8	10.7031	328.8	2.92578	328.8	5.87891	328.8	1.03516	328.8	0.425781
329.7	-2.99609	329.7	-1.72656	329.7	-1.32422	329.7	-1.52734	329.7	-0.0976563	329.7	1.55859	329.8	26.8242	329.8	9.92188	329.8	2.88672	329.8	5.43359	329.8	0.695313	329.8	-0.339844
