211202_kinetic_519, 00 Fc=3 - 1_X	211202_kinetic_519, 00 Fc=3 - 1_Y	211202_kinetic_519, 00 Fc=3 - 2_X	211202_kinetic_519, 00 Fc=3 - 2_Y	211202_kinetic_519, 00 Fc=3 - 3_X	211202_kinetic_519, 00 Fc=3 - 3_Y	211202_kinetic_519, 00 Fc=3 - 4_X	211202_kinetic_519, 00 Fc=3 - 4_Y	211202_kinetic_519, 00 Fc=3 - 5_X	211202_kinetic_519, 00 Fc=3 - 5_Y	211202_kinetic_519, 00 Fc=3 - 6_X	211202_kinetic_519, 00 Fc=3 - 6_Y	211202_kinetic_519, 00 Fc=4 - 1_X	211202_kinetic_519, 00 Fc=4 - 1_Y	211202_kinetic_519, 00 Fc=4 - 2_X	211202_kinetic_519, 00 Fc=4 - 2_Y	211202_kinetic_519, 00 Fc=4 - 3_X	211202_kinetic_519, 00 Fc=4 - 3_Y	211202_kinetic_519, 00 Fc=4 - 4_X	211202_kinetic_519, 00 Fc=4 - 4_Y	211202_kinetic_519, 00 Fc=4 - 5_X	211202_kinetic_519, 00 Fc=4 - 5_Y	211202_kinetic_519, 00 Fc=4 - 6_X	211202_kinetic_519, 00 Fc=4 - 6_Y
89.7	-2600.29	89.7	-2472.29	89.7	-2256.07	89.7	-1848.04	89.7	-1105.68	89.7	448.043	89.8	-2347.99	89.8	-2248.69	89.8	-2062.8	89.8	-1689.26	89.8	-1014.19	89.8	422.34
90.7	-2600.71	90.7	-2472.35	90.7	-2255.73	90.7	-1847.64	90.7	-1105.02	90.7	448.223	90.8	-2346.74	90.8	-2247.53	90.8	-2063.28	90.8	-1688.91	90.8	-1013.62	90.8	422.598
91.7	-2600.79	91.7	-2471.98	91.7	-2255.55	91.7	-1847.67	91.7	-1105.3	91.7	447.785	91.8	-2346.09	91.8	-2247.89	91.8	-2062.28	91.8	-1689.5	91.8	-1013.72	91.8	422.156
92.7	-2600.3	92.7	-2472.01	92.7	-2255.64	92.7	-1847.87	92.7	-1105.32	92.7	447.078	92.8	-2345.08	92.8	-2247.48	92.8	-2061.21	92.8	-1688.45	92.8	-1013.14	92.8	423.941
93.7	-2599.66	93.7	-2471.48	93.7	-2255.25	93.7	-1847.43	93.7	-1105.11	93.7	446.953	93.8	-2344.15	93.8	-2246.23	93.8	-2061.07	93.8	-1687.93	93.8	-1012.61	93.8	423.914
94.7	-2599.48	94.7	-2471.03	94.7	-2255.36	94.7	-1847.25	94.7	-1104.8	94.7	447.332	94.8	-2343.9	94.8	-2246.48	94.8	-2061.15	94.8	-1687.96	94.8	-1012.82	94.8	423.555
95.7	-2598.78	95.7	-2470.72	95.7	-2254.51	95.7	-1847.12	95.7	-1104.92	95.7	447.422	95.8	-2342.57	95.8	-2245.77	95.8	-2060.34	95.8	-1687.34	95.8	-1011.86	95.8	424.078
96.7	-2598.18	96.7	-2470.36	96.7	-2254.38	96.7	-1846.8	96.7	-1104.59	96.7	447.195	96.8	-2342.3	96.8	-2244.71	96.8	-2059.47	96.8	-1686.59	96.8	-1012.36	96.8	425.016
97.7	-2597.66	97.7	-2470.13	97.7	-2254.31	97.7	-1846.66	97.7	-1105.12	97.7	447.496	97.8	-2341.04	97.8	-2244.48	97.8	-2059.19	97.8	-1685.46	97.8	-1011.98	97.8	423.531
98.7	-2597.6	98.7	-2469.63	98.7	-2253.71	98.7	-1846.04	98.7	-1104.69	98.7	447.418	98.8	-2340.7	98.8	-2243.83	98.8	-2058.5	98.8	-1685.62	98.8	-1012.15	98.8	423.898
99.7	-2596.97	99.7	-2469.21	99.7	-2253.62	99.7	-1845.68	99.7	-1104.32	99.7	447.918	99.8	-2339.68	99.8	-2243.57	99.8	-2058.84	99.8	-1685.35	99.8	-1011.16	99.8	422.566
100.7	-2596.95	100.7	-2468.74	100.7	-2252.92	100.7	-1845.76	100.7	-1103.89	100.7	447.359	100.8	-2338.78	100.8	-2243.04	100.8	-2057.41	100.8	-1685.46	100.8	-1011.95	100.8	424.051
101.7	-2595.89	101.7	-2468.83	101.7	-2252.88	101.7	-1845.54	101.7	-1103.56	101.7	446.957	101.8	-2337.95	101.8	-2242.75	101.8	-2057.11	101.8	-1684.81	101.8	-1010.74	101.8	421.844
102.7	-2595.98	102.7	-2468	102.7	-2251.71	102.7	-1845.07	102.7	-1103.99	102.7	447.492	102.8	-2337.67	102.8	-2242.07	102.8	-2057.5	102.8	-1684.42	102.8	-1011.2	102.8	423.691
103.7	-2595.54	103.7	-2467.47	103.7	-2251.86	103.7	-1845.07	103.7	-1103.32	103.7	447.621	103.8	-2336.97	103.8	-2241.05	103.8	-2057.06	103.8	-1683.95	103.8	-1009.66	103.8	424.223
104.7	-2594.71	104.7	-2467.4	104.7	-2251.17	104.7	-1844.54	104.7	-1103.21	104.7	447.668	104.8	-2336.05	104.8	-2240.34	104.8	-2055.88	104.8	-1682.96	104.8	-1010.59	104.8	425.496
105.7	-2594.06	105.7	-2466.45	105.7	-2250.78	105.7	-1843.7	105.7	-1103.05	105.7	447.504	105.8	-2335.21	105.8	-2240.15	105.8	-2055.55	105.8	-1682.67	105.8	-1009.79	105.8	424.258
106.7	-2593.66	106.7	-2466.08	106.7	-2250.71	106.7	-1843.59	106.7	-1102.44	106.7	447.539	106.8	-2334.77	106.8	-2238.98	106.8	-2056	106.8	-1682.41	106.8	-1008.41	106.8	425.563
107.7	-2592.98	107.7	-2465.64	107.7	-2250.17	107.7	-1843.5	107.7	-1102.04	107.7	447.508	107.8	-2333.52	107.8	-2239.04	107.8	-2055.21	107.8	-1681.87	107.8	-1008.4	107.8	424.754
108.7	-2592.75	108.7	-2465.43	108.7	-2249.44	108.7	-1843	108.7	-1101.83	108.7	447.785	108.8	-2333.06	108.8	-2239.06	108.8	-2053.86	108.8	-1681.34	108.8	-1009.04	108.8	424.648
109.7	-2592.44	109.7	-2464.56	109.7	-2249.01	109.7	-1842.88	109.7	-1101.88	109.7	447.516	109.8	-2332.41	109.8	-2238.14	109.8	-2054.54	109.8	-1681.1	109.8	-1008.83	109.8	425.102
110.7	-2591.6	110.7	-2464.36	110.7	-2249.04	110.7	-1841.97	110.7	-1101.99	110.7	447.531	110.8	-2331.71	110.8	-2237.48	110.8	-2053.99	110.8	-1680.88	110.8	-1007.98	110.8	423.52
111.7	-2590.82	111.7	-2464.24	111.7	-2248.66	111.7	-1842.06	111.7	-1101.78	111.7	447.434	111.8	-2330.8	111.8	-2236.29	111.8	-2052.78	111.8	-1680.22	111.8	-1008.42	111.8	425.145
112.7	-2590.79	112.7	-2463.32	112.7	-2247.83	112.7	-1841.48	112.7	-1100.81	112.7	447.719	112.8	-2330.3	112.8	-2236.63	112.8	-2052.45	112.8	-1680.7	112.8	-1008.2	112.8	424.633
113.7	-2590.46	113.7	-2463.12	113.7	-2248.12	113.7	-1841.7	113.7	-1100.9	113.7	448.063	113.8	-2329.42	113.8	-2235.48	113.8	-2052.16	113.8	-1680.09	113.8	-1007.88	113.8	424.023
114.7	-2590.06	114.7	-2462.5	114.7	-2247.54	114.7	-1841.13	114.7	-1100.97	114.7	448.141	114.8	-2329.19	114.8	-2234.98	114.8	-2051.95	114.8	-1679.31	114.8	-1007.36	114.8	423.984
115.7	-2589.7	115.7	-2462.44	115.7	-2247.24	115.7	-1840.06	115.7	-1100.49	115.7	448.059	115.8	-2328.38	115.8	-2235.1	115.8	-2051.2	115.8	-1678.56	115.8	-1007.36	115.8	425.094
116.7	-2589.17	116.7	-2461.35	116.7	-2246.68	116.7	-1839.64	116.7	-1100.33	116.7	448.078	116.8	-2328.2	116.8	-2234.69	116.8	-2050.84	116.8	-1677.88	116.8	-1006.64	116.8	425.805
117.7	-2588.51	117.7	-2460.84	117.7	-2246.33	117.7	-1839.5	117.7	-1099.63	117.7	448.586	117.8	-2327.46	117.8	-2234.03	117.8	-2050.3	117.8	-1678.21	117.8	-1006.82	117.8	425.773
118.7	-2588.57	118.7	-2460.99	118.7	-2245.93	118.7	-1839.48	118.7	-1099.66	118.7	448.344	118.8	-2326.86	118.8	-2233.45	118.8	-2050.33	118.8	-1677.46	118.8	-1006.08	118.8	426.73
119.7	-2588.08	119.7	-2460.34	119.7	-2245.74	119.7	-1839.31	119.7	-1099.29	119.7	448.289	119.8	-2326.66	119.8	-2233.06	119.8	-2049.77	119.8	-1677.69	119.8	-1006	119.8	425.027
120.7	-2587.46	120.7	-2460.07	120.7	-2245.62	120.7	-1839.65	120.7	-1099.6	120.7	448.258	120.8	-2325.95	120.8	-2233	120.8	-2049.45	120.8	-1677.49	120.8	-1005.52	120.8	425.469
121.7	-2587.5	121.7	-2459.79	121.7	-2246.07	121.7	-1838.9	121.7	-1099.23	121.7	448.648	121.8	-2325.89	121.8	-2233.09	121.8	-2049.2	121.8	-1677.71	121.8	-1004.85	121.8	424.754
122.7	-1274.95	122.7	-1424.64	122.7	-645.211	122.7	-1334.47	122.7	-1099.56	122.7	448.648	122.8	-1701.66	122.8	-1717.51	122.8	-1376.47	122.8	-1636.48	122.8	-1005.62	122.8	424.273
123.7	-37.1133	123.7	-52.418	123.7	-25.4961	123.7	-85.7461	123.7	-182.063	123.7	53.3867	123.8	-263.625	123.8	-329.57	123.8	-190.836	123.8	-409.523	123.8	-528.145	123.8	174.207
124.7	-3.13672	124.7	-5.46484	124.7	-3.91406	124.7	-5.98828	124.7	-5.78516	124.7	11.5781	124.8	21.1445	124.8	-11.3164	124.8	-4.93359	124.8	-25.7852	124.8	-52.4063	124.8	61.4844
125.7	0.0507813	125.7	-1.40625	125.7	-1.15625	125.7	-1.30469	125.7	1.82031	125.7	8.17578	125.8	53.0977	125.8	23.6602	125.8	14.0391	125.8	14.5313	125.8	17.3984	125.8	41.5938
126.7	0.839844	126.7	-0.207031	126.7	-0.28125	126.7	-0.523438	126.7	2.46094	126.7	6.60547	126.8	56.1094	126.8	30.8047	126.8	18.5859	126.8	20.8711	126.8	21.9648	126.8	36.168
127.7	0.996094	127.7	-0.257813	127.7	0.378906	127.7	-0.414063	127.7	1.89844	127.7	5.08984	127.8	57.5195	127.8	32.3398	127.8	19.8008	127.8	22.4297	127.8	23.332	127.8	31.7734
128.7	1.92969	128.7	0.105469	128.7	0.246094	128.7	0.511719	128.7	1.48438	128.7	4.71094	128.8	60.0547	128.8	33.0469	128.8	21.9141	128.8	22.4688	128.8	22.0586	128.8	28.4766
129.7	1.80469	129.7	0.625	129.7	1.625	129.7	0.433594	129.7	1.67969	129.7	4.41016	129.8	57.5586	129.8	33.5078	129.8	19.8711	129.8	24.207	129.8	22.2305	129.8	28.3086
130.7	2.78906	130.7	1.27734	130.7	1.48828	130.7	1.26563	130.7	2.28516	130.7	5.51563	130.8	56.9961	130.8	32.9336	130.8	19.5117	130.8	19.8359	130.8	20.9453	130.8	24.4648
131.7	2.35547	131.7	1.22266	131.7	1.18359	131.7	1.33594	131.7	2.95313	131.7	5.35547	131.8	56.5742	131.8	31.793	131.8	21.4844	131.8	20.5234	131.8	18.8867	131.8	21.7227
132.7	3.21484	132.7	1.78516	132.7	1.56641	132.7	1.13281	132.7	2.26172	132.7	5.19922	132.8	58.2461	132.8	32.375	132.8	19.3672	132.8	20.3711	132.8	18.1563	132.8	23.0586
133.7	2.04297	133.7	1.82422	133.7	1.21875	133.7	1.38281	133.7	2.45313	133.7	5.39844	133.8	58.3477	133.8	31.6953	133.8	19.4258	133.8	20.6641	133.8	16.8789	133.8	21.1797
134.7	2.52734	134.7	1.6875	134.7	1.30469	134.7	1.03906	134.7	2.61719	134.7	4.36719	134.8	57.8203	134.8	32.3594	134.8	19.1406	134.8	18.7227	134.8	17.4297	134.8	21.1797
135.7	3.01953	135.7	1.67969	135.7	1.16016	135.7	0.964844	135.7	1.92578	135.7	5.125	135.8	57.0742	135.8	32.8594	135.8	20.168	135.8	19.7109	135.8	14.8672	135.8	21.4492
136.7	2.5	136.7	2.04688	136.7	1.57813	136.7	1.53125	136.7	2.46484	136.7	4.10547	136.8	57.4414	136.8	33.3164	136.8	20.6758	136.8	20.168	136.8	14.7461	136.8	21.1211
137.7	2.75781	137.7	2.08203	137.7	1.92969	137.7	1.43359	137.7	2.48047	137.7	4.08594	137.8	56.6602	137.8	31.3047	137.8	21.2148	137.8	20.2852	137.8	16.4102	137.8	19.3281
138.7	2	138.7	1.86328	138.7	1.33984	138.7	1.84375	138.7	2.57422	138.7	4.41016	138.8	57.625	138.8	32.0078	138.8	20.4883	138.8	20.9063	138.8	15.3398	138.8	19.1172
139.7	2.21094	139.7	1.67188	139.7	1.76953	139.7	1.625	139.7	2.40234	139.7	3.81641	139.8	58.7266	139.8	32.9844	139.8	19.5703	139.8	20.4258	139.8	16.9414	139.8	18.1328
140.7	2.41797	140.7	1.60547	140.7	1.70703	140.7	1.91797	140.7	2.78906	140.7	3.99219	140.8	56.1211	140.8	32.5547	140.8	18.2891	140.8	20.4883	140.8	15.7305	140.8	17.2227
141.7	2.67969	141.7	1.38281	141.7	1.71484	141.7	1.82813	141.7	2.48828	141.7	4.10938	141.8	55.3867	141.8	31.9258	141.8	19.9492	141.8	19.543	141.8	16.4531	141.8	16.207
142.7	2	142.7	1.92578	142.7	1.37891	142.7	1.80078	142.7	2.33984	142.7	3.87891	142.8	55.5078	142.8	30.7188	142.8	20.2109	142.8	20.5273	142.8	15.2852	142.8	17.5352
143.7	2.38281	143.7	1.08203	143.7	1.74609	143.7	1.00391	143.7	2.38281	143.7	4.13281	143.8	55.707	143.8	30.7422	143.8	20.0547	143.8	19.6133	143.8	14.8164	143.8	15.9414
144.7	2.30469	144.7	1.75	144.7	1.35938	144.7	1.42969	144.7	2.42578	144.7	3.55078	144.8	57.043	144.8	32.7578	144.8	19.8164	144.8	18.1563	144.8	14.9219	144.8	16.5625
145.7	2.19141	145.7	2.11719	145.7	1.67969	145.7	0.886719	145.7	2.23438	145.7	3.91797	145.8	57.0859	145.8	31.9258	145.8	20.5039	145.8	18.9063	145.8	16.3789	145.8	17.6719
146.7	2.33984	146.7	2.08203	146.7	1.375	146.7	1.27734	146.7	2.09766	146.7	4.10156	146.8	57.5469	146.8	32.668	146.8	20.4688	146.8	20.5391	146.8	17.4102	146.8	17.6289
147.7	2.34766	147.7	2.01563	147.7	0.734375	147.7	1.42578	147.7	2.41406	147.7	4.14453	147.8	55.668	147.8	33.1289	147.8	19.1172	147.8	19.3398	147.8	16	147.8	17.9961
148.7	0.933594	148.7	-0.410156	148.7	-1.30078	148.7	-0.109375	148.7	2.39453	148.7	2.84766	148.8	55.7109	148.8	29.6094	148.8	18.9648	148.8	20.9375	148.8	15.6641	148.8	16.3164
149.7	0.230469	149.7	0.945313	149.7	1.83594	149.7	-1.09375	149.7	0.511719	149.7	2.07813	149.8	52.9375	149.8	31.8203	149.8	19.3086	149.8	19.9453	149.8	16.3164	149.8	17.4492
150.7	2.56641	150.7	2.03516	150.7	1.69531	150.7	1.57031	150.7	1.82813	150.7	5.23438	150.8	55.0898	150.8	29.7734	150.8	20.3828	150.8	19.9414	150.8	18.9336	150.8	18.8125
151.7	2.37891	151.7	1.34766	151.7	1.44531	151.7	1.57813	151.7	2.21484	151.7	3.58594	151.8	52.1758	151.8	29.168	151.8	18.1133	151.8	17.7969	151.8	15.8203	151.8	14.7813
152.7	1.90625	152.7	1.73828	152.7	1.59375	152.7	1.61719	152.7	1.84375	152.7	3.62109	152.8	52.1758	152.8	29.9219	152.8	17.082	152.8	18.1484	152.8	13.2031	152.8	12.7148
153.7	1.35156	153.7	1.45703	153.7	1.43359	153.7	1.19922	153.7	2.22656	153.7	3.375	153.8	52.5195	153.8	28.6172	153.8	17.7383	153.8	16.8008	153.8	15.6172	153.8	14.8164
154.7	1.75	154.7	1.33594	154.7	2.00781	154.7	1.44531	154.7	2.11719	154.7	3.41016	154.8	51.3203	154.8	28.9961	154.8	18.6016	154.8	18.1055	154.8	14.0039	154.8	15.2383
155.7	1.28125	155.7	1.55469	155.7	1.95703	155.7	1.41016	155.7	1.89453	155.7	3.57031	155.8	52.3242	155.8	29.1797	155.8	19.9961	155.8	16.9297	155.8	15.5078	155.8	14.0977
156.7	1.67969	156.7	1.3125	156.7	1.38281	156.7	1.49219	156.7	2.47656	156.7	3.73047	156.8	51.7578	156.8	29.0352	156.8	17.582	156.8	15.6445	156.8	14.2539	156.8	13.7344
157.7	1.90234	157.7	1.29688	157.7	1.54297	157.7	1.45703	157.7	2.40625	157.7	3.53906	157.8	52.3438	157.8	28.7969	157.8	18.6016	157.8	17.1484	157.8	13.5508	157.8	13.5469
158.7	1.85938	158.7	1.62109	158.7	1.04688	158.7	1.20313	158.7	2.21875	158.7	3.41797	158.8	51.0117	158.8	27.6289	158.8	18.0742	158.8	16.207	158.8	13.7813	158.8	13.207
159.7	1.50781	159.7	1.4375	159.7	1.50781	159.7	1.33594	159.7	2.58984	159.7	3.29688	159.8	50.0078	159.8	27.0938	159.8	16.8984	159.8	15.8516	159.8	12.1758	159.8	12.25
160.7	2.06641	160.7	1.39453	160.7	2.23438	160.7	1.43359	160.7	1.96484	160.7	3.79688	160.8	48.9492	160.8	27.6328	160.8	17.4805	160.8	16.4336	160.8	13.9648	160.8	12.75
161.7	1.69141	161.7	1.47656	161.7	1.74609	161.7	1.51953	161.7	1.76172	161.7	3.72656	161.8	50.9805	161.8	28.6133	161.8	16.4375	161.8	15.6914	161.8	13.5977	161.8	13.5352
162.7	1.41797	162.7	1.54297	162.7	1.95703	162.7	1.69922	162.7	2.36719	162.7	3.60547	162.8	51.5781	162.8	27.5703	162.8	16.8867	162.8	16.9492	162.8	13.8672	162.8	12.6797
163.7	1.61328	163.7	1.74219	163.7	1.61328	163.7	1.375	163.7	1.84375	163.7	3.61719	163.8	49.3555	163.8	28.3477	163.8	16.168	163.8	15.7188	163.8	13.1406	163.8	12.2734
164.7	1.46484	164.7	1.55078	164.7	1.88672	164.7	1.39453	164.7	2.19531	164.7	3.30078	164.8	49.7539	164.8	25.8398	164.8	16.8516	164.8	15.6016	164.8	12.5391	164.8	13.5391
165.7	0.945313	165.7	1.54688	165.7	1.28125	165.7	1.43359	165.7	1.74609	165.7	3.60938	165.8	48.168	165.8	28.2188	165.8	16.6016	165.8	14.9102	165.8	13.4023	165.8	11.8281
166.7	1.85547	166.7	1.56641	166.7	1.29297	166.7	1.02734	166.7	2.21484	166.7	3.06641	166.8	47.9492	166.8	26.6641	166.8	15.6016	166.8	14.6484	166.8	12.1445	166.8	11.0313
167.7	0.898438	167.7	1.21484	167.7	1.26172	167.7	1.47266	167.7	2.36328	167.7	3.72656	167.8	46.8906	167.8	29.3555	167.8	16.3398	167.8	15.9219	167.8	13.9883	167.8	12.8633
168.7	1.04688	168.7	1.60156	168.7	1.11719	168.7	1.48047	168.7	2.36328	168.7	3.55078	168.8	47.4141	168.8	27.5195	168.8	16.418	168.8	14.9414	168.8	11.9531	168.8	12.0938
169.7	1.32422	169.7	1.46094	169.7	1.05859	169.7	1.29688	169.7	2.45313	169.7	3.50781	169.8	48.2656	169.8	27.0078	169.8	15.5938	169.8	17.0273	169.8	12.7383	169.8	13.3398
170.7	1.61328	170.7	1.55078	170.7	1.17188	170.7	1.06641	170.7	1.95703	170.7	3.54297	170.8	47.8125	170.8	26.7539	170.8	16.1719	170.8	16.0195	170.8	11.6914	170.8	11.5117
171.7	1.26563	171.7	1.6875	171.7	0.648438	171.7	1.23438	171.7	2.67188	171.7	3.07422	171.8	48.8164	171.8	26.7305	171.8	15.6445	171.8	14.8359	171.8	12.3047	171.8	12.707
172.7	1.06641	172.7	1.23047	172.7	1.35156	172.7	1.32031	172.7	1.83984	172.7	3.65234	172.8	48.6172	172.8	26.8594	172.8	14.668	172.8	14.8359	172.8	12.2617	172.8	11.9766
173.7	0.925781	173.7	1.42969	173.7	1.07422	173.7	1.60547	173.7	1.74609	173.7	3.375	173.8	47.0977	173.8	27.6367	173.8	14.5508	173.8	15.0156	173.8	12.5586	173.8	12.3867
174.7	0.765625	174.7	1.09375	174.7	0.683594	174.7	1.32031	174.7	1.8125	174.7	3.32031	174.8	45.2148	174.8	26.1211	174.8	14.8828	174.8	14.3594	174.8	13.2031	174.8	11.9609
175.7	1.23828	175.7	1.38672	175.7	1.26563	175.7	1.02734	175.7	1.84766	175.7	3.82813	175.8	48.0117	175.8	26.3242	175.8	16.5273	175.8	13.7344	175.8	10.6797	175.8	12.7109
176.7	0.960938	176.7	1.46094	176.7	1.17969	176.7	1.33594	176.7	1.96875	176.7	3.53516	176.8	46.6719	176.8	26.0078	176.8	15.3047	176.8	15.6406	176.8	10.4531	176.8	11.8242
177.7	0.777344	177.7	1.15234	177.7	1.03516	177.7	1.35156	177.7	2.11328	177.7	3.15234	177.8	46.8594	177.8	24.7539	177.8	14.0508	177.8	13.9414	177.8	10.9414	177.8	10.8711
178.7	1.19531	178.7	0.890625	178.7	0.894531	178.7	1.04297	178.7	2.06641	178.7	3.08594	178.8	45.7344	178.8	25.2813	178.8	15.125	178.8	14.7383	178.8	11.6367	178.8	11.0625
179.7	0.597656	179.7	1.07031	179.7	1.04688	179.7	0.964844	179.7	2.41016	179.7	3.375	179.8	45.6055	179.8	28.1211	179.8	14.7773	179.8	14.0117	179.8	11.2188	179.8	9.86328
180.7	0.757813	180.7	1.38672	180.7	0.875	180.7	0.53125	180.7	1.97656	180.7	3.51172	180.8	45.4258	180.8	25.7266	180.8	15.4414	180.8	14.543	180.8	9.75	180.8	10.3359
181.7	0.914063	181.7	1.0625	181.7	1.10156	181.7	1.45703	181.7	1.76172	181.7	3.07813	181.8	44.9961	181.8	25.0859	181.8	15.0234	181.8	13.1445	181.8	10.6133	181.8	10.2266
182.7	0.433594	182.7	0.980469	182.7	0.796875	182.7	1.05078	182.7	1.53906	182.7	3.89453	182.8	45.2109	182.8	25.9805	182.8	14.8711	182.8	14.0156	182.8	11.0313	182.8	9.62891
183.7	0.738281	183.7	0.527344	183.7	0.742188	183.7	0.878906	183.7	1.51172	183.7	3.31641	183.8	45.4961	183.8	26.1094	183.8	12.2617	183.8	14.0195	183.8	10.0195	183.8	10.0547
184.7	0.832031	184.7	1.00391	184.7	0.523438	184.7	1.08203	184.7	2.10938	184.7	3.44141	184.8	43.1094	184.8	25.5781	184.8	13.3125	184.8	14.1406	184.8	10.6484	184.8	9.54297
185.7	0.539063	185.7	0.820313	185.7	1.16016	185.7	0.910156	185.7	1.8125	185.7	2.61328	185.8	43.8984	185.8	25.3281	185.8	14.1797	185.8	13.4844	185.8	12.0547	185.8	10.9648
186.7	0.523438	186.7	0.738281	186.7	1.22656	186.7	0.851563	186.7	1.23828	186.7	3.40234	186.8	43.7969	186.8	24.957	186.8	14.2617	186.8	13.2578	186.8	11.5781	186.8	10.0352
187.7	0.460938	187.7	0.777344	187.7	1.01172	187.7	0.972656	187.7	1.73438	187.7	2.89063	187.8	43.793	187.8	24.4727	187.8	13.8125	187.8	13.3281	187.8	9.08203	187.8	10.1094
188.7	0.117188	188.7	0.625	188.7	0.914063	188.7	1.04688	188.7	1.50391	188.7	3.19922	188.8	44.9258	188.8	24.1602	188.8	13.4375	188.8	12.75	188.8	10.7031	188.8	8.89063
189.7	0.640625	189.7	0.890625	189.7	0.832031	189.7	0.917969	189.7	1.93359	189.7	3.28906	189.8	44.3945	189.8	24.25	189.8	13.6836	189.8	12.9805	189.8	9.12109	189.8	8.13281
190.7	0.421875	190.7	0.234375	190.7	0.894531	190.7	0.613281	190.7	1.46484	190.7	3.31641	190.8	44.8516	190.8	23.8984	190.8	13.8867	190.8	14.168	190.8	10.7109	190.8	9.02344
191.7	0.898438	191.7	0.234375	191.7	0.785156	191.7	0.988281	191.7	1.58594	191.7	3.36719	191.8	44.0586	191.8	24.2305	191.8	14.5117	191.8	12.6211	191.8	9.8125	191.8	8.84766
192.7	0.398438	192.7	1.12109	192.7	0.753906	192.7	0.855469	192.7	1.60938	192.7	2.57422	192.8	43.0547	192.8	23.4414	192.8	12.7695	192.8	11.4961	192.8	9.32031	192.8	7.96094
193.7	0.429688	193.7	0.566406	193.7	0.851563	193.7	0.636719	193.7	1.07813	193.7	3.00391	193.8	43.5508	193.8	23.6797	193.8	13.2227	193.8	14.5508	193.8	9.75	193.8	8.85938
194.7	0.222656	194.7	0.542969	194.7	1.36328	194.7	0.671875	194.7	1.10156	194.7	3.17578	194.8	42.4414	194.8	23.8203	194.8	13.6914	194.8	13.0859	194.8	9.5625	194.8	9.26953
195.7	0.402344	195.7	0.691406	195.7	1.17188	195.7	0.367188	195.7	1.58203	195.7	2.71484	195.8	42.0039	195.8	23.3281	195.8	13.8789	195.8	11.2695	195.8	9.86719	195.8	8.22656
196.7	0.796875	196.7	0.800781	196.7	0.898438	196.7	0.851563	196.7	1.61328	196.7	2.80859	196.8	43.3945	196.8	26.2031	196.8	13.0039	196.8	14.0469	196.8	8.14063	196.8	9.33984
197.7	0.113281	197.7	0.921875	197.7	0.546875	197.7	1.19141	197.7	1.36719	197.7	2.63281	197.8	40.5039	197.8	24.3086	197.8	13.0547	197.8	10.4375	197.8	9.38672	197.8	8.86328
198.7	0.316406	198.7	0.789063	198.7	1.23828	198.7	1.08203	198.7	1.3125	198.7	2.87891	198.8	40.7891	198.8	22.5391	198.8	12.6914	198.8	12.9375	198.8	10.0664	198.8	8.23438
199.7	-0.03125	199.7	0.855469	199.7	0.9375	199.7	1.22656	199.7	1.75781	199.7	2.78906	199.8	41.9492	199.8	24.0391	199.8	13.6914	199.8	14.2148	199.8	8.20703	199.8	7.67969
200.7	0.0273438	200.7	0.46875	200.7	0.984375	200.7	0.910156	200.7	1.3125	200.7	3.00781	200.8	42.668	200.8	23.5273	200.8	13.3086	200.8	12.7695	200.8	8.65625	200.8	7.53906
201.7	0.09375	201.7	0.832031	201.7	0.371094	201.7	0.945313	201.7	1.33203	201.7	2.59766	201.8	42.4141	201.8	21.9766	201.8	10.9219	201.8	11.8633	201.8	7.63672	201.8	8.70313
202.7	-0.171875	202.7	0.832031	202.7	0.449219	202.7	0.738281	202.7	1.83203	202.7	3.02734	202.8	42.5234	202.8	23.707	202.8	12.1055	202.8	12.3164	202.8	10.0625	202.8	8.51563
203.7	-0.0898438	203.7	1.01953	203.7	0.484375	203.7	0.925781	203.7	1.34375	203.7	2.78516	203.8	41.1875	203.8	22.7891	203.8	13.9609	203.8	13.0625	203.8	9.23828	203.8	8.94922
204.7	7.8125e-3	204.7	0.644531	204.7	0.578125	204.7	0.574219	204.7	1.04688	204.7	2.91016	204.8	41.2578	204.8	22.8906	204.8	12.1133	204.8	12.793	204.8	6.84766	204.8	8.73828
205.7	-0.304688	205.7	0.492188	205.7	0.425781	205.7	0.691406	205.7	1.5	205.7	2.625	205.8	41.6211	205.8	21.9063	205.8	11.8125	205.8	13.1758	205.8	8.12109	205.8	9.22266
206.7	-0.300781	206.7	0.949219	206.7	0.488281	206.7	0.949219	206.7	1.08594	206.7	2.80859	206.8	40.5156	206.8	21.418	206.8	10.6133	206.8	12.0586	206.8	9.47656	206.8	7.10938
207.7	-0.503906	207.7	-0.0585938	207.7	0.796875	207.7	0.796875	207.7	1.55078	207.7	2.47266	207.8	40.0273	207.8	21.8359	207.8	13.5234	207.8	10.293	207.8	8.3125	207.8	9.10547
208.7	0.0625	208.7	0.929688	208.7	0.589844	208.7	0.828125	208.7	2.05078	208.7	2.63672	208.8	41.1406	208.8	22.3281	208.8	12.3086	208.8	11.0625	208.8	9.39844	208.8	8.01953
209.7	3.90625e-3	209.7	0.554688	209.7	0.78125	209.7	0.816406	209.7	1.10547	209.7	2.92578	209.8	40.1094	209.8	24.2578	209.8	13.293	209.8	10.7617	209.8	8.23438	209.8	8.50391
