X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
1.2376359E2	1.4771953E2	1.2395359E2	7.8178273E1	1.2330359E2	3.7195632E1	1.2380261E2	2.4547746E1	1.2365359E2	7.4170029E0	1.2378359E2	9.2471932E0
1.2476359E2	1.4911016E2	1.2495359E2	7.7516898E1	1.2430359E2	3.6601114E1	1.2480261E2	2.3290353E1	1.2465359E2	8.3284518E0	1.2478359E2	8.7424228E0
1.2576359E2	1.4581471E2	1.2595359E2	7.8838299E1	1.2530359E2	3.6141016E1	1.2580261E2	2.4732402E1	1.2565359E2	1.2392799E1	1.2578359E2	8.5228297E0
1.2676359E2	1.4608375E2	1.2695359E2	7.7940646E1	1.2630359E2	3.5018517E1	1.2680261E2	2.4752375E1	1.2665359E2	1.1855472E1	1.2678359E2	7.6508645E0
1.2776359E2	1.4619354E2	1.2795359E2	7.6907072E1	1.2730359E2	3.5805071E1	1.2780261E2	2.4709060E1	1.2765359E2	1.1989508E1	1.2778359E2	8.1308896E0
1.2876359E2	1.4075844E2	1.2895359E2	7.5452359E1	1.2830359E2	3.9419365E1	1.2880261E2	2.4790963E1	1.2865359E2	1.1129120E1	1.2878359E2	8.0054002E0
1.2976359E2	1.4268306E2	1.2995359E2	7.6797357E1	1.2930359E2	3.9279566E1	1.2980261E2	2.4156593E1	1.2965359E2	1.0819370E1	1.2978359E2	7.8680700E0
1.3076359E2	1.4414456E2	1.3095359E2	7.6194821E1	1.3030359E2	3.9267156E1	1.3080261E2	2.3757742E1	1.3065359E2	1.0282463E1	1.3078359E2	8.2329531E0
1.3176359E2	1.4304156E2	1.3195359E2	7.6527821E1	1.3130359E2	3.9467611E1	1.3180261E2	2.2755980E1	1.3165359E2	9.8230359E0	1.3178359E2	8.3928808E0
1.3276359E2	1.4374940E2	1.3295359E2	7.4598213E1	1.3230359E2	4.0320442E1	1.3280261E2	2.2594551E1	1.3265359E2	8.8276312E0	1.3278359E2	7.7687015E0
1.3376359E2	1.4375282E2	1.3395359E2	7.2050050E1	1.3330359E2	3.8884704E1	1.3380261E2	2.2384313E1	1.3365359E2	6.6256106E0	1.3378359E2	7.4580617E0
1.3476359E2	1.4295478E2	1.3495359E2	7.3252560E1	1.3430359E2	3.8704858E1	1.3480261E2	2.2370267E1	1.3465359E2	6.6392696E0	1.3478359E2	6.7011155E0
1.3576359E2	1.4107659E2	1.3595359E2	7.2232143E1	1.3530359E2	3.7881116E1	1.3580261E2	2.3189405E1	1.3565359E2	5.0794113E0	1.3578359E2	7.6799778E0
1.3676359E2	1.3974469E2	1.3695359E2	7.1186253E1	1.3630359E2	3.8505539E1	1.3680261E2	2.3650343E1	1.3665359E2	6.6476263E0	1.3678359E2	6.9769898E0
1.3776359E2	1.3730072E2	1.3795359E2	7.2254647E1	1.3730359E2	3.9315848E1	1.3780261E2	2.2665485E1	1.3765359E2	4.1916594E0	1.3778359E2	4.2203285E0
1.3876359E2	1.3593189E2	1.3895359E2	7.0331804E1	1.3830359E2	3.4923689E1	1.3880261E2	2.2054860E1	1.3865359E2	4.7125880E0	1.3878359E2	5.5887941E0
1.3976359E2	1.3456777E2	1.3995359E2	7.5763187E1	1.3930359E2	3.0925516E1	1.3980261E2	2.2499137E1	1.3965359E2	5.1392361E0	1.3978359E2	8.3545894E0
1.4076359E2	1.3650054E2	1.4095359E2	6.9421345E1	1.4030359E2	3.3121805E1	1.4080261E2	2.3767906E1	1.4065359E2	4.6205612E0	1.4078359E2	7.5937648E0
