1	-0.26452257	0.12942931	0.3643633	-0.088593524	0.00999954	0.27504113
2	0.051737602	-0.11185957	-0.63005603	0.0070376818	-0.0012814264	-0.035246116
3	0.29506877	0.055995907	-0.55336693	0.83822058	-0.84180112	-0.14179827
4	-0.60534993	0.32170573	-0.45086638	3.6143488	0.12997868	-0.73197188
5	-1.0120951	-0.24123988	-1.0115815	3.5792944	0.10146861	0.55494008
6	-0.68896892	-0.057591122	-0.74914839	2.274778	0.45161198	0.62885444
7	-2.6900565	0.87963659	-0.26660669	2.1900413	0.4317934	-0.87409825
8	-2.5744628	1.1998833	0.57282603	1.8858119	1.1584495	-0.73245214
9	-2.6825451	0.7674497	0.33250202	1.5254138	1.2876443	1.1422035
10	-2.795387	-1.8959079	1.1850412	1.1027573	0.84548872	-2.0023968
11	-2.6907637	-2.5498812	2.0470976	0.68054718	0.98917205	-2.5204649
12	-2.5058219	-3.7830741	2.2190456	-0.56359592	2.3244659	-1.8376957
13	-2.692665	-3.5058229	2.2898976	0.69130605	1.3243836	-1.2579488
14	-3.53677	-2.9154595	1.9939286	1.6739698	1.6415382	-1.3074337
15	-3.2884354	-3.0277335	-1.6293244	3.9247666	1.4966709	-2.2071674
16	-1.6373992	-2.0880251	-0.98689236	3.4300222	1.3444016	-2.7712205
17	-1.7779416	-1.1676991	-0.3835077	1.8825513	0.41265746	-2.593369
18	-4.2105572	-0.73947959	0.61797392	3.6090751	1.4463967	-1.8336318
19	-4.8610491	-1.4887034	0.78568784	2.8724632	1.6542553	-1.902021
20	-5.0431894	-1.6155659	1.1603533	2.5988291	4.3282185	-1.7937662
21	-3.0999836	-1.1754567	1.1386513	2.7616924	4.3604075	-1.5290842
22	-1.4037446	-1.0109628	1.2567077	2.1354948	1.8166612	-1.9557598
23	-0.89414298	-0.86218357	2.0753905	2.1456994	0.61289649	-1.5684428
24	-0.93241849	-0.20389911	2.1806738	2.1563169	5.7290937	-1.5540251
25	-4.0972846	0.17747259	1.6531663	1.6760828	5.1208448	-3.0005116
26	-4.546211	0.57617318	1.0585066	3.7671427	5.3720332	-2.5249258
27	-4.5859044	-1.677076	1.2875965	3.9744377	1.104427	2.154665
28	-0.54251367	-3.85578	2.2876867	3.3048043	4.2928964	2.4701675
29	-0.64875607	-3.7645134	1.7483772	4.2995146	4.8659099	0.57370247
30	-1.6666966	-2.5206351	1.0678094	5.0360047	4.8966318	1.3645915
31	-1.7631259	-2.0268094	1.4026741	6.1479375	3.0003818	1.2106311
32	0.035485276	-2.3461057	1.2973136	3.5340528	2.7928591	2.9520299
33	0.216414	-2.663521	2.7517843	1.8567228	2.3245554	3.3643394
34	4.0473906	-0.91475466	6.0096846	1.700842	4.504498	2.2433922
35	4.9527747	0.23051612	6.6771031	-0.40199135	5.546511	-0.45426988
36	4.9110979	1.6177078	6.2382337	0.94740641	3.6329405	1.5742495
37	1.9489528	0.33596133	4.0711307	-1.5032901	2.9826075	2.3815999
38	0.71840464	-1.2631158	1.5520643	-2.740352	4.467731	2.777993
39	2.7186927	0.63807295	8.4065898	0.18009346	1.1585155	2.1012557
40	5.5611241	-1.451893	7.4138224	-2.2351045	-1.8825612	1.6379009
41	5.6866904	-2.0399196	7.663041	-0.21560851	0.44678913	-3.2396869
42	3.2813928	1.7219323	3.2437918	0.60589549	-0.1698414	-0.24118143
43	-0.65515658	1.2812543	1.2143876	0.59419043	-1.7321717	0.97360185
44	1.3899341	1.2174417	-3.7702089	-3.689461	0.98693913	-0.34800109
45	-3.8926903	0.85464632	3.8107361	-5.6186861	2.9987267	-1.4858018
46	1.3199626	-0.90126044	7.3068406	-4.2646975	1.7084186	-2.969228
47	1.4311571	-2.5950382	6.4051728	0.5576359	2.6393417	-4.6819011
48	-1.6213095	-5.3529862	3.3434545	-0.093207271	0.59546022	-6.5997345
49	-0.72720244	-4.1343849	3.8637489	-0.8300949	0.26888926	-6.4903006
50	-1.0821132	-2.9360602	4.8399133	0.35317805	-0.0028697987	-7.9697137
51	-2.4078988	-2.0671355	5.3472356	-0.19790581	-0.21866904	0.57801824
52	1.7626369	-2.2978514	4.5618631	-1.4354987	2.57068	0.46395786
53	1.5973409	1.0591259	4.3728576	3.6903377	4.6351624	0.19050525
54	4.6480935	1.6822548	6.4026388	3.8502105	5.639649	0.84148703
55	6.5214226	3.3823909	10.299725	2.7724845	4.2798929	-1.004032
56	7.5895667	5.4158368	7.5544901	2.3662642	3.2296892	-1.2729567
57	3.2654226	5.5738443	11.94273	4.4146381	4.4028046	-1.172761
58	11.379418	6.0579107	8.2725322	3.543143	4.0634942	-0.38358802
59	14.000786	7.1502069	8.0283881	3.6240206	7.7038237	-1.8197871
60	12.325423	8.302098	10.833293	5.329773	7.6746585	2.090098
61	27.10294	11.488115	13.364194	6.0275627	6.8143612	2.149093
62	24.118173	18.417371	13.326625	5.2096864	6.8165478	3.0939489
63	33.007423	16.900493	13.267604	6.0262858	9.2544328	1.6574652
64	41.323848	16.003214	14.765515	10.295829	9.2733352	1.3584572
65	42.62194	16.924176	15.449897	9.5385913	9.2584096	1.8924626
66	40.383137	22.916597	16.70547	9.4810992	9.5769399	3.3683406
67	49.032468	26.108152	17.449783	9.5544969	8.5413855	3.199417
68	53.38579	26.609892	19.492427	9.4523164	10.745299	2.9957676
69	59.699994	25.499321	19.850035	9.8134289	11.797935	2.8084883
70	68.713297	23.683077	18.233543	13.229943	11.48563	3.5248239
71	73.611622	29.036809	21.299941	12.824683	11.282079	3.6046296
72	83.289556	31.942843	21.148222	12.272956	11.396512	1.3159787
73	85.075324	35.188055	24.925058	12.31944	11.874919	3.3229515
74	88.703414	35.916665	24.309678	11.500911	13.351249	3.7123464
75	101.15499	36.326035	24.426	11.434961	13.516406	6.1208621
76	108.22817	38.809196	27.736035	12.718247	13.285034	4.5947089
77	110.01235	38.716167	26.946018	12.262044	13.202488	5.2254397
78	111.72516	46.322372	26.592617	12.410735	15.204157	5.5099821
79	118.95511	52.163058	26.329972	11.612381	17.93266	5.2486581
80	122.76498	52.07651	34.113995	11.837803	16.283661	5.5678225
81	125.07597	52.672044	34.632141	14.161541	16.234023	5.6703445
82	140.34168	52.938225	33.654627	15.056907	15.387748	5.0887799
83	146.04884	56.194225	32.931584	15.311976	13.795933	5.7475001
84	148.96455	58.219107	34.046823	16.038368	12.57785	5.961706
85	152.16817	60.60583	35.56305	15.807856	12.605664	6.1467572
86	163.91739	61.708	35.618539	15.794265	12.822853	8.293218
87	173.53141	66.952363	35.131362	16.605121	13.379972	7.6901388
88	177.29551	66.203663	34.514849	18.655497	13.669392	7.9356105
89	181.773	65.402952	34.340949	18.847307	13.56524	7.8225089
90	183.36311	65.278851	36.033677	19.461221	13.208508	6.8756089
91	193.60908	70.101241	38.21989	20.033497	13.806176	6.7390223
92	201.57592	72.604716	40.548098	22.312771	13.425389	7.3330684
93	206.37751	74.751566	41.964054	21.727711	13.840641	5.0912859
94	210.2381	74.703257	39.845667	22.568536	14.214086	4.5062667
