X	Y	X	Y	X	Y	X	Y	X	Y	X	Y
-8.3640810E-1	-2.6452257E-1	-5.3640810E-1	1.2942931E-1	-3.6640810E-1	3.6436330E-1	-9.2640810E-1	-8.8593524E-2	-8.8640810E-1	9.9995400E-3	-8.8640810E-1	2.7504113E-1
1.6359190E-1	5.1737602E-2	4.6359190E-1	-1.1185957E-1	6.3359190E-1	-6.3005603E-1	7.3591896E-2	7.0376818E-3	1.1359190E-1	-1.2814264E-3	1.1359190E-1	-3.5246116E-2
1.1635919E0	2.9506877E-1	1.4635919E0	5.5995907E-2	1.6335919E0	-5.5336693E-1	1.0735919E0	8.3822058E-1	1.1135919E0	-8.4180112E-1	1.1135919E0	-1.4179827E-1
2.1635919E0	-6.0534993E-1	2.4635919E0	3.2170573E-1	2.6335919E0	-4.5086638E-1	2.0735919E0	3.6143488E0	2.1135919E0	1.2997868E-1	2.1135919E0	-7.3197188E-1
3.1635919E0	-1.0120951E0	3.4635919E0	-2.4123988E-1	3.6335919E0	-1.0115815E0	3.0735919E0	3.5792944E0	3.1135919E0	1.0146861E-1	3.1135919E0	5.5494008E-1
4.1635919E0	-6.8896892E-1	4.4635919E0	-5.7591122E-2	4.6335919E0	-7.4914839E-1	4.0735919E0	2.2747780E0	4.1135919E0	4.5161198E-1	4.1135919E0	6.2885444E-1
5.1635919E0	-2.6900565E0	5.4635919E0	8.7963659E-1	5.6335919E0	-2.6660669E-1	5.0735919E0	2.1900413E0	5.1135919E0	4.3179340E-1	5.1135919E0	-8.7409825E-1
6.1635919E0	-2.5744628E0	6.4635919E0	1.1998833E0	6.6335919E0	5.7282603E-1	6.0735919E0	1.8858119E0	6.1135919E0	1.1584495E0	6.1135919E0	-7.3245214E-1
7.1635919E0	-2.6825451E0	7.4635919E0	7.6744970E-1	7.6335919E0	3.3250202E-1	7.0735919E0	1.5254138E0	7.1135919E0	1.2876443E0	7.1135919E0	1.1422035E0
8.1635919E0	-2.7953870E0	8.4635919E0	-1.8959079E0	8.6335919E0	1.1850412E0	8.0735919E0	1.1027573E0	8.1135919E0	8.4548872E-1	8.1135919E0	-2.0023968E0
9.1635919E0	-2.6907637E0	9.4635919E0	-2.5498812E0	9.6335919E0	2.0470976E0	9.0735919E0	6.8054718E-1	9.1135919E0	9.8917205E-1	9.1135919E0	-2.5204649E0
1.0163592E1	-2.5058219E0	1.0463592E1	-3.7830741E0	1.0633592E1	2.2190456E0	1.0073592E1	-5.6359592E-1	1.0113592E1	2.3244659E0	1.0113592E1	-1.8376957E0
