Seconds	Ch1	Ch2
1	581.400000	506.890000
1	581.540000	506.870000
1	581.270000	507.040000
1	581.380000	506.780000
1	581.360000	506.720000
1	581.060000	506.920000
1	581.330000	506.930000
1	581.260000	506.880000
1	581.550000	507.070000
1	581.430000	507.110000
1	581.610000	507.040000
1	581.330000	506.860000
1	581.420000	506.870000
2	581.640000	506.700000
2	581.440000	506.770000
2	581.740000	506.890000
2	581.580000	506.900000
2	581.390000	507.000000
2	581.520000	506.980000
2	581.540000	506.800000
2	581.320000	506.920000
2	581.630000	507.010000
2	581.550000	506.960000
2	581.410000	506.990000
2	581.510000	506.930000
2	581.500000	506.900000
3	581.630000	506.880000
3	581.410000	507.050000
3	581.420000	506.980000
3	581.720000	506.910000
3	581.730000	506.880000
3	581.740000	506.820000
3	581.900000	506.870000
3	581.800000	506.980000
3	581.690000	506.720000
3	581.690000	507.040000
3	581.660000	507.000000
3	581.670000	506.810000
4	581.850000	506.900000
4	581.540000	506.920000
4	581.720000	507.370000
4	581.860000	506.970000
4	581.630000	506.750000
4	581.860000	506.890000
4	581.810000	506.920000
4	581.930000	506.950000
4	581.750000	506.820000
4	582.090000	507.030000
4	582.010000	507.020000
4	581.880000	507.010000
4	581.850000	506.950000
5	581.820000	506.860000
5	581.860000	507.110000
5	581.720000	506.910000
5	581.860000	507.080000
5	581.910000	506.880000
5	582.050000	507.020000
5	582.060000	507.000000
5	581.930000	506.860000
5	582.130000	506.790000
5	581.970000	506.850000
5	582.090000	506.910000
5	582.090000	506.890000
6	582.010000	506.910000
6	582.290000	507.020000
6	582.160000	507.020000
6	582.160000	506.800000
6	581.990000	506.870000
6	582.230000	506.970000
6	582.230000	506.940000
6	582.020000	507.000000
6	582.220000	506.830000
6	582.380000	506.980000
6	582.220000	507.050000
6	582.340000	506.960000
6	582.480000	507.090000
7	582.350000	506.710000
7	582.240000	506.850000
7	582.480000	506.930000
7	582.360000	507.020000
7	582.430000	506.930000
7	582.410000	506.880000
7	582.420000	506.780000
7	582.410000	507.040000
7	582.310000	507.040000
