211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211102_screening_A0 Fc=4-3 - 31_X	211102_screening_A0 Fc=4-3 - 31_Y	211102_screening_A0 Fc=4-3 - 32_X	211102_screening_A0 Fc=4-3 - 32_Y	211102_screening_A0 Fc=4-3 - 33_X	211102_screening_A0 Fc=4-3 - 33_Y	211102_screening_A0 Fc=4-3 - 34_X	211102_screening_A0 Fc=4-3 - 34_Y	211102_screening_A0 Fc=4-3 - 35_X	211102_screening_A0 Fc=4-3 - 35_Y	211102_screening_A0 Fc=4-3 - 36_X	211102_screening_A0 Fc=4-3 - 36_Y	211102_screening_A0 Fc=4-3 - 37_X	211102_screening_A0 Fc=4-3 - 37_Y	211102_screening_A0 Fc=4-3 - 38_X	211102_screening_A0 Fc=4-3 - 38_Y	211102_screening_A0 Fc=4-3 - 39_X	211102_screening_A0 Fc=4-3 - 39_Y	211102_screening_A0 Fc=4-3 - 40_X	211102_screening_A0 Fc=4-3 - 40_Y	211102_screening_A0 Fc=4-3 - 41_X	211102_screening_A0 Fc=4-3 - 41_Y	211102_screening_A0 Fc=4-3 - 42_X	211102_screening_A0 Fc=4-3 - 42_Y	211102_screening_A0 Fc=4-3 - 43_X	211102_screening_A0 Fc=4-3 - 43_Y	211102_screening_A0 Fc=4-3 - 44_X	211102_screening_A0 Fc=4-3 - 44_Y	211102_screening_A0 Fc=4-3 - 45_X	211102_screening_A0 Fc=4-3 - 45_Y	211102_screening_A0 Fc=4-3 - 46_X	211102_screening_A0 Fc=4-3 - 46_Y	211102_screening_A0 Fc=4-3 - 47_X	211102_screening_A0 Fc=4-3 - 47_Y	211102_screening_A0 Fc=4-3 - 48_X	211102_screening_A0 Fc=4-3 - 48_Y	211102_screening_A0 Fc=4-3 - 49_X	211102_screening_A0 Fc=4-3 - 49_Y	211102_screening_A0 Fc=4-3 - 50_X	211102_screening_A0 Fc=4-3 - 50_Y
21.8	8724.45	21.8	8712.02	21.8	8702.54	21.8	8703.19	21.8	8694.16	21.8	8689.41	21.8	8685.3	21.8	8680.11	21.8	8678.32	21.8	8686.7	21.8	8680.37	21.8	8680.12	21.8	8680.47	21.8	8676.16	21.8	8671.65	21.8	8670.75	21.8	8672.97	21.8	8671.46	21.8	8668.52	21.8	8683.1	21.8	8676.22	21.8	8679.99	21.8	8681.04	21.8	8680.9	21.8	8684.54	21.8	8683.79	21.8	8689.61	21.8	8687.51	21.8	8690.05	21.8	8696.82	21.8	8695.66	21.8	8698.26	21.8	8702.2	21.8	8702.57	21.8	8702.19	21.8	8703.78	21.8	8710.1	21.8	8709.91	21.8	8713.4	21.8	8713.86	21.8	8713.66	21.8	8716.27	21.8	8716.04	21.8	8721.87	21.8	8722.5	21.8	8724.23	21.8	8730.81	21.8	8727.1	21.8	8732.05	21.8	8732.03
22.8	8723.84	22.8	8711.38	22.8	8703.1	22.8	8700.14	22.8	8692.97	22.8	8692.85	22.8	8685.12	22.8	8678.38	22.8	8676.59	22.8	8690.77	22.8	8682.69	22.8	8682.35	22.8	8682.07	22.8	8675.5	22.8	8672.3	22.8	8671.85	22.8	8670.93	22.8	8672.4	22.8	8671.89	22.8	8683.74	22.8	8678.21	22.8	8681.9	22.8	8681.33	22.8	8682.15	22.8	8682.14	22.8	8687.37	22.8	8687.8	22.8	8690.84	22.8	8690.83	22.8	8698.7	22.8	8696.03	22.8	8697.22	22.8	8700.34	22.8	8706.15	22.8	8706.51	22.8	8706.92	22.8	8708.61	22.8	8710.47	22.8	8713.57	22.8	8717.08	22.8	8715.25	22.8	8718.05	22.8	8721.15	22.8	8720.26	22.8	8719.03	22.8	8725.88	22.8	8726.44	22.8	8731.94	22.8	8734.81	22.8	8733.35
23.8	8723.32	23.8	8709.34	23.8	8703.51	23.8	8697.06	23.8	8691.62	23.8	8694.44	23.8	8685.6	23.8	8679.96	23.8	8676.83	23.8	8688.85	23.8	8683.02	23.8	8680.99	23.8	8680.2	23.8	8673.12	23.8	8670.33	23.8	8672.61	23.8	8671.11	23.8	8669.31	23.8	8670.36	23.8	8681.93	23.8	8676.43	23.8	8681.87	23.8	8683	23.8	8684.86	23.8	8682.78	23.8	8685.27	23.8	8685.95	23.8	8694.16	23.8	8693.22	23.8	8701.03	23.8	8695.58	23.8	8701.88	23.8	8705.16	23.8	8707.07	23.8	8703.43	23.8	8705.96	23.8	8712.38	23.8	8710.98	23.8	8712.82	23.8	8719.13	23.8	8716.24	23.8	8716.14	23.8	8719.37	23.8	8721.18	23.8	8716.89	23.8	8727.15	23.8	8730.53	23.8	8730.79	23.8	8731.95	23.8	8732.27
24.8	8722.06	24.8	8708.66	24.8	8704.08	24.8	8699.06	24.8	8690.98	24.8	8690.34	24.8	8681.91	24.8	8682.16	24.8	8676.85	24.8	8688.5	24.8	8683.94	24.8	8683.42	24.8	8683.58	24.8	8670.76	24.8	8672.57	24.8	8670.91	24.8	8672.68	24.8	8675.69	24.8	8672.51	24.8	8681.07	24.8	8676.91	24.8	8678.89	24.8	8681.87	24.8	8681.4	24.8	8684.97	24.8	8685.7	24.8	8686.85	24.8	8693.21	24.8	8692.42	24.8	8697.99	24.8	8698.53	24.8	8702.19	24.8	8701.34	24.8	8706.72	24.8	8701.18	24.8	8701.8	24.8	8708.93	24.8	8712	24.8	8712.69	24.8	8715.13	24.8	8717.44	24.8	8717.89	24.8	8718.84	24.8	8723.71	24.8	8719.96	24.8	8727.65	24.8	8728.71	24.8	8730.48	24.8	8732.25	24.8	8729.64
25.8	8720.93	25.8	8704.65	25.8	8701.55	25.8	8699.04	25.8	8690.95	25.8	8686.81	25.8	8681.46	25.8	8679.13	25.8	8676.77	25.8	8684.92	25.8	8682.5	25.8	8681.58	25.8	8679.89	25.8	8674.31	25.8	8674.5	25.8	8673.39	25.8	8672.8	25.8	8672.24	25.8	8674.62	25.8	8679.71	25.8	8679.74	25.8	8683.26	25.8	8680.6	25.8	8680.37	25.8	8685.53	25.8	8688.04	25.8	8686.5	25.8	8690.82	25.8	8691.99	25.8	8692.32	25.8	8695.76	25.8	8698.22	25.8	8701.69	25.8	8704.05	25.8	8701.89	25.8	8705.54	25.8	8707.33	25.8	8708.91	25.8	8710.7	25.8	8713.59	25.8	8715.99	25.8	8719.24	25.8	8717.97	25.8	8724.02	25.8	8722.44	25.8	8723.92	25.8	8727.58	25.8	8730.61	25.8	8733.82	25.8	8732.74
26.8	8721.11	26.8	8708.12	26.8	8703.64	26.8	8701.07	26.8	8690.64	26.8	8691.25	26.8	8686.11	26.8	8676.35	26.8	8678.63	26.8	8689.34	26.8	8682.17	26.8	8683.47	26.8	8681.68	26.8	8675.3	26.8	8674.43	26.8	8674.78	26.8	8669.99	26.8	8670.73	26.8	8671.93	26.8	8678.87	26.8	8680.28	26.8	8682.78	26.8	8678.53	26.8	8680.64	26.8	8683	26.8	8686.35	26.8	8687.7	26.8	8687.33	26.8	8688.61	26.8	8696.06	26.8	8698.28	26.8	8699.66	26.8	8697.72	26.8	8706.11	26.8	8703.45	26.8	8702.43	26.8	8708.6	26.8	8709.16	26.8	8711.9	26.8	8718.67	26.8	8719.03	26.8	8719.14	26.8	8717.73	26.8	8723.13	26.8	8721.85	26.8	8728.47	26.8	8728.99	26.8	8728.74	26.8	8734.74	26.8	8729.96
27.8	8720.65	27.8	8709.76	27.8	8703.91	27.8	8702.01	27.8	8693.29	27.8	8686.04	27.8	8683.54	27.8	8682.59	27.8	8676.26	27.8	8687.75	27.8	8684.97	27.8	8682.03	27.8	8683.76	27.8	8673.74	27.8	8669.2	27.8	8675.93	27.8	8669.51	27.8	8672.74	27.8	8672.79	27.8	8680.4	27.8	8680.16	27.8	8682.18	27.8	8677.75	27.8	8680.09	27.8	8683.4	27.8	8685.48	27.8	8687.05	27.8	8685.07	27.8	8688.82	27.8	8698.15	27.8	8699.37	27.8	8698.78	27.8	8698.98	27.8	8704.92	27.8	8703.11	27.8	8705.9	27.8	8709.82	27.8	8707.51	27.8	8713.49	27.8	8717.6	27.8	8717.18	27.8	8717.29	27.8	8716.1	27.8	8725.2	27.8	8722.15	27.8	8729.07	27.8	8731.77	27.8	8727.91	27.8	8732.73	27.8	8729.96
28.8	8720.76	28.8	8707.9	28.8	8703.06	28.8	8697.11	28.8	8693.05	28.8	8689.63	28.8	8685.9	28.8	8679.23	28.8	8675.73	28.8	8687.3	28.8	8684.32	28.8	8678.87	28.8	8687.35	28.8	8675.34	28.8	8673.58	28.8	8675.84	28.8	8667.33	28.8	8672.3	28.8	8671.31	28.8	8679.67	28.8	8682.93	28.8	8684.2	28.8	8681.79	28.8	8682.22	28.8	8684.39	28.8	8681.94	28.8	8687.01	28.8	8691.41	28.8	8691.26	28.8	8696.09	28.8	8694.1	28.8	8693.48	28.8	8703.98	28.8	8705.42	28.8	8704.67	28.8	8705.55	28.8	8710.15	28.8	8707.46	28.8	8708.76	28.8	8709.59	28.8	8710.5	28.8	8717.52	28.8	8717.04	28.8	8721.7	28.8	8722.45	28.8	8724.59	28.8	8729.99	28.8	8729.67	28.8	8733.18	28.8	8730.89
29.8	8720.2	29.8	8706.19	29.8	8699.24	29.8	8697.8	29.8	8692.36	29.8	8690.16	29.8	8685.1	29.8	8678.58	29.8	8677.56	29.8	8690.77	29.8	8686.62	29.8	8683.02	29.8	8678.92	29.8	8672.97	29.8	8671.18	29.8	8677.02	29.8	8670.89	29.8	8673.65	29.8	8675.23	29.8	8680.97	29.8	8680.67	29.8	8681.47	29.8	8678.06	29.8	8679.48	29.8	8683.5	29.8	8683.27	29.8	8683.43	29.8	8691.03	29.8	8691.7	29.8	8696.11	29.8	8696.44	29.8	8697.62	29.8	8702.09	29.8	8702.5	29.8	8704.1	29.8	8704.3	29.8	8710.15	29.8	8705.08	29.8	8710.47	29.8	8713.96	29.8	8714.93	29.8	8717.69	29.8	8717.03	29.8	8719.75	29.8	8719.82	29.8	8727.38	29.8	8732.18	29.8	8731.04	29.8	8731.73	29.8	8731.53
30.8	8720.03	30.8	8708.02	30.8	8700.51	30.8	8696.37	30.8	8692.34	30.8	8690.68	30.8	8683.29	30.8	8683.69	30.8	8677.6	30.8	8687.26	30.8	8683	30.8	8680.2	30.8	8680.27	30.8	8671.86	30.8	8671.89	30.8	8678.21	30.8	8674.9	30.8	8672.27	30.8	8671.61	30.8	8681.21	30.8	8680.63	30.8	8681.65	30.8	8676.85	30.8	8678.49	30.8	8683.28	30.8	8685.08	30.8	8686.43	30.8	8687.89	30.8	8690.74	30.8	8695.73	30.8	8695.21	30.8	8698.29	30.8	8705	30.8	8705.58	30.8	8704.53	30.8	8702.85	30.8	8706.38	30.8	8709.14	30.8	8711.68	30.8	8716.46	30.8	8715.07	30.8	8717.84	30.8	8721.88	30.8	8723.18	30.8	8718.81	30.8	8728.85	30.8	8730.92	30.8	8732.5	30.8	8733.93	30.8	8732.48
31.8	8722.93	31.8	8706.59	31.8	8703.59	31.8	8699.71	31.8	8690.09	31.8	8686.26	31.8	8683.79	31.8	8680.46	31.8	8680.01	31.8	8688.03	31.8	8680.61	31.8	8682.75	31.8	8678.27	31.8	8674.62	31.8	8672.78	31.8	8673.16	31.8	8669.8	31.8	8672.12	31.8	8673.02	31.8	8679.58	31.8	8678.17	31.8	8679.93	31.8	8676.52	31.8	8678.43	31.8	8684.37	31.8	8684.86	31.8	8685.27	31.8	8689.15	31.8	8692.24	31.8	8694.69	31.8	8697.89	31.8	8697.28	31.8	8699.89	31.8	8700.42	31.8	8704.16	31.8	8704.99	31.8	8708.43	31.8	8706.62	31.8	8712.67	31.8	8714.35	31.8	8715.45	31.8	8717.24	31.8	8721.18	31.8	8723.01	31.8	8720.96	31.8	8725.51	31.8	8729.43	31.8	8729.85	31.8	8731.73	31.8	8731.7
32.8	8722.65	32.8	8708.66	32.8	8700.11	32.8	8699.04	32.8	8692.93	32.8	8686.72	32.8	8683.5	32.8	8685.16	32.8	8676.8	32.8	8688.74	32.8	8682.17	32.8	8682.03	32.8	8675.92	32.8	8673.37	32.8	8673.76	32.8	8675.68	32.8	8669.22	32.8	8671	32.8	8674.42	32.8	8680.53	32.8	8679.03	32.8	8680.77	32.8	8677.93	32.8	8676.11	32.8	8681.29	32.8	8684.47	32.8	8683.62	32.8	8690.67	32.8	8691.92	32.8	8694.68	32.8	8696.54	32.8	8699.65	32.8	8702.25	32.8	8706.03	32.8	8704.03	32.8	8705.75	32.8	8709.73	32.8	8708.41	32.8	8710.81	32.8	8718.34	32.8	8713.84	32.8	8718.27	32.8	8718.96	32.8	8720.83	32.8	8723.32	32.8	8724.86	32.8	8731.89	32.8	8731.32	32.8	8735.91	32.8	8734.27
33.8	8723.47	33.8	8708.46	33.8	8701.76	33.8	8698.57	33.8	8691.24	33.8	8689.31	33.8	8681.52	33.8	8681.98	33.8	8677.85	33.8	8689.31	33.8	8685.4	33.8	8679.71	33.8	8676.37	33.8	8672.45	33.8	8673.04	33.8	8671.51	33.8	8667.57	33.8	8670.71	33.8	8670.65	33.8	8681.6	33.8	8676.77	33.8	8681.41	33.8	8676.53	33.8	8677.91	33.8	8682.76	33.8	8683.02	33.8	8684.98	33.8	8687.07	33.8	8689.72	33.8	8696.26	33.8	8697.62	33.8	8698.96	33.8	8701.79	33.8	8705.53	33.8	8700.4	33.8	8706.82	33.8	8704.97	33.8	8708.81	33.8	8710.64	33.8	8715.02	33.8	8719.14	33.8	8717.22	33.8	8718.86	33.8	8723.51	33.8	8723.25	33.8	8725.53	33.8	8730.78	33.8	8728.47	33.8	8733.89	33.8	8732.29
34.8	8723.53	34.8	8712.25	34.8	8699.88	34.8	8697.67	34.8	8691.85	34.8	8691.2	34.8	8684.99	34.8	8680.54	34.8	8677.33	34.8	8688.35	34.8	8680.04	34.8	8679.27	34.8	8676.89	34.8	8672.35	34.8	8673.14	34.8	8671.77	34.8	8670.5	34.8	8672.33	34.8	8672.58	34.8	8679.5	34.8	8678.82	34.8	8680.56	34.8	8678.21	34.8	8678.87	34.8	8681.99	34.8	8681.73	34.8	8683.66	34.8	8685.74	34.8	8687.71	34.8	8697.94	34.8	8696.41	34.8	8697.03	34.8	8697.55	34.8	8706.13	34.8	8700.18	34.8	8706.96	34.8	8710.56	34.8	8707.77	34.8	8713.64	34.8	8714.5	34.8	8714.52	34.8	8716.72	34.8	8718.33	34.8	8723.52	34.8	8721.17	34.8	8726.45	34.8	8731.23	34.8	8730.43	34.8	8734.79	34.8	8732.41
35.8	8722.67	35.8	8707.95	35.8	8699.42	35.8	8700.73	35.8	8691.28	35.8	8692.53	35.8	8680.73	35.8	8679.03	35.8	8676.51	35.8	8686.38	35.8	8683.88	35.8	8682.26	35.8	8676.94	35.8	8673.01	35.8	8670.41	35.8	8671.43	35.8	8670.33	35.8	8673.5	35.8	8670.23	35.8	8677.04	35.8	8679.44	35.8	8682.5	35.8	8676.32	35.8	8675.37	35.8	8681.47	35.8	8684.64	35.8	8683.58	35.8	8688.39	35.8	8691.25	35.8	8694.03	35.8	8694.93	35.8	8698.42	35.8	8699.51	35.8	8703.89	35.8	8706.63	35.8	8704.62	35.8	8710.06	35.8	8710.27	35.8	8712.19	35.8	8716.27	35.8	8714.96	35.8	8720.2	35.8	8720.92	35.8	8722.73	35.8	8720.87	35.8	8725.47	35.8	8731.13	35.8	8730.65	35.8	8731.96	35.8	8728.25
36.8	8722.51	36.8	8708.31	36.8	8699.66	36.8	8695.86	36.8	8692.01	36.8	8691.19	36.8	8686.68	36.8	8680.21	36.8	8679.61	36.8	8690.06	36.8	8679.93	36.8	8679.32	36.8	8671.47	36.8	8672.99	36.8	8674.02	36.8	8675.76	36.8	8668.79	36.8	8672.18	36.8	8673.45	36.8	8680.71	36.8	8679.38	36.8	8680.18	36.8	8680.37	36.8	8679.52	36.8	8683.89	36.8	8686.43	36.8	8685.16	36.8	8684.29	36.8	8691.35	36.8	8695.92	36.8	8696.32	36.8	8701.24	36.8	8698.7	36.8	8706.71	36.8	8706.78	36.8	8708.43	36.8	8707.48	36.8	8713.49	36.8	8710.47	36.8	8716.02	36.8	8717.51	36.8	8718.1	36.8	8720.34	36.8	8720.33	36.8	8720.24	36.8	8730.32	36.8	8729.41	36.8	8729.62	36.8	8733.3	36.8	8733.22
37.8	8724.5	37.8	8706.05	37.8	8699.26	37.8	8696.96	37.8	8692.43	37.8	8690.11	37.8	8686.18	37.8	8681.6	37.8	8675.71	37.8	8688.34	37.8	8683.7	37.8	8676.83	37.8	8676.36	37.8	8673.81	37.8	8672.07	37.8	8672.29	37.8	8664.09	37.8	8671.51	37.8	8672.25	37.8	8679	37.8	8682.62	37.8	8683.07	37.8	8679.05	37.8	8683.86	37.8	8682.42	37.8	8683.23	37.8	8689.5	37.8	8689.28	37.8	8690.02	37.8	8694.86	37.8	8697.42	37.8	8698.66	37.8	8700.38	37.8	8703.22	37.8	8704.77	37.8	8706.46	37.8	8706.07	37.8	8711.85	37.8	8713.2	37.8	8712.03	37.8	8713.9	37.8	8718.05	37.8	8721.24	37.8	8724.17	37.8	8724.24	37.8	8731.31	37.8	8727.67	37.8	8729.88	37.8	8732.49	37.8	8732.73
38.8	8720.98	38.8	8712.91	38.8	8700.18	38.8	8697.71	38.8	8691.64	38.8	8688.67	38.8	8687.37	38.8	8678.64	38.8	8672.9	38.8	8687.56	38.8	8680.07	38.8	8676.99	38.8	8679.99	38.8	8671.44	38.8	8669.11	38.8	8669.23	38.8	8668.51	38.8	8672.73	38.8	8674.25	38.8	8681.42	38.8	8679.33	38.8	8679.13	38.8	8678.41	38.8	8680.6	38.8	8680.13	38.8	8683.24	38.8	8685.98	38.8	8690.39	38.8	8689.97	38.8	8694.38	38.8	8695.27	38.8	8696.4	38.8	8704.23	38.8	8705.56	38.8	8704.13	38.8	8706.53	38.8	8706.26	38.8	8711.64	38.8	8711.82	38.8	8716.35	38.8	8715.72	38.8	8719.35	38.8	8723.32	38.8	8722.79	38.8	8717.03	38.8	8728.89	38.8	8727.74	38.8	8731.49	38.8	8732.86	38.8	8731.43
39.8	8722.71	39.8	8709.23	39.8	8699.16	39.8	8695.79	39.8	8695.49	39.8	8690.44	39.8	8686.24	39.8	8682.57	39.8	8671.37	39.8	8690.2	39.8	8679.81	39.8	8675.24	39.8	8682.27	39.8	8675.47	39.8	8672.65	39.8	8675.23	39.8	8669.15	39.8	8672.22	39.8	8673.33	39.8	8681.23	39.8	8682.61	39.8	8679.22	39.8	8679.35	39.8	8681.43	39.8	8685.05	39.8	8681.7	39.8	8687.53	39.8	8690.09	39.8	8693.18	39.8	8696.84	39.8	8697.55	39.8	8695.48	39.8	8703.18	39.8	8705.46	39.8	8707.45	39.8	8705.11	39.8	8709.57	39.8	8708.99	39.8	8712.23	39.8	8715.97	39.8	8713.48	39.8	8715.09	39.8	8720.17	39.8	8716.86	39.8	8718.81	39.8	8726.5	39.8	8730.18	39.8	8730.86	39.8	8733.78	39.8	8734.52
40.8	8721.6	40.8	8706.08	40.8	8702.07	40.8	8701.09	40.8	8691.74	40.8	8688.49	40.8	8684.3	40.8	8682.41	40.8	8674.39	40.8	8687.34	40.8	8679.42	40.8	8681.13	40.8	8680.73	40.8	8672.29	40.8	8672.45	40.8	8673.21	40.8	8670.99	40.8	8671.62	40.8	8668.08	40.8	8680.91	40.8	8680.82	40.8	8678.25	40.8	8680.37	40.8	8682	40.8	8683.83	40.8	8688.18	40.8	8689.87	40.8	8686.68	40.8	8692.21	40.8	8694.41	40.8	8696.6	40.8	8696.78	40.8	8695.02	40.8	8702.88	40.8	8700.5	40.8	8707.71	40.8	8705.98	40.8	8713.62	40.8	8710.34	40.8	8715.58	40.8	8718.99	40.8	8717.52	40.8	8719.46	40.8	8723.7	40.8	8719.95	40.8	8725.63	40.8	8731.27	40.8	8732.15	40.8	8732.9	40.8	8735.35
41.8	8722.26	41.8	8704.24	41.8	8700.43	41.8	8700.34	41.8	8691.61	41.8	8689.36	41.8	8687	41.8	8680.08	41.8	8675.23	41.8	8689.46	41.8	8679.92	41.8	8679.77	41.8	8677.23	41.8	8673.75	41.8	8672.27	41.8	8673.12	41.8	8670.84	41.8	8671.28	41.8	8665.83	41.8	8680.39	41.8	8680.44	41.8	8680.21	41.8	8683.64	41.8	8677.64	41.8	8681.32	41.8	8687.7	41.8	8687.14	41.8	8684.74	41.8	8689.43	41.8	8694.63	41.8	8698.15	41.8	8695.03	41.8	8699.92	41.8	8700.48	41.8	8700.36	41.8	8708.12	41.8	8706.01	41.8	8715.26	41.8	8709.47	41.8	8714.55	41.8	8718.37	41.8	8719.46	41.8	8716.01	41.8	8721.14	41.8	8719.92	41.8	8726.43	41.8	8730.56	41.8	8733.75	41.8	8730.98	41.8	8732.98
42.8	8719.08	42.8	8706.06	42.8	8704.09	42.8	8697.88	42.8	8692.76	42.8	8691.85	42.8	8682.16	42.8	8683.89	42.8	8677.56	42.8	8687.04	42.8	8683.45	42.8	8678.55	42.8	8676.82	42.8	8674.21	42.8	8672.93	42.8	8670.48	42.8	8668.98	42.8	8670.93	42.8	8667.46	42.8	8678.54	42.8	8678.59	42.8	8682.29	42.8	8680.88	42.8	8681.86	42.8	8683.7	42.8	8684.38	42.8	8690	42.8	8690.49	42.8	8688.69	42.8	8697.31	42.8	8699.17	42.8	8696.97	42.8	8703.12	42.8	8705.27	42.8	8704.03	42.8	8705.24	42.8	8705.08	42.8	8711.79	42.8	8714.37	42.8	8716.18	42.8	8716.89	42.8	8715.03	42.8	8717.15	42.8	8723.08	42.8	8719.41	42.8	8726.74	42.8	8729.35	42.8	8735.54	42.8	8730.02	42.8	8727.73
43.8	8721.2	43.8	8705.95	43.8	8700.38	43.8	8697.28	43.8	8693.7	43.8	8687.82	43.8	8687.47	43.8	8683.39	43.8	8674.75	43.8	8685.68	43.8	8686.13	43.8	8680.31	43.8	8679.15	43.8	8670.71	43.8	8671.54	43.8	8673.17	43.8	8674.18	43.8	8671.96	43.8	8669.69	43.8	8680.79	43.8	8680.67	43.8	8679.81	43.8	8680.49	43.8	8680.32	43.8	8683.43	43.8	8682	43.8	8686.64	43.8	8688.33	43.8	8690.45	43.8	8696.79	43.8	8697.93	43.8	8699.08	43.8	8699.11	43.8	8702.82	43.8	8703.68	43.8	8702.54	43.8	8707.65	43.8	8713.58	43.8	8711.67	43.8	8718.12	43.8	8716.33	43.8	8717.57	43.8	8722.1	43.8	8719.82	43.8	8721.01	43.8	8726.83	43.8	8732.9	43.8	8725.45	43.8	8729.45	43.8	8729.52
44.8	8720.79	44.8	8707.56	44.8	8700.15	44.8	8699.03	44.8	8692.02	44.8	8688.79	44.8	8684.47	44.8	8685.6	44.8	8676.13	44.8	8686.21	44.8	8682.19	44.8	8680.83	44.8	8674.72	44.8	8673.74	44.8	8674.46	44.8	8671.48	44.8	8670.64	44.8	8671.35	44.8	8673.17	44.8	8681.66	44.8	8679.56	44.8	8681.34	44.8	8680.52	44.8	8681.89	44.8	8682.32	44.8	8688.19	44.8	8689.08	44.8	8691.23	44.8	8688.94	44.8	8696.61	44.8	8696.67	44.8	8699.57	44.8	8702.9	44.8	8702.52	44.8	8702.45	44.8	8703.35	44.8	8706.01	44.8	8712.81	44.8	8712.63	44.8	8715.72	44.8	8716.1	44.8	8719.65	44.8	8720.06	44.8	8723.46	44.8	8723.42	44.8	8730.4	44.8	8728.44	44.8	8730.51	44.8	8730.84	44.8	8732.4
45.8	8720.84	45.8	8708.54	45.8	8704.93	45.8	8699.32	45.8	8693.62	45.8	8692.25	45.8	8684.39	45.8	8683.44	45.8	8677.14	45.8	8690.02	45.8	8683.67	45.8	8679.16	45.8	8677.13	45.8	8674.38	45.8	8673.32	45.8	8671.66	45.8	8670.32	45.8	8670.98	45.8	8673.22	45.8	8683.6	45.8	8679.29	45.8	8680.78	45.8	8680.75	45.8	8678.05	45.8	8681.5	45.8	8687.13	45.8	8689.99	45.8	8691.35	45.8	8690.85	45.8	8698	45.8	8699.09	45.8	8701.94	45.8	8700.85	45.8	8703.62	45.8	8702.82	45.8	8709.23	45.8	8707.45	45.8	8710.48	45.8	8711.64	45.8	8719.08	45.8	8715.66	45.8	8721.15	45.8	8718.54	45.8	8724.21	45.8	8719.06	45.8	8724.18	45.8	8732.81	45.8	8732.09	45.8	8734.11	45.8	8734.12
