211102_screening_A03 Fc=4-3 - 1_X	211102_screening_A03 Fc=4-3 - 1_Y	211102_screening_A03 Fc=4-3 - 2_X	211102_screening_A03 Fc=4-3 - 2_Y	211102_screening_A03 Fc=4-3 - 3_X	211102_screening_A03 Fc=4-3 - 3_Y	211102_screening_A03 Fc=4-3 - 4_X	211102_screening_A03 Fc=4-3 - 4_Y	211102_screening_A03 Fc=4-3 - 5_X	211102_screening_A03 Fc=4-3 - 5_Y	211102_screening_A03 Fc=4-3 - 6_X	211102_screening_A03 Fc=4-3 - 6_Y	211102_screening_A03 Fc=4-3 - 7_X	211102_screening_A03 Fc=4-3 - 7_Y	211102_screening_A03 Fc=4-3 - 8_X	211102_screening_A03 Fc=4-3 - 8_Y	211102_screening_A03 Fc=4-3 - 9_X	211102_screening_A03 Fc=4-3 - 9_Y	211102_screening_A0 Fc=4-3 - 10_X	211102_screening_A0 Fc=4-3 - 10_Y	211102_screening_A0 Fc=4-3 - 11_X	211102_screening_A0 Fc=4-3 - 11_Y	211102_screening_A0 Fc=4-3 - 12_X	211102_screening_A0 Fc=4-3 - 12_Y	211102_screening_A0 Fc=4-3 - 13_X	211102_screening_A0 Fc=4-3 - 13_Y	211102_screening_A0 Fc=4-3 - 14_X	211102_screening_A0 Fc=4-3 - 14_Y	211102_screening_A0 Fc=4-3 - 15_X	211102_screening_A0 Fc=4-3 - 15_Y	211102_screening_A0 Fc=4-3 - 16_X	211102_screening_A0 Fc=4-3 - 16_Y	211102_screening_A0 Fc=4-3 - 17_X	211102_screening_A0 Fc=4-3 - 17_Y	211102_screening_A0 Fc=4-3 - 18_X	211102_screening_A0 Fc=4-3 - 18_Y	211102_screening_A0 Fc=4-3 - 19_X	211102_screening_A0 Fc=4-3 - 19_Y	211102_screening_A0 Fc=4-3 - 20_X	211102_screening_A0 Fc=4-3 - 20_Y	211102_screening_A0 Fc=4-3 - 21_X	211102_screening_A0 Fc=4-3 - 21_Y	211102_screening_A0 Fc=4-3 - 22_X	211102_screening_A0 Fc=4-3 - 22_Y	211102_screening_A0 Fc=4-3 - 23_X	211102_screening_A0 Fc=4-3 - 23_Y	211102_screening_A0 Fc=4-3 - 24_X	211102_screening_A0 Fc=4-3 - 24_Y	211102_screening_A0 Fc=4-3 - 25_X	211102_screening_A0 Fc=4-3 - 25_Y	211102_screening_A0 Fc=4-3 - 26_X	211102_screening_A0 Fc=4-3 - 26_Y	211102_screening_A0 Fc=4-3 - 27_X	211102_screening_A0 Fc=4-3 - 27_Y	211102_screening_A0 Fc=4-3 - 28_X	211102_screening_A0 Fc=4-3 - 28_Y	211102_screening_A0 Fc=4-3 - 29_X	211102_screening_A0 Fc=4-3 - 29_Y	211102_screening_A0 Fc=4-3 - 30_X	211102_screening_A0 Fc=4-3 - 30_Y	211103_screening_A06 Fc=2-1 - 1_X	211103_screening_A06 Fc=2-1 - 1_Y	211103_screening_A06 Fc=2-1 - 2_X	211103_screening_A06 Fc=2-1 - 2_Y	211103_screening_A06 Fc=2-1 - 3_X	211103_screening_A06 Fc=2-1 - 3_Y	211103_screening_A06 Fc=2-1 - 4_X	211103_screening_A06 Fc=2-1 - 4_Y	211103_screening_A06 Fc=2-1 - 5_X	211103_screening_A06 Fc=2-1 - 5_Y	211103_screening_A06 Fc=2-1 - 6_X	211103_screening_A06 Fc=2-1 - 6_Y	211103_screening_A06 Fc=2-1 - 7_X	211103_screening_A06 Fc=2-1 - 7_Y	211103_screening_A06 Fc=2-1 - 8_X	211103_screening_A06 Fc=2-1 - 8_Y	211103_screening_A06 Fc=2-1 - 9_X	211103_screening_A06 Fc=2-1 - 9_Y	211103_screening_A0 Fc=2-1 - 10_X	211103_screening_A0 Fc=2-1 - 10_Y	211104_screening(A07 Fc=4-3 - 1_X	211104_screening(A07 Fc=4-3 - 1_Y	211104_screening(A07 Fc=4-3 - 2_X	211104_screening(A07 Fc=4-3 - 2_Y	211104_screening(A07 Fc=4-3 - 3_X	211104_screening(A07 Fc=4-3 - 3_Y	211104_screening(A07 Fc=4-3 - 4_X	211104_screening(A07 Fc=4-3 - 4_Y	211104_screening(A07 Fc=4-3 - 5_X	211104_screening(A07 Fc=4-3 - 5_Y	211104_screening(A07 Fc=4-3 - 6_X	211104_screening(A07 Fc=4-3 - 6_Y	211104_screening(A07 Fc=4-3 - 7_X	211104_screening(A07 Fc=4-3 - 7_Y	211104_screening(A07 Fc=4-3 - 8_X	211104_screening(A07 Fc=4-3 - 8_Y	211104_screening(A07 Fc=4-3 - 9_X	211104_screening(A07 Fc=4-3 - 9_Y	211104_screening(A0 Fc=4-3 - 10_X	211104_screening(A0 Fc=4-3 - 10_Y	211109_screening_A08 Fc=4-3 - 1_X	211109_screening_A08 Fc=4-3 - 1_Y	211109_screening_A08 Fc=4-3 - 2_X	211109_screening_A08 Fc=4-3 - 2_Y	211109_screening_A08 Fc=4-3 - 3_X	211109_screening_A08 Fc=4-3 - 3_Y	211109_screening_A08 Fc=4-3 - 4_X	211109_screening_A08 Fc=4-3 - 4_Y	211109_screening_A08 Fc=4-3 - 5_X	211109_screening_A08 Fc=4-3 - 5_Y	211109_screening_A08 Fc=4-3 - 6_X	211109_screening_A08 Fc=4-3 - 6_Y	211109_screening_A08 Fc=4-3 - 7_X	211109_screening_A08 Fc=4-3 - 7_Y	211109_screening_A08 Fc=4-3 - 8_X	211109_screening_A08 Fc=4-3 - 8_Y	211109_screening_A08 Fc=4-3 - 9_X	211109_screening_A08 Fc=4-3 - 9_Y	211109_screening_A0 Fc=4-3 - 10_X	211109_screening_A0 Fc=4-3 - 10_Y	211109_screening_A0 Fc=4-3 - 11_X	211109_screening_A0 Fc=4-3 - 11_Y	211109_screening_A0 Fc=4-3 - 12_X	211109_screening_A0 Fc=4-3 - 12_Y	211109_screening_A0 Fc=4-3 - 13_X	211109_screening_A0 Fc=4-3 - 13_Y	211109_screening_A0 Fc=4-3 - 14_X	211109_screening_A0 Fc=4-3 - 14_Y	211109_screening_A0 Fc=4-3 - 15_X	211109_screening_A0 Fc=4-3 - 15_Y	211109_screening_A0 Fc=4-3 - 16_X	211109_screening_A0 Fc=4-3 - 16_Y	211109_screening_A0 Fc=4-3 - 17_X	211109_screening_A0 Fc=4-3 - 17_Y	211109_screening_A0 Fc=4-3 - 18_X	211109_screening_A0 Fc=4-3 - 18_Y	211109_screening_A0 Fc=4-3 - 19_X	211109_screening_A0 Fc=4-3 - 19_Y	211109_screening_A0 Fc=4-3 - 20_X	211109_screening_A0 Fc=4-3 - 20_Y	211110_screening_A10 Fc=2-1 - 1_X	211110_screening_A10 Fc=2-1 - 1_Y	211110_screening_A10 Fc=2-1 - 2_X	211110_screening_A10 Fc=2-1 - 2_Y	211110_screening_A10 Fc=2-1 - 3_X	211110_screening_A10 Fc=2-1 - 3_Y	211110_screening_A10 Fc=2-1 - 4_X	211110_screening_A10 Fc=2-1 - 4_Y	211110_screening_A10 Fc=2-1 - 5_X	211110_screening_A10 Fc=2-1 - 5_Y	211110_screening_A10 Fc=2-1 - 6_X	211110_screening_A10 Fc=2-1 - 6_Y	211110_screening_A10 Fc=2-1 - 7_X	211110_screening_A10 Fc=2-1 - 7_Y	211110_screening_A10 Fc=2-1 - 8_X	211110_screening_A10 Fc=2-1 - 8_Y	211110_screening_A10 Fc=2-1 - 9_X	211110_screening_A10 Fc=2-1 - 9_Y	211110_screening_A1 Fc=2-1 - 10_X	211110_screening_A1 Fc=2-1 - 10_Y	211111_screening_A11 Fc=4-3 - 1_X	211111_screening_A11 Fc=4-3 - 1_Y	211111_screening_A11 Fc=4-3 - 2_X	211111_screening_A11 Fc=4-3 - 2_Y	211111_screening_A11 Fc=4-3 - 3_X	211111_screening_A11 Fc=4-3 - 3_Y	211111_screening_A11 Fc=4-3 - 4_X	211111_screening_A11 Fc=4-3 - 4_Y	211111_screening_A11 Fc=4-3 - 5_X	211111_screening_A11 Fc=4-3 - 5_Y	211111_screening_A11 Fc=4-3 - 6_X	211111_screening_A11 Fc=4-3 - 6_Y	211111_screening_A11 Fc=4-3 - 7_X	211111_screening_A11 Fc=4-3 - 7_Y	211111_screening_A11 Fc=4-3 - 8_X	211111_screening_A11 Fc=4-3 - 8_Y	211111_screening_A11 Fc=4-3 - 9_X	211111_screening_A11 Fc=4-3 - 9_Y	211111_screening_A1 Fc=4-3 - 10_X	211111_screening_A1 Fc=4-3 - 10_Y	211111_screening_A1 Fc=4-3 - 11_X	211111_screening_A1 Fc=4-3 - 11_Y	211111_screening_A1 Fc=4-3 - 12_X	211111_screening_A1 Fc=4-3 - 12_Y	211111_screening_A1 Fc=4-3 - 13_X	211111_screening_A1 Fc=4-3 - 13_Y	211111_screening_A1 Fc=4-3 - 14_X	211111_screening_A1 Fc=4-3 - 14_Y	211111_screening_A1 Fc=4-3 - 15_X	211111_screening_A1 Fc=4-3 - 15_Y	211111_screening_G12 Fc=4-3 - 1_X	211111_screening_G12 Fc=4-3 - 1_Y	211111_screening_G12 Fc=4-3 - 2_X	211111_screening_G12 Fc=4-3 - 2_Y	211111_screening_G12 Fc=4-3 - 3_X	211111_screening_G12 Fc=4-3 - 3_Y	211111_screening_G12 Fc=4-3 - 4_X	211111_screening_G12 Fc=4-3 - 4_Y
231.8	8716.77	231.8	8706.51	231.8	8700.13	231.8	8693.99	231.8	8690.31	231.8	8688.42	231.8	8690.13	231.8	8683.05	231.8	8703.12	231.8	8686.68	231.8	8683.97	231.8	8679.84	231.8	8677.24	231.8	8671.16	231.8	8673.79	231.8	8671.56	231.8	8672.68	231.8	8675.26	231.8	8686.54	231.8	8678.45	231.8	8678.88	231.8	8682.58	231.8	8682.58	231.8	8679.54	231.8	8679.66	231.8	8685.25	231.8	8688.26	231.8	8687.73	231.8	8702.17	231.8	8695.83	231.6	10326.8	231.6	10316	231.6	10306	231.6	10302.4	231.6	10301.7	231.6	10295.6	231.6	10295	231.6	10294.8	231.6	10307.8	231.6	10301	231.8	8563.02	231.8	8544.2	231.8	8527.26	231.8	8515.16	231.8	8509.22	231.8	8506.44	231.8	8503.18	231.8	8497.89	231.8	8515.3	231.8	8506.85	231.8	10073.7	231.8	10065.4	231.8	10058.2	231.8	10053	231.8	10053	231.8	10048.9	231.8	10042.9	231.8	10042.5	231.8	10060.5	231.8	10048.9	231.8	10047.4	231.8	10045.1	231.8	10047.2	231.8	10044.2	231.8	10049.5	231.8	10050.5	231.8	10048.3	231.8	10053.1	231.8	10062.5	231.8	10058.7	231.6	10386.5	231.6	10364.3	231.6	10344.3	231.6	10333.5	231.6	10326.6	231.6	10323.9	231.6	10319.6	231.6	10317.4	231.6	10329.6	231.6	10320	231.8	7198.41	231.8	7159.18	231.8	7130.49	231.8	7128.14	231.8	7109.94	231.8	7103.13	231.8	7094.72	231.8	7097.91	231.8	7109.14	231.8	7092.24	231.8	7092.49	231.8	7087.88	231.8	7086.17	231.8	7080.99	231.8	7075.92	231.8	7265.81	231.8	7265.98	231.8	7268.69	231.8	7265.3
232.8	8717.63	232.8	8708.79	232.8	8704.09	232.8	8692.81	232.8	8692.57	232.8	8691.71	232.8	8689.39	232.8	8679.94	232.8	8700.14	232.8	8686.05	232.8	8685.01	232.8	8683.62	232.8	8676.48	232.8	8675.62	232.8	8672.85	232.8	8670.85	232.8	8670.75	232.8	8673.37	232.8	8686.76	232.8	8681.98	232.8	8678.53	232.8	8683.66	232.8	8681.15	232.8	8681.01	232.8	8679.86	232.8	8685.55	232.8	8689.14	232.8	8688.75	232.8	8701.42	232.8	8696.82	232.6	10326.1	232.6	10314.9	232.6	10306.6	232.6	10302	232.6	10300.3	232.6	10297.3	232.6	10294.9	232.6	10297.2	232.6	10308	232.6	10299.6	232.8	8564.27	232.8	8541.21	232.8	8527.56	232.8	8517.17	232.8	8506.62	232.8	8507.15	232.8	8500.57	232.8	8501.5	232.8	8515.11	232.8	8503.79	232.8	10073.3	232.8	10064.5	232.8	10057.7	232.8	10056.1	232.8	10050.9	232.8	10049.2	232.8	10042.7	232.8	10044.2	232.8	10063.6	232.8	10052.5	232.8	10048.9	232.8	10051.5	232.8	10046.5	232.8	10048.3	232.8	10050.5	232.8	10045.7	232.8	10050.4	232.8	10051.6	232.8	10065.9	232.8	10055.5	232.6	10386.7	232.6	10362.5	232.6	10343.1	232.6	10332.9	232.6	10326.3	232.6	10323.6	232.6	10319.4	232.6	10317.1	232.6	10329.3	232.6	10319.3	232.8	7200.59	232.8	7162.83	232.8	7136.94	232.8	7127.16	232.8	7109.36	232.8	7105.56	232.8	7092.61	232.8	7095.47	232.8	7106.64	232.8	7093.97	232.8	7092.4	232.8	7088.78	232.8	7086.55	232.8	7083.13	232.8	7079.96	232.8	7264.11	232.8	7266.68	232.8	7266.86	232.8	7261.9
233.8	8714.94	233.8	8707.35	233.8	8703.22	233.8	8695.16	233.8	8691.73	233.8	8689.81	233.8	8687.79	233.8	8678.82	233.8	8701.21	233.8	8682.66	233.8	8680.96	233.8	8683.39	233.8	8674.67	233.8	8675.02	233.8	8674.6	233.8	8671.7	233.8	8668.86	233.8	8671.74	233.8	8687.79	233.8	8681.19	233.8	8676.21	233.8	8683.39	233.8	8682.21	233.8	8682.38	233.8	8680.18	233.8	8688.07	233.8	8687.22	233.8	8693.49	233.8	8697.28	233.8	8695.7	233.6	10325.3	233.6	10313.6	233.6	10308.2	233.6	10302.8	233.6	10300.7	233.6	10296.2	233.6	10294.6	233.6	10296.2	233.6	10307.1	233.6	10300.7	233.8	8562.82	233.8	8541.35	233.8	8528.73	233.8	8514.19	233.8	8509.69	233.8	8505.75	233.8	8501.9	233.8	8498.78	233.8	8515.42	233.8	8505.99	233.8	10075.5	233.8	10065.6	233.8	10059.9	233.8	10054	233.8	10051.7	233.8	10045.9	233.8	10044.2	233.8	10045	233.8	10060.6	233.8	10050.6	233.8	10046.4	233.8	10046.6	233.8	10046.7	233.8	10049.3	233.8	10053.3	233.8	10048.3	233.8	10049.9	233.8	10050.5	233.8	10063.5	233.8	10057.3	233.6	10385.5	233.6	10362.1	233.6	10342.6	233.6	10333.5	233.6	10328	233.6	10322.1	233.6	10319.8	233.6	10315.8	233.6	10330.9	233.6	10320.4	233.8	7199.18	233.8	7161.12	233.8	7139.23	233.8	7125.9	233.8	7113.58	233.8	7105.48	233.8	7095.46	233.8	7090.19	233.8	7109.32	233.8	7095.34	233.8	7090.3	233.8	7086.98	233.8	7088.45	233.8	7082.12	233.8	7076.68	233.8	7265.72	233.8	7262.97	233.8	7268.3	233.8	7264.75
234.8	8717.38	234.8	8706.01	234.8	8702.82	234.8	8694.94	234.8	8695.7	234.8	8686.05	234.8	8688.54	234.8	8680.27	234.8	8698.64	234.8	8685.62	234.8	8683.16	234.8	8682.8	234.8	8673.25	234.8	8674.94	234.8	8671.12	234.8	8673.93	234.8	8668.59	234.8	8668.04	234.8	8688.91	234.8	8682.34	234.8	8672.77	234.8	8683.52	234.8	8680.31	234.8	8683.62	234.8	8680.92	234.8	8684.54	234.8	8685.91	234.8	8687.16	234.8	8699.77	234.8	8696.14	234.6	10324.9	234.6	10313	234.6	10308.4	234.6	10301.9	234.6	10301.7	234.6	10295.2	234.6	10294.5	234.6	10295.7	234.6	10306.5	234.6	10299.5	234.8	8566.04	234.8	8541.52	234.8	8527.66	234.8	8514.15	234.8	8509.9	234.8	8508.08	234.8	8502.75	234.8	8496.49	234.8	8514.05	234.8	8508.14	234.8	10075.2	234.8	10064.1	234.8	10059	234.8	10051.3	234.8	10053.2	234.8	10047.9	234.8	10045.2	234.8	10040.7	234.8	10058.5	234.8	10051.1	234.8	10048	234.8	10047.3	234.8	10047.8	234.8	10049.7	234.8	10051	234.8	10050.1	234.8	10051.6	234.8	10052.8	234.8	10059.6	234.8	10056.8	234.6	10385.6	234.6	10362.7	234.6	10344	234.6	10333.8	234.6	10326.8	234.6	10322.9	234.6	10320	234.6	10316.5	234.6	10329.2	234.6	10319.8	234.8	7200.23	234.8	7163.1	234.8	7137.55	234.8	7121.31	234.8	7113.54	234.8	7104.85	234.8	7093.03	234.8	7091.65	234.8	7111.67	234.8	7102	234.8	7086.1	234.8	7087.8	234.8	7084.35	234.8	7080.45	234.8	7080.28	234.8	7263.4	234.8	7259.05	234.8	7265.51	234.8	7268.23
235.8	8716.72	235.8	8709.87	235.8	8699.41	235.8	8696.43	235.8	8694.74	235.8	8687.73	235.8	8685.84	235.8	8680.9	235.8	8699.99	235.8	8683.14	235.8	8683.42	235.8	8684.97	235.8	8676.31	235.8	8675.71	235.8	8673.21	235.8	8670.11	235.8	8668.61	235.8	8671.48	235.8	8685.68	235.8	8677.29	235.8	8677.17	235.8	8684.04	235.8	8682.4	235.8	8681.1	235.8	8681.44	235.8	8686.67	235.8	8690.71	235.8	8690.2	235.8	8700.05	235.8	8696.93	235.6	10325.7	235.6	10312.7	235.6	10308	235.6	10301.5	235.6	10300.1	235.6	10296.6	235.6	10292.6	235.6	10296.4	235.6	10307.7	235.6	10298.5	235.8	8569.25	235.8	8542.49	235.8	8529.95	235.8	8512.63	235.8	8510.44	235.8	8502.52	235.8	8507.33	235.8	8499.82	235.8	8514.15	235.8	8503.58	235.8	10071.2	235.8	10064.3	235.8	10060	235.8	10052.9	235.8	10055.7	235.8	10049.6	235.8	10047.1	235.8	10044.1	235.8	10060.3	235.8	10051.5	235.8	10049.7	235.8	10046.8	235.8	10047.4	235.8	10046.2	235.8	10049.6	235.8	10048.9	235.8	10049.8	235.8	10052	235.8	10060.6	235.8	10057.6	235.6	10385.1	235.6	10362.7	235.6	10343.5	235.6	10333.8	235.6	10327.5	235.6	10322.7	235.6	10318.4	235.6	10315.9	235.6	10329.8	235.6	10319.6	235.8	7201.6	235.8	7158.44	235.8	7134.23	235.8	7124.03	235.8	7110.48	235.8	7103.89	235.8	7091.5	235.8	7093.32	235.8	7109.78	235.8	7095.92	235.8	7085.53	235.8	7086.18	235.8	7085.29	235.8	7082.46	235.8	7082.75	235.8	7263.35	235.8	7264.07	235.8	7265.08	235.8	7263.34
236.8	8715.01	236.8	8710.91	236.8	8699.56	236.8	8697.08	236.8	8693.24	236.8	8690.06	236.8	8685.91	236.8	8680.57	236.8	8704.48	236.8	8682.23	236.8	8682.69	236.8	8680.49	236.8	8676.07	236.8	8677.38	236.8	8675.15	236.8	8669.63	236.8	8670.1	236.8	8672.62	236.8	8688.29	236.8	8680.93	236.8	8677.67	236.8	8681.97	236.8	8681.28	236.8	8682.18	236.8	8680.24	236.8	8687.05	236.8	8694.73	236.8	8690.77	236.8	8702.73	236.8	8695.38	236.6	10326.3	236.6	10315.3	236.6	10308.5	236.6	10304.1	236.6	10299.9	236.6	10296.6	236.6	10294.7	236.6	10296.2	236.6	10309.4	236.6	10299.9	236.8	8567.47	236.8	8542.87	236.8	8530.76	236.8	8513.63	236.8	8506.06	236.8	8506.61	236.8	8501.18	236.8	8500.48	236.8	8515.18	236.8	8503.39	236.8	10071.1	236.8	10064.6	236.8	10059.5	236.8	10052.4	236.8	10052.6	236.8	10049.5	236.8	10048.5	236.8	10044.9	236.8	10058.9	236.8	10053.4	236.8	10050.7	236.8	10047.2	236.8	10046.4	236.8	10045	236.8	10049.5	236.8	10049.8	236.8	10050	236.8	10050.5	236.8	10063.2	236.8	10061.1	236.6	10386.3	236.6	10362.5	236.6	10343.1	236.6	10332.3	236.6	10325.3	236.6	10322.2	236.6	10320.7	236.6	10317.9	236.6	10329.4	236.6	10321.2	236.8	7200.71	236.8	7155.04	236.8	7137.38	236.8	7124.64	236.8	7111.42	236.8	7103.85	236.8	7094.53	236.8	7090.22	236.8	7112.87	236.8	7095.28	236.8	7090.54	236.8	7085.84	236.8	7083.9	236.8	7080.51	236.8	7081.56	236.8	7268.1	236.8	7262.7	236.8	7266.22	236.8	7266.05
237.8	8716.89	237.8	8706.88	237.8	8700.4	237.8	8696.83	237.8	8690.42	237.8	8688.58	237.8	8687.88	237.8	8681.83	237.8	8700.62	237.8	8685.28	237.8	8684.62	237.8	8684	237.8	8679.25	237.8	8674.91	237.8	8674.12	237.8	8674.8	237.8	8672.1	237.8	8669.63	237.8	8687.69	237.8	8678.38	237.8	8678.84	237.8	8679.97	237.8	8684.9	237.8	8681.58	237.8	8678.67	237.8	8685.4	237.8	8686.97	237.8	8686.98	237.8	8699.81	237.8	8698.54	237.6	10325.4	237.6	10314.1	237.6	10307.8	237.6	10302.6	237.6	10300.5	237.6	10296.3	237.6	10295.4	237.6	10296.5	237.6	10308.1	237.6	10299.7	237.8	8567.89	237.8	8541.66	237.8	8528.98	237.8	8513.49	237.8	8507.49	237.8	8501.09	237.8	8501.91	237.8	8502.99	237.8	8513.28	237.8	8506.84	237.8	10075.4	237.8	10065.1	237.8	10059.9	237.8	10051.9	237.8	10053.3	237.8	10048.7	237.8	10047.3	237.8	10042.7	237.8	10058.7	237.8	10050.9	237.8	10050.9	237.8	10048.1	237.8	10047.2	237.8	10047.2	237.8	10050.4	237.8	10050.7	237.8	10050.9	237.8	10050	237.8	10061.2	237.8	10058.7	237.6	10386.9	237.6	10362.5	237.6	10343.1	237.6	10332.2	237.6	10325.6	237.6	10322.4	237.6	10319.2	237.6	10316.9	237.6	10329.8	237.6	10319.4	237.8	7202.12	237.8	7158.16	237.8	7137.48	237.8	7127.06	237.8	7111.83	237.8	7105.26	237.8	7092.09	237.8	7092.11	237.8	7107.77	237.8	7096.32	237.8	7089.6	237.8	7083.72	237.8	7085.5	237.8	7083.34	237.8	7076.24	237.8	7264.11	237.8	7263.84	237.8	7264.73	237.8	7263.51
238.8	8716.63	238.8	8707.08	238.8	8700.91	238.8	8696.73	238.8	8691.13	238.8	8687.6	238.8	8684.09	238.8	8680.63	238.8	8705.2	238.8	8686.02	238.8	8681.67	238.8	8682.96	238.8	8674.19	238.8	8670.14	238.8	8675.49	238.8	8671.05	238.8	8668.72	238.8	8674.7	238.8	8686.92	238.8	8677.04	238.8	8676.14	238.8	8681.59	238.8	8679.17	238.8	8682.54	238.8	8680.15	238.8	8685.42	238.8	8688.65	238.8	8686.98	238.8	8700.8	238.8	8699.03	238.6	10325.8	238.6	10315.6	238.6	10306.7	238.6	10304.5	238.6	10302.6	238.6	10295.8	238.6	10295	238.6	10296.5	238.6	10308.2	238.6	10299.4	238.8	8564.38	238.8	8542.07	238.8	8526.83	238.8	8511.51	238.8	8508.63	238.8	8505.59	238.8	8502.6	238.8	8499.7	238.8	8516.22	238.8	8502.99	238.8	10073.1	238.8	10061.8	238.8	10059.7	238.8	10053.5	238.8	10051.8	238.8	10050.4	238.8	10046.3	238.8	10043.7	238.8	10059.2	238.8	10051.1	238.8	10049.1	238.8	10047	238.8	10048.7	238.8	10047.3	238.8	10050.9	238.8	10051	238.8	10049.5	238.8	10046.8	238.8	10063.4	238.8	10056.9	238.6	10387.5	238.6	10363.3	238.6	10343.1	238.6	10332.5	238.6	10326.8	238.6	10322.4	238.6	10319.1	238.6	10317.2	238.6	10329.1	238.6	10320.3	238.8	7199.51	238.8	7161.33	238.8	7135.11	238.8	7128.42	238.8	7114.53	238.8	7103.18	238.8	7094.81	238.8	7093.23	238.8	7109.54	238.8	7095.79	238.8	7091.16	238.8	7084.46	238.8	7083.08	238.8	7080.78	238.8	7077.23	238.8	7263.73	238.8	7266.47	238.8	7261.35	238.8	7266.07
239.8	8717.16	239.8	8705.25	239.8	8699.76	239.8	8698.56	239.8	8691.84	239.8	8688.86	239.8	8684.54	239.8	8682.01	239.8	8697.37	239.8	8686.33	239.8	8682.8	239.8	8681.68	239.8	8678.84	239.8	8674.39	239.8	8677.24	239.8	8672.94	239.8	8667.69	239.8	8671	239.8	8689.62	239.8	8677.09	239.8	8677.28	239.8	8680.38	239.8	8681.41	239.8	8681.35	239.8	8680.86	239.8	8682.54	239.8	8686.16	239.8	8686.05	239.8	8701.84	239.8	8698.49	239.6	10325.8	239.6	10311.5	239.6	10309.1	239.6	10304.6	239.6	10300.9	239.6	10296.9	239.6	10292.7	239.6	10295.7	239.6	10304.4	239.6	10297.7	239.8	8561.6	239.8	8542.32	239.8	8526.23	239.8	8516.74	239.8	8507.05	239.8	8505.83	239.8	8504.25	239.8	8499.27	239.8	8517.52	239.8	8506	239.8	10072.4	239.8	10066.3	239.8	10057.4	239.8	10055.9	239.8	10051.6	239.8	10048.3	239.8	10050	239.8	10043	239.8	10058.7	239.8	10052.9	239.8	10049.8	239.8	10047.6	239.8	10045.9	239.8	10045.5	239.8	10049.3	239.8	10052.1	239.8	10051.1	239.8	10051	239.8	10063.4	239.8	10057	239.6	10385.3	239.6	10362.5	239.6	10343.5	239.6	10333.5	239.6	10326.7	239.6	10322.1	239.6	10319.4	239.6	10316	239.6	10330.4	239.6	10321.6	239.8	7200.64	239.8	7164.58	239.8	7136.17	239.8	7122.04	239.8	7115.51	239.8	7099.77	239.8	7093.48	239.8	7091.31	239.8	7107.24	239.8	7094.33	239.8	7093.76	239.8	7084.16	239.8	7086.87	239.8	7082.43	239.8	7078.61	239.8	7263.2	239.8	7264.45	239.8	7266.56	239.8	7265.79
240.8	8720.17	240.8	8707.19	240.8	8701.73	240.8	8696.58	240.8	8694.33	240.8	8687.83	240.8	8685.12	240.8	8684.51	240.8	8699.03	240.8	8685.33	240.8	8682.7	240.8	8680.65	240.8	8677.42	240.8	8674.59	240.8	8675.5	240.8	8670.16	240.8	8671.72	240.8	8670.64	240.8	8686.35	240.8	8678.51	240.8	8679.97	240.8	8681.36	240.8	8684.44	240.8	8680.57	240.8	8679.88	240.8	8687.2	240.8	8687.72	240.8	8687.56	240.8	8704.4	240.8	8699.19	240.6	10323.6	240.6	10313.2	240.6	10308.8	240.6	10303.8	240.6	10300	240.6	10296.2	240.6	10293.8	240.6	10294.9	240.6	10306.8	240.6	10299.3	240.8	8566.29	240.8	8543.88	240.8	8527.5	240.8	8513.02	240.8	8501.33	240.8	8506.72	240.8	8503.7	240.8	8500.71	240.8	8514.36	240.8	8507.19	240.8	10071.7	240.8	10063	240.8	10057.9	240.8	10053.2	240.8	10054.6	240.8	10050.5	240.8	10047.5	240.8	10042.8	240.8	10059.2	240.8	10049.6	240.8	10050	240.8	10046.5	240.8	10048.2	240.8	10049.2	240.8	10049.5	240.8	10048.8	240.8	10050.6	240.8	10050.1	240.8	10059.3	240.8	10058.7	240.6	10385.1	240.6	10362.4	240.6	10343.6	240.6	10332	240.6	10326.7	240.6	10322.2	240.6	10318	240.6	10315.8	240.6	10330	240.6	10319.6	240.8	7199.46	240.8	7164.38	240.8	7139.91	240.8	7125.92	240.8	7110.06	240.8	7102.62	240.8	7094.84	240.8	7092.07	240.8	7111.42	240.8	7092.72	240.8	7093.94	240.8	7083.74	240.8	7081.91	240.8	7080.92	240.8	7074.13	240.8	7262.95	240.8	7266.41	240.8	7267	240.8	7267.67
