211122_binding_JYK00 Fc=4-3 - 1_X	211122_binding_JYK00 Fc=4-3 - 1_Y	211122_binding_JYK00 Fc=4-3 - 2_X	211122_binding_JYK00 Fc=4-3 - 2_Y	211122_binding_JYK00 Fc=4-3 - 3_X	211122_binding_JYK00 Fc=4-3 - 3_Y	211122_binding_JYK00 Fc=4-3 - 4_X	211122_binding_JYK00 Fc=4-3 - 4_Y	211122_binding_JYK00 Fc=4-3 - 5_X	211122_binding_JYK00 Fc=4-3 - 5_Y	211122_binding_JYK00 Fc=4-3 - 6_X	211122_binding_JYK00 Fc=4-3 - 6_Y	211122_binding_JYK00 Fc=4-3 - 7_X	211122_binding_JYK00 Fc=4-3 - 7_Y	211122_binding_JYK00 Fc=4-3 - 8_X	211122_binding_JYK00 Fc=4-3 - 8_Y	211122_binding_JYK00 Fc=4-3 - 9_X	211122_binding_JYK00 Fc=4-3 - 9_Y	211122_binding_JYK0 Fc=4-3 - 10_X	211122_binding_JYK0 Fc=4-3 - 10_Y	211122_binding_JYK0 Fc=4-3 - 11_X	211122_binding_JYK0 Fc=4-3 - 11_Y	211122_binding_JYK0 Fc=4-3 - 12_X	211122_binding_JYK0 Fc=4-3 - 12_Y	211122_binding_JYK0 Fc=4-3 - 13_X	211122_binding_JYK0 Fc=4-3 - 13_Y	211122_binding_JYK0 Fc=4-3 - 14_X	211122_binding_JYK0 Fc=4-3 - 14_Y	211122_binding_JYK0 Fc=4-3 - 15_X	211122_binding_JYK0 Fc=4-3 - 15_Y	211122_binding_JYK0 Fc=4-3 - 16_X	211122_binding_JYK0 Fc=4-3 - 16_Y	211122_binding_JYK0 Fc=4-3 - 17_X	211122_binding_JYK0 Fc=4-3 - 17_Y	211122_binding_JYK0 Fc=4-3 - 18_X	211122_binding_JYK0 Fc=4-3 - 18_Y	211122_binding_JYK0 Fc=4-3 - 19_X	211122_binding_JYK0 Fc=4-3 - 19_Y	211122_binding_JYK0 Fc=4-3 - 20_X	211122_binding_JYK0 Fc=4-3 - 20_Y	211122_binding_JYK0 Fc=4-3 - 21_X	211122_binding_JYK0 Fc=4-3 - 21_Y	211122_binding_JYK0 Fc=4-3 - 22_X	211122_binding_JYK0 Fc=4-3 - 22_Y	211122_binding_JYK0 Fc=4-3 - 23_X	211122_binding_JYK0 Fc=4-3 - 23_Y	211122_binding_JYK0 Fc=4-3 - 24_X	211122_binding_JYK0 Fc=4-3 - 24_Y	211122_binding_JYK0 Fc=4-3 - 25_X	211122_binding_JYK0 Fc=4-3 - 25_Y	211122_binding_JYK0 Fc=4-3 - 26_X	211122_binding_JYK0 Fc=4-3 - 26_Y	211122_binding_JYK0 Fc=4-3 - 27_X	211122_binding_JYK0 Fc=4-3 - 27_Y	211122_binding_JYK0 Fc=4-3 - 28_X	211122_binding_JYK0 Fc=4-3 - 28_Y	211122_binding_JYK0 Fc=4-3 - 29_X	211122_binding_JYK0 Fc=4-3 - 29_Y	211122_binding_JYK0 Fc=4-3 - 30_X	211122_binding_JYK0 Fc=4-3 - 30_Y	211122_binding_JYK0 Fc=4-3 - 31_X	211122_binding_JYK0 Fc=4-3 - 31_Y	211122_binding_JYK0 Fc=4-3 - 32_X	211122_binding_JYK0 Fc=4-3 - 32_Y	211122_binding_JYK0 Fc=4-3 - 33_X	211122_binding_JYK0 Fc=4-3 - 33_Y	211122_binding_JYK0 Fc=4-3 - 34_X	211122_binding_JYK0 Fc=4-3 - 34_Y	211122_binding_JYK0 Fc=4-3 - 35_X	211122_binding_JYK0 Fc=4-3 - 35_Y
305.8	11369.4	305.8	11298.8	305.8	11268.2	305.8	11256.5	305.8	11241.1	305.8	11225.3	305.8	11215.2	305.8	11210.1	305.8	11197.5	305.8	11187.5	305.8	11176.3	305.8	11177.3	305.8	11186.9	305.8	11171.9	305.8	11169.2	305.8	11167.5	305.8	11163	305.8	11163.3	305.8	11158.5	305.8	11157	305.8	11159.8	305.8	11160.8	305.8	11157	305.8	11174.7	305.8	11167.8	305.8	11162.3	305.8	11163.5	305.8	11160.2	305.8	11160.1	305.8	11161	305.8	11161.4	305.8	11164	305.8	11164.6	305.8	11174.3	305.8	11167.2
306.8	11368.7	306.8	11296.6	306.8	11267.7	306.8	11256.2	306.8	11239.5	306.8	11225	306.8	11215.6	306.8	11211.7	306.8	11199.4	306.8	11189.9	306.8	11178	306.8	11175.7	306.8	11186.7	306.8	11173	306.8	11169.1	306.8	11165.5	306.8	11164.3	306.8	11162.9	306.8	11159.9	306.8	11158.8	306.8	11160.2	306.8	11164.9	306.8	11158.8	306.8	11174.7	306.8	11165.6	306.8	11163.3	306.8	11163.8	306.8	11160.9	306.8	11158.9	306.8	11161.9	306.8	11160.5	306.8	11164.7	306.8	11162.4	306.8	11174.2	306.8	11167.3
307.8	11367.2	307.8	11300.2	307.8	11268.5	307.8	11260.8	307.8	11240	307.8	11225.7	307.8	11213.7	307.8	11210.6	307.8	11198	307.8	11188.8	307.8	11178.5	307.8	11175	307.8	11186.9	307.8	11172.7	307.8	11168	307.8	11164.6	307.8	11165.5	307.8	11164.8	307.8	11158.3	307.8	11159	307.8	11159.5	307.8	11163.4	307.8	11161.8	307.8	11174.2	307.8	11167.2	307.8	11164.3	307.8	11163.8	307.8	11163.4	307.8	11160	307.8	11162.1	307.8	11161.8	307.8	11163.6	307.8	11162.8	307.8	11173.2	307.8	11165.9
308.8	11369.2	308.8	11299.4	308.8	11269.4	308.8	11259.6	308.8	11238.9	308.8	11228	308.8	11214.8	308.8	11209.2	308.8	11197.6	308.8	11186	308.8	11178.7	308.8	11174.8	308.8	11185.3	308.8	11171.8	308.8	11167.3	308.8	11165.6	308.8	11163.5	308.8	11161.3	308.8	11159.4	308.8	11159	308.8	11161	308.8	11162.6	308.8	11161.8	308.8	11173.3	308.8	11169.4	308.8	11163.4	308.8	11163.2	308.8	11161.6	308.8	11163.3	308.8	11161.5	308.8	11161.7	308.8	11164.7	308.8	11163.4	308.8	11176.1	308.8	11167.7
309.8	11367.2	309.8	11298.8	309.8	11267.1	309.8	11257.4	309.8	11242.5	309.8	11225.2	309.8	11216.6	309.8	11209.1	309.8	11196.1	309.8	11186.4	309.8	11178.4	309.8	11176.7	309.8	11184.9	309.8	11173.4	309.8	11169.7	309.8	11166.7	309.8	11163	309.8	11161.8	309.8	11158.3	309.8	11160	309.8	11158.4	309.8	11159.8	309.8	11161.9	309.8	11177.4	309.8	11168.8	309.8	11163.7	309.8	11162	309.8	11159.3	309.8	11162.3	309.8	11160	309.8	11164.6	309.8	11165.1	309.8	11163.6	309.8	11177.1	309.8	11167.6
310.8	11368.3	310.8	11297.9	310.8	11268.3	310.8	11257.6	310.8	11241	310.8	11224.7	310.8	11214.4	310.8	11210.5	310.8	11197.3	310.8	11185.7	310.8	11178.3	310.8	11170.9	310.8	11184.7	310.8	11173.3	310.8	11170.4	310.8	11167.1	310.8	11161.8	310.8	11161.5	310.8	11159.3	310.8	11157.7	310.8	11159.3	310.8	11161.1	310.8	11160	310.8	11174.6	310.8	11169.5	310.8	11164.1	310.8	11161.9	310.8	11161.5	310.8	11159.2	310.8	11158.6	310.8	11164.6	310.8	11163.5	310.8	11166.3	310.8	11177.8	310.8	11167.6
311.8	11367.6	311.8	11298.1	311.8	11267.1	311.8	11259.2	311.8	11239.4	311.8	11225.1	311.8	11217.3	311.8	11207.7	311.8	11197.6	311.8	11186.9	311.8	11176.7	311.8	11174.5	311.8	11182.8	311.8	11173.8	311.8	11169	311.8	11164.5	311.8	11164.8	311.8	11162.7	311.8	11159.6	311.8	11158	311.8	11160.2	311.8	11160.5	311.8	11161.9	311.8	11174.3	311.8	11168.9	311.8	11162.3	311.8	11161.4	311.8	11162.6	311.8	11161	311.8	11160.9	311.8	11161.6	311.8	11163.5	311.8	11164.5	311.8	11176.4	311.8	11170.1
312.8	11366.6	312.8	11299.3	312.8	11267.5	312.8	11256.8	312.8	11240.8	312.8	11226.5	312.8	11217.2	312.8	11210.6	312.8	11199.4	312.8	11187.3	312.8	11177.4	312.8	11174.4	312.8	11186.5	312.8	11173.2	312.8	11167.4	312.8	11166.2	312.8	11165.4	312.8	11162.6	312.8	11159.6	312.8	11156	312.8	11159.1	312.8	11160.5	312.8	11160.7	312.8	11177.4	312.8	11169.3	312.8	11165.9	312.8	11164.3	312.8	11163.2	312.8	11160.9	312.8	11158.3	312.8	11162.2	312.8	11164.9	312.8	11162.8	312.8	11176.1	312.8	11167.9
313.8	11369.7	313.8	11300.1	313.8	11268.1	313.8	11258.3	313.8	11239	313.8	11226.5	313.8	11216.4	313.8	11210.3	313.8	11199.6	313.8	11189.3	313.8	11177.4	313.8	11174.2	313.8	11185.4	313.8	11173.5	313.8	11167.5	313.8	11165.2	313.8	11164.5	313.8	11162.9	313.8	11160.2	313.8	11157.3	313.8	11160.8	313.8	11158.6	313.8	11161.4	313.8	11176.9	313.8	11167.8	313.8	11163.3	313.8	11162.7	313.8	11162.9	313.8	11161.8	313.8	11160.6	313.8	11162.9	313.8	11163.1	313.8	11162.5	313.8	11177.9	313.8	11168.6
314.8	11367.7	314.8	11299.6	314.8	11268.3	314.8	11258	314.8	11239.5	314.8	11226.8	314.8	11216.1	314.8	11208.6	314.8	11198.1	314.8	11188.4	314.8	11179	314.8	11176.1	314.8	11183.8	314.8	11174.2	314.8	11167.8	314.8	11164.7	314.8	11163.1	314.8	11163.2	314.8	11162	314.8	11161.1	314.8	11161.5	314.8	11162.3	314.8	11160.9	314.8	11175.7	314.8	11168.1	314.8	11164.3	314.8	11164.2	314.8	11160.6	314.8	11161.4	314.8	11160.5	314.8	11162.9	314.8	11164.4	314.8	11163.7	314.8	11173.9	314.8	11167.5
315.8	11366.3	315.8	11299.7	315.8	11267.8	315.8	11258.5	315.8	11240.8	315.8	11225.5	315.8	11217.6	315.8	11210	315.8	11202.8	315.8	11187.9	315.8	11176.3	315.8	11176.5	315.8	11183.4	315.8	11172.3	315.8	11169.5	315.8	11166.4	315.8	11163.9	315.8	11161.8	315.8	11159.4	315.8	11159.9	315.8	11162.5	315.8	11162.2	315.8	11162.3	315.8	11175.5	315.8	11168.9	315.8	11162	315.8	11161.7	315.8	11160.5	315.8	11162.5	315.8	11160.6	315.8	11162	315.8	11164.5	315.8	11163.9	315.8	11174.1	315.8	11169.9
316.8	11368.3	316.8	11297.6	316.8	11267.4	316.8	11257.8	316.8	11239	316.8	11225.6	316.8	11215	316.8	11213.2	316.8	11201.2	316.8	11187.2	316.8	11176.7	316.8	11175.6	316.8	11185.5	316.8	11173.9	316.8	11167.9	316.8	11166	316.8	11163.4	316.8	11161.1	316.8	11158.1	316.8	11159.3	316.8	11161.1	316.8	11160.7	316.8	11161.2	316.8	11177.2	316.8	11167.2	316.8	11163.5	316.8	11162.6	316.8	11161.6	316.8	11162.3	316.8	11159.7	316.8	11163.1	316.8	11165.3	316.8	11164.4	316.8	11174.3	316.8	11167.8
317.8	11368.9	317.8	11299.7	317.8	11268.4	317.8	11256.2	317.8	11240.7	317.8	11224.4	317.8	11215.5	317.8	11208.7	317.8	11197.6	317.8	11186.5	317.8	11175.2	317.8	11174.5	317.8	11183.7	317.8	11171.4	317.8	11169.2	317.8	11164.5	317.8	11160.8	317.8	11161.8	317.8	11159.7	317.8	11158.4	317.8	11160.2	317.8	11161.9	317.8	11161.7	317.8	11177	317.8	11166.3	317.8	11163.9	317.8	11164.2	317.8	11161	317.8	11158.9	317.8	11160.9	317.8	11163.4	317.8	11162.1	317.8	11163.7	317.8	11176.6	317.8	11168.9
318.8	11367.7	318.8	11302.3	318.8	11267.8	318.8	11257.5	318.8	11240.9	318.8	11226.1	318.8	11212.6	318.8	11209.3	318.8	11201	318.8	11187.5	318.8	11177.5	318.8	11174.5	318.8	11184.7	318.8	11172.9	318.8	11168.5	318.8	11166	318.8	11164.3	318.8	11161.9	318.8	11160.4	318.8	11159.6	318.8	11160.2	318.8	11161	318.8	11162	318.8	11175.6	318.8	11167.9	318.8	11163.3	318.8	11165	318.8	11162.1	318.8	11159.6	318.8	11160.2	318.8	11163.6	318.8	11165.4	318.8	11164.5	318.8	11177.3	318.8	11170.4
319.8	11369	319.8	11299.9	319.8	11266.1	319.8	11255.8	319.8	11242.9	319.8	11225.5	319.8	11212.4	319.8	11209.2	319.8	11198.9	319.8	11187.1	319.8	11175.6	319.8	11174.3	319.8	11185.8	319.8	11172.8	319.8	11169.7	319.8	11165.2	319.8	11165.3	319.8	11163	319.8	11160.8	319.8	11162.5	319.8	11159.9	319.8	11162.1	319.8	11161.2	319.8	11175	319.8	11167.5	319.8	11162.3	319.8	11161.3	319.8	11160.2	319.8	11161.1	319.8	11159.9	319.8	11162	319.8	11166.4	319.8	11166.9	319.8	11177.1	319.8	11170.5
320.8	11368.3	320.8	11298.9	320.8	11269.2	320.8	11255.6	320.8	11241.3	320.8	11226.6	320.8	11214.1	320.8	11209.1	320.8	11198.8	320.8	11187.4	320.8	11177.6	320.8	11174.3	320.8	11183.1	320.8	11173.6	320.8	11169.6	320.8	11168.9	320.8	11162.9	320.8	11164.7	320.8	11161.3	320.8	11160.5	320.8	11161.8	320.8	11161.2	320.8	11161.5	320.8	11174.2	320.8	11167.1	320.8	11163.4	320.8	11164.2	320.8	11158.7	320.8	11161.4	320.8	11161.2	320.8	11165.3	320.8	11163	320.8	11163.9	320.8	11177.4	320.8	11170.8
321.8	11368.2	321.8	11298.9	321.8	11268.5	321.8	11257.7	321.8	11239.5	321.8	11223.8	321.8	11214.7	321.8	11207.4	321.8	11198.7	321.8	11186.1	321.8	11177.6	321.8	11173.8	321.8	11184	321.8	11172.5	321.8	11166.8	321.8	11167.3	321.8	11162	321.8	11162.7	321.8	11163	321.8	11160.6	321.8	11161.8	321.8	11161	321.8	11160.9	321.8	11175.3	321.8	11167.8	321.8	11161.3	321.8	11162.5	321.8	11160	321.8	11162.4	321.8	11161	321.8	11163.7	321.8	11165.8	321.8	11162.6	321.8	11176	321.8	11170.3
322.8	11368.8	322.8	11298.1	322.8	11266	322.8	11255.6	322.8	11239.7	322.8	11223.6	322.8	11213.9	322.8	11209.1	322.8	11198.8	322.8	11185.3	322.8	11177.7	322.8	11175.6	322.8	11185.6	322.8	11172	322.8	11168.3	322.8	11167	322.8	11164.4	322.8	11163.1	322.8	11159.1	322.8	11158.6	322.8	11160.2	322.8	11160.7	322.8	11158.2	322.8	11177.6	322.8	11168	322.8	11163.8	322.8	11161.1	322.8	11160.7	322.8	11161	322.8	11161.3	322.8	11165.5	322.8	11165.3	322.8	11166.3	322.8	11174.5	322.8	11170.6
323.8	11371	323.8	11300.2	323.8	11267.6	323.8	11256.3	323.8	11238.1	323.8	11223.5	323.8	11213.1	323.8	11209.7	323.8	11196.9	323.8	11186.2	323.8	11176.4	323.8	11174.9	323.8	11184.9	323.8	11173	323.8	11166.1	323.8	11164.8	323.8	11161.9	323.8	11164.1	323.8	11159.8	323.8	11156.7	323.8	11160.6	323.8	11160.3	323.8	11161.7	323.8	11175.5	323.8	11165.9	323.8	11165.1	323.8	11161	323.8	11159.3	323.8	11161.3	323.8	11161.7	323.8	11168.5	323.8	11163.7	323.8	11165.3	323.8	11171.4	323.8	11170.5
324.8	11367.1	324.8	11297.6	324.8	11268.4	324.8	11255.4	324.8	11237.3	324.8	11225.8	324.8	11212	324.8	11210.4	324.8	11197.8	324.8	11185.5	324.8	11175.2	324.8	11174	324.8	11185.2	324.8	11170.5	324.8	11167.1	324.8	11163.3	324.8	11166.2	324.8	11163.5	324.8	11159.3	324.8	11160.2	324.8	11160.2	324.8	11160.2	324.8	11159.3	324.8	11174.1	324.8	11167.7	324.8	11162.8	324.8	11163.1	324.8	11159.1	324.8	11161.1	324.8	11161.6	324.8	11166.1	324.8	11162.8	324.8	11164.4	324.8	11174.8	324.8	11171.6
325.8	11370.1	325.8	11300.9	325.8	11266	325.8	11254.6	325.8	11241.2	325.8	11223.6	325.8	11215	325.8	11208.2	325.8	11197.5	325.8	11186.9	325.8	11178.3	325.8	11175.3	325.8	11185.2	325.8	11172.3	325.8	11169.8	325.8	11166.3	325.8	11165.3	325.8	11163.9	325.8	11160.3	325.8	11158.5	325.8	11160.9	325.8	11160.2	325.8	11162.8	325.8	11175	325.8	11167.1	325.8	11163.6	325.8	11165	325.8	11160.9	325.8	11160.8	325.8	11160.6	325.8	11163.7	325.8	11166	325.8	11162.9	325.8	11174.5	325.8	11170.9
326.8	11368.5	326.8	11300.9	326.8	11265.3	326.8	11256.2	326.8	11239.4	326.8	11223.8	326.8	11216.6	326.8	11209.8	326.8	11199.1	326.8	11186.3	326.8	11176.6	326.8	11176.2	326.8	11185	326.8	11174.5	326.8	11168	326.8	11167.5	326.8	11164.2	326.8	11161.8	326.8	11158.6	326.8	11161.5	326.8	11159.5	326.8	11160	326.8	11160.6	326.8	11175.2	326.8	11166.3	326.8	11162.4	326.8	11164.1	326.8	11162.6	326.8	11160.9	326.8	11163.8	326.8	11165.5	326.8	11164.8	326.8	11162.8	326.8	11174	326.8	11170.4
327.8	11368.1	327.8	11296.9	327.8	11266.9	327.8	11255.2	327.8	11239.3	327.8	11223.1	327.8	11214.4	327.8	11208.3	327.8	11196.7	327.8	11186.4	327.8	11174.4	327.8	11173.9	327.8	11185.8	327.8	11170.8	327.8	11166.2	327.8	11166.7	327.8	11165.2	327.8	11161.1	327.8	11160.2	327.8	11158.3	327.8	11161.6	327.8	11159.2	327.8	11160.9	327.8	11176.6	327.8	11167	327.8	11163.3	327.8	11162.4	327.8	11160.2	327.8	11163.3	327.8	11162.3	327.8	11164.8	327.8	11164.6	327.8	11163.8	327.8	11175.6	327.8	11170.8
328.8	11367.5	328.8	11297.7	328.8	11267.3	328.8	11255.6	328.8	11239.8	328.8	11223.8	328.8	11212.8	328.8	11207.9	328.8	11200.6	328.8	11185.2	328.8	11176.3	328.8	11174.3	328.8	11185.8	328.8	11172.9	328.8	11166.2	328.8	11164.5	328.8	11164.2	328.8	11161.4	328.8	11159.5	328.8	11161.1	328.8	11158	328.8	11160	328.8	11161.4	328.8	11176.3	328.8	11168.6	328.8	11162.5	328.8	11162.3	328.8	11159.6	328.8	11161.7	328.8	11160.1	328.8	11164.9	328.8	11164.5	328.8	11162.5	328.8	11175.3	328.8	11169.8
329.8	11364.9	329.8	11295.9	329.8	11266.4	329.8	11256.4	329.8	11238.5	329.8	11223.6	329.8	11213.7	329.8	11210.7	329.8	11197.3	329.8	11185.6	329.8	11176.7	329.8	11177.4	329.8	11184.1	329.8	11174.1	329.8	11168.1	329.8	11165.9	329.8	11162.6	329.8	11160.9	329.8	11158.8	329.8	11160.1	329.8	11161.9	329.8	11160.6	329.8	11160.9	329.8	11175.3	329.8	11170.6	329.8	11164.2	329.8	11164.1	329.8	11160.1	329.8	11161.8	329.8	11158.1	329.8	11162.8	329.8	11164.5	329.8	11163.2	329.8	11176.2	329.8	11170.9
330.8	11367.7	330.8	11299.8	330.8	11267.6	330.8	11255.1	330.8	11237.7	330.8	11223.4	330.8	11214	330.8	11208.4	330.8	11197.9	330.8	11183.8	330.8	11175.3	330.8	11173.8	330.8	11183.5	330.8	11175.2	330.8	11166.8	330.8	11166.2	330.8	11162.4	330.8	11164.3	330.8	11160.5	330.8	11162	330.8	11160.1	330.8	11162.2	330.8	11162.8	330.8	11174.3	330.8	11167.2	330.8	11163.3	330.8	11163.5	330.8	11160.2	330.8	11161.9	330.8	11159.8	330.8	11164.5	330.8	11165.1	330.8	11164.3	330.8	11174.7	330.8	11168.5
331.8	11366.8	331.8	11297.2	331.8	11266	331.8	11257.3	331.8	11237.6	331.8	11224.3	331.8	11212.5	331.8	11208.8	331.8	11196.9	331.8	11185.6	331.8	11176.5	331.8	11174.2	331.8	11185.2	331.8	11171.4	331.8	11166.7	331.8	11164.7	331.8	11164	331.8	11161.9	331.8	11159	331.8	11158.7	331.8	11159.2	331.8	11161	331.8	11160.8	331.8	11175	331.8	11168.8	331.8	11160.2	331.8	11164.7	331.8	11163.7	331.8	11161.3	331.8	11162	331.8	11166.4	331.8	11163.4	331.8	11161.7	331.8	11175	331.8	11171.1
332.8	11366.6	332.8	11295.4	332.8	11265.1	332.8	11255.9	332.8	11239.1	332.8	11225.8	332.8	11213.7	332.8	11207.4	332.8	11195.6	332.8	11185.4	332.8	11176.5	332.8	11175.6	332.8	11183.8	332.8	11171.6	332.8	11168.9	332.8	11165.4	332.8	11163.5	332.8	11161.4	332.8	11159.6	332.8	11159.5	332.8	11158.8	332.8	11158.7	332.8	11163.7	332.8	11176.2	332.8	11167.2	332.8	11162.7	332.8	11165.3	332.8	11161.8	332.8	11163.1	332.8	11161.5	332.8	11165	332.8	11162.8	332.8	11164.9	332.8	11174.8	332.8	11170.5
333.8	11366.9	333.8	11299	333.8	11265.2	333.8	11254.1	333.8	11238.1	333.8	11223.3	333.8	11214.7	333.8	11210	333.8	11195.2	333.8	11185.7	333.8	11177.8	333.8	11175.2	333.8	11183.4	333.8	11171.5	333.8	11168.7	333.8	11164.3	333.8	11163.8	333.8	11160.8	333.8	11158.9	333.8	11156.4	333.8	11160	333.8	11159.7	333.8	11160.7	333.8	11176	333.8	11167.5	333.8	11164.3	333.8	11162.6	333.8	11160.8	333.8	11162.5	333.8	11161.4	333.8	11166.4	333.8	11163.8	333.8	11163.7	333.8	11173.3	333.8	11171.2
334.8	11366	334.8	11295.6	334.8	11267	334.8	11255	334.8	11239.4	334.8	11224.7	334.8	11217.3	334.8	11207.7	334.8	11198.5	334.8	11184.3	334.8	11180	334.8	11174.4	334.8	11184.5	334.8	11170.2	334.8	11169.1	334.8	11163.7	334.8	11164.6	334.8	11163	334.8	11159.8	334.8	11158.6	334.8	11160	334.8	11160.8	334.8	11161.9	334.8	11176.4	334.8	11165.6	334.8	11162.8	334.8	11161.7	334.8	11160.4	334.8	11162.6	334.8	11161.5	334.8	11164	334.8	11164.3	334.8	11163.2	334.8	11174.4	334.8	11168.2
335.8	11368.2	335.8	11295.9	335.8	11265.1	335.8	11256.2	335.8	11239.3	335.8	11224.5	335.8	11217.4	335.8	11207	335.8	11197.8	335.8	11183.6	335.8	11176.6	335.8	11174.5	335.8	11184.5	335.8	11170.5	335.8	11170.8	335.8	11163.7	335.8	11164.1	335.8	11162	335.8	11160.8	335.8	11158.6	335.8	11160.6	335.8	11159.9	335.8	11160.3	335.8	11174.2	335.8	11167	335.8	11165	335.8	11164.6	335.8	11160.5	335.8	11160.2	335.8	11161.9	335.8	11162.1	335.8	11165.2	335.8	11162.2	335.8	11173.3	335.8	11170.6
336.8	11368.5	336.8	11295.9	336.8	11265.8	336.8	11253.4	336.8	11240.6	336.8	11223.2	336.8	11212.2	336.8	11209.1	336.8	11197.8	336.8	11186.2	336.8	11178	336.8	11173	336.8	11184.8	336.8	11168.6	336.8	11169.9	336.8	11166.3	336.8	11163.1	336.8	11162	336.8	11159.3	336.8	11159.6	336.8	11159.2	336.8	11160.4	336.8	11160.5	336.8	11174.7	336.8	11168	336.8	11163.7	336.8	11163.6	336.8	11160.6	336.8	11162.1	336.8	11161	336.8	11165.9	336.8	11164.1	336.8	11164.4	336.8	11176.9	336.8	11171.7
337.8	11368.1	337.8	11298.2	337.8	11268.6	337.8	11255.7	337.8	11238.2	337.8	11224.7	337.8	11212.6	337.8	11207.9	337.8	11199.2	337.8	11185.2	337.8	11176.3	337.8	11174.1	337.8	11184.6	337.8	11171.1	337.8	11166.5	337.8	11165.2	337.8	11162.8	337.8	11160.9	337.8	11160.7	337.8	11158.9	337.8	11160.5	337.8	11157.8	337.8	11160.9	337.8	11174	337.8	11170.1	337.8	11164.9	337.8	11163.6	337.8	11161.1	337.8	11162.1	337.8	11160.9	337.8	11163.2	337.8	11164.7	337.8	11165	337.8	11176.9	337.8	11170.1
338.8	11368	338.8	11295.7	338.8	11266.7	338.8	11255.3	338.8	11235.2	338.8	11224.3	338.8	11212.6	338.8	11208.6	338.8	11196	338.8	11186.2	338.8	11175.2	338.8	11174.6	338.8	11183.8	338.8	11172.5	338.8	11168.7	338.8	11165.8	338.8	11162.9	338.8	11161.6	338.8	11162.1	338.8	11156.9	338.8	11158.7	338.8	11160.4	338.8	11162.7	338.8	11175.3	338.8	11168.4	338.8	11165.5	338.8	11164.5	338.8	11162.2	338.8	11164.8	338.8	11161.8	338.8	11161.5	338.8	11163.5	338.8	11164.2	338.8	11175	338.8	11172.3
339.8	11367.2	339.8	11297.6	339.8	11268.4	339.8	11256.6	339.8	11237.2	339.8	11222.8	339.8	11214.4	339.8	11208.6	339.8	11200.9	339.8	11185.5	339.8	11177.7	339.8	11173.6	339.8	11186.5	339.8	11171.4	339.8	11167.4	339.8	11166.2	339.8	11162.4	339.8	11164.8	339.8	11160.3	339.8	11158.7	339.8	11160.7	339.8	11160.4	339.8	11161.2	339.8	11174.1	339.8	11168.9	339.8	11163.9	339.8	11161.9	339.8	11161	339.8	11161.2	339.8	11159.7	339.8	11163.5	339.8	11164.5	339.8	11165.2	339.8	11177.8	339.8	11169.8
340.8	11367.9	340.8	11296.1	340.8	11265.5	340.8	11254.6	340.8	11237.6	340.8	11224	340.8	11213.9	340.8	11210.4	340.8	11198.8	340.8	11184.2	340.8	11177.8	340.8	11174.1	340.8	11184.9	340.8	11171.3	340.8	11166.9	340.8	11165.6	340.8	11161.9	340.8	11161	340.8	11162.5	340.8	11158.5	340.8	11156.5	340.8	11160.7	340.8	11160.5	340.8	11172.5	340.8	11167.7	340.8	11160.1	340.8	11162.3	340.8	11157.8	340.8	11161.4	340.8	11161.9	340.8	11163.5	340.8	11165.6	340.8	11165.3	340.8	11175.9	340.8	11172.4
341.8	11367.1	341.8	11297.2	341.8	11266.8	341.8	11256.5	341.8	11240	341.8	11224	341.8	11214.3	341.8	11209.5	341.8	11197.1	341.8	11184.9	341.8	11176.3	341.8	11171.7	341.8	11186.3	341.8	11174.8	341.8	11167.7	341.8	11164.7	341.8	11162.7	341.8	11161.8	341.8	11162.1	341.8	11158.1	341.8	11156.7	341.8	11158	341.8	11159.1	341.8	11175.1	341.8	11171	341.8	11160.3	341.8	11163.5	341.8	11158.8	341.8	11162.6	341.8	11161.4	341.8	11164.5	341.8	11164.4	341.8	11165.8	341.8	11175.2	341.8	11171.8
342.8	11367.1	342.8	11297.7	342.8	11266.9	342.8	11256.3	342.8	11237.5	342.8	11221.3	342.8	11214.4	342.8	11208.3	342.8	11196.9	342.8	11185.6	342.8	11176.1	342.8	11175.8	342.8	11185.9	342.8	11171.5	342.8	11167.1	342.8	11166.1	342.8	11164.1	342.8	11161.5	342.8	11158.4	342.8	11161.6	342.8	11156.8	342.8	11160.2	342.8	11162.4	342.8	11176.9	342.8	11169.4	342.8	11162.7	342.8	11162.9	342.8	11158.3	342.8	11160.8	342.8	11163.9	342.8	11165	342.8	11164.6	342.8	11163.9	342.8	11173.1	342.8	11169.8
343.8	11366.8	343.8	11299.1	343.8	11268	343.8	11255.8	343.8	11237.1	343.8	11226	343.8	11214.8	343.8	11209.8	343.8	11198.1	343.8	11186.2	343.8	11177	343.8	11176.1	343.8	11183.8	343.8	11173.7	343.8	11169.3	343.8	11169.1	343.8	11164.9	343.8	11162.5	343.8	11161.3	343.8	11161	343.8	11161	343.8	11161.4	343.8	11161.3	343.8	11173.6	343.8	11168.1	343.8	11163.6	343.8	11164.3	343.8	11159.8	343.8	11161.6	343.8	11164	343.8	11163.8	343.8	11165.4	343.8	11163.8	343.8	11174.6	343.8	11168
