211122_binding_JYK00 Fc=4-3 - 1_X	211122_binding_JYK00 Fc=4-3 - 1_Y	211122_binding_JYK00 Fc=4-3 - 2_X	211122_binding_JYK00 Fc=4-3 - 2_Y	211122_binding_JYK00 Fc=4-3 - 3_X	211122_binding_JYK00 Fc=4-3 - 3_Y	211122_binding_JYK00 Fc=4-3 - 4_X	211122_binding_JYK00 Fc=4-3 - 4_Y	211122_binding_JYK00 Fc=4-3 - 5_X	211122_binding_JYK00 Fc=4-3 - 5_Y	211122_binding_JYK00 Fc=4-3 - 6_X	211122_binding_JYK00 Fc=4-3 - 6_Y	211122_binding_JYK00 Fc=4-3 - 7_X	211122_binding_JYK00 Fc=4-3 - 7_Y	211122_binding_JYK00 Fc=4-3 - 8_X	211122_binding_JYK00 Fc=4-3 - 8_Y	211122_binding_JYK00 Fc=4-3 - 9_X	211122_binding_JYK00 Fc=4-3 - 9_Y	211122_binding_JYK0 Fc=4-3 - 10_X	211122_binding_JYK0 Fc=4-3 - 10_Y	211122_binding_JYK0 Fc=4-3 - 11_X	211122_binding_JYK0 Fc=4-3 - 11_Y	211122_binding_JYK0 Fc=4-3 - 12_X	211122_binding_JYK0 Fc=4-3 - 12_Y	211122_binding_JYK0 Fc=4-3 - 13_X	211122_binding_JYK0 Fc=4-3 - 13_Y	211122_binding_JYK0 Fc=4-3 - 14_X	211122_binding_JYK0 Fc=4-3 - 14_Y	211122_binding_JYK0 Fc=4-3 - 15_X	211122_binding_JYK0 Fc=4-3 - 15_Y	211122_binding_JYK0 Fc=4-3 - 16_X	211122_binding_JYK0 Fc=4-3 - 16_Y	211122_binding_JYK0 Fc=4-3 - 17_X	211122_binding_JYK0 Fc=4-3 - 17_Y	211122_binding_JYK0 Fc=4-3 - 18_X	211122_binding_JYK0 Fc=4-3 - 18_Y	211122_binding_JYK0 Fc=4-3 - 19_X	211122_binding_JYK0 Fc=4-3 - 19_Y	211122_binding_JYK0 Fc=4-3 - 20_X	211122_binding_JYK0 Fc=4-3 - 20_Y	211122_binding_JYK0 Fc=4-3 - 21_X	211122_binding_JYK0 Fc=4-3 - 21_Y	211122_binding_JYK0 Fc=4-3 - 22_X	211122_binding_JYK0 Fc=4-3 - 22_Y	211122_binding_JYK0 Fc=4-3 - 23_X	211122_binding_JYK0 Fc=4-3 - 23_Y	211122_binding_JYK0 Fc=4-3 - 24_X	211122_binding_JYK0 Fc=4-3 - 24_Y	211122_binding_JYK0 Fc=4-3 - 25_X	211122_binding_JYK0 Fc=4-3 - 25_Y	211122_binding_JYK0 Fc=4-3 - 26_X	211122_binding_JYK0 Fc=4-3 - 26_Y	211122_binding_JYK0 Fc=4-3 - 27_X	211122_binding_JYK0 Fc=4-3 - 27_Y	211122_binding_JYK0 Fc=4-3 - 28_X	211122_binding_JYK0 Fc=4-3 - 28_Y	211122_binding_JYK0 Fc=4-3 - 29_X	211122_binding_JYK0 Fc=4-3 - 29_Y	211122_binding_JYK0 Fc=4-3 - 30_X	211122_binding_JYK0 Fc=4-3 - 30_Y	211122_binding_JYK0 Fc=4-3 - 31_X	211122_binding_JYK0 Fc=4-3 - 31_Y	211122_binding_JYK0 Fc=4-3 - 32_X	211122_binding_JYK0 Fc=4-3 - 32_Y	211122_binding_JYK0 Fc=4-3 - 33_X	211122_binding_JYK0 Fc=4-3 - 33_Y	211122_binding_JYK0 Fc=4-3 - 34_X	211122_binding_JYK0 Fc=4-3 - 34_Y	211122_binding_JYK0 Fc=4-3 - 35_X	211122_binding_JYK0 Fc=4-3 - 35_Y
103.8	11379.5	103.8	11298.2	103.8	12778.6	103.8	11252.1	103.8	11235.6	103.8	11228.4	103.8	11199	103.8	11123	103.8	11176.9	103.8	11083.1	103.8	11079	103.8	11070.9	103.8	11162.1	103.8	11142.5	103.8	11114.4	103.8	11073.7	103.8	11034.8	103.8	11058.5	103.8	11054	103.8	10987.9	103.8	10930.4	103.8	10984	103.8	10987.8	103.8	11128.1	103.8	11114.6	103.8	10894.4	103.8	10930.9	103.8	10959.2	103.8	10906	103.8	10922.7	103.8	11057.1	103.8	11084.1	103.8	11091.4	103.8	11108.5	103.8	11093.5
104.8	11379.9	104.8	11297.4	104.8	12776.5	104.8	11255.3	104.8	11232.8	104.8	11226.8	104.8	11199.5	104.8	11123.1	104.8	11178.3	104.8	11082.4	104.8	11082.1	104.8	11072.9	104.8	11162.8	104.8	11143.2	104.8	11114.5	104.8	11071.5	104.8	11035.3	104.8	11055.6	104.8	11054.6	104.8	10988.7	104.8	10928.6	104.8	10984.7	104.8	10990	104.8	11131.7	104.8	11113.9	104.8	10896.5	104.8	10929.8	104.8	10958.8	104.8	10908	104.8	10919.3	104.8	11056.8	104.8	11085.2	104.8	11091.1	104.8	11105.6	104.8	11091.7
105.8	11376.8	105.8	11295.7	105.8	12778.3	105.8	11256.5	105.8	11235.7	105.8	11227.4	105.8	11200.8	105.8	11122.5	105.8	11178.6	105.8	11081.2	105.8	11081.2	105.8	11069.5	105.8	11161.8	105.8	11144.3	105.8	11112.9	105.8	11073	105.8	11032.5	105.8	11058	105.8	11054.4	105.8	10989.8	105.8	10927.5	105.8	10982.5	105.8	10987.3	105.8	11130.4	105.8	11113.3	105.8	10894.3	105.8	10931	105.8	10959.6	105.8	10909.5	105.8	10919.6	105.8	11058	105.8	11085.4	105.8	11091.2	105.8	11107.3	105.8	11093.3
106.8	11377.9	106.8	11296.7	106.8	12778.5	106.8	11253.5	106.8	11234.6	106.8	11226.2	106.8	11198.2	106.8	11125.4	106.8	11177.8	106.8	11081.8	106.8	11082.7	106.8	11069	106.8	11161.2	106.8	11143.4	106.8	11115	106.8	11072.1	106.8	11034.9	106.8	11057.8	106.8	11056.2	106.8	10989.7	106.8	10931.9	106.8	10983.9	106.8	10986.4	106.8	11131	106.8	11115.4	106.8	10892.3	106.8	10929.6	106.8	10958.7	106.8	10910.5	106.8	10919.5	106.8	11059	106.8	11084.3	106.8	11090.2	106.8	11107.7	106.8	11094.5
107.8	11379	107.8	11295.8	107.8	12776.7	107.8	11255.3	107.8	11232.9	107.8	11225.1	107.8	11197.3	107.8	11124	107.8	11175.1	107.8	11080	107.8	11082.3	107.8	11071.7	107.8	11160.8	107.8	11142.9	107.8	11116.6	107.8	11071.4	107.8	11035.7	107.8	11056.5	107.8	11055.1	107.8	10986.9	107.8	10929.6	107.8	10984.8	107.8	10989.5	107.8	11132.3	107.8	11115.5	107.8	10894.5	107.8	10930	107.8	10958.8	107.8	10907.1	107.8	10919	107.8	11060.4	107.8	11086.1	107.8	11088.7	107.8	11107.6	107.8	11092.3
108.8	11376.4	108.8	11294.5	108.8	12777.8	108.8	11255.9	108.8	11234.9	108.8	11227.6	108.8	11199.4	108.8	11124.6	108.8	11177.5	108.8	11083.5	108.8	11082	108.8	11072.4	108.8	11161.3	108.8	11143.3	108.8	11116.9	108.8	11073.9	108.8	11036.2	108.8	11055.9	108.8	11055.9	108.8	10989.1	108.8	10926.3	108.8	10986.2	108.8	10989.3	108.8	11130.8	108.8	11114.8	108.8	10894.9	108.8	10929.2	108.8	10958.6	108.8	10907.2	108.8	10919.4	108.8	11058.1	108.8	11084.7	108.8	11091.9	108.8	11106.8	108.8	11091.3
109.8	11379.6	109.8	11292.7	109.8	12779.7	109.8	11256.4	109.8	11237.2	109.8	11226.5	109.8	11200	109.8	11125.7	109.8	11176.6	109.8	11081.5	109.8	11083	109.8	11072.3	109.8	11163.3	109.8	11143	109.8	11115.8	109.8	11071.7	109.8	11035.1	109.8	11059.1	109.8	11054.4	109.8	10990.1	109.8	10927	109.8	10983.4	109.8	10987.7	109.8	11134.4	109.8	11112.9	109.8	10894.1	109.8	10930.2	109.8	10960.8	109.8	10909.7	109.8	10919.9	109.8	11056.8	109.8	11084.8	109.8	11092	109.8	11105.4	109.8	11093.5
110.8	11380	110.8	11294.8	110.8	12777.6	110.8	11257.1	110.8	11237.5	110.8	11225.8	110.8	11198.5	110.8	11124	110.8	11177	110.8	11082.2	110.8	11082.3	110.8	11069	110.8	11161.8	110.8	11143	110.8	11115.6	110.8	11071.3	110.8	11035.2	110.8	11058.9	110.8	11055.1	110.8	10991.8	110.8	10929.1	110.8	10985.6	110.8	10989.4	110.8	11133.2	110.8	11115.4	110.8	10893.9	110.8	10930.7	110.8	10957.2	110.8	10908.2	110.8	10920.6	110.8	11060.5	110.8	11085.9	110.8	11091.5	110.8	11108.7	110.8	11093.1
111.8	11378.5	111.8	11294.6	111.8	12775.8	111.8	11258.1	111.8	11234.1	111.8	11226	111.8	11200.4	111.8	11122.7	111.8	11175.9	111.8	11082.3	111.8	11082.4	111.8	11070	111.8	11161.5	111.8	11142.8	111.8	11115.1	111.8	11072.8	111.8	11036.6	111.8	11057.5	111.8	11055.6	111.8	10990	111.8	10929.7	111.8	10982.9	111.8	10990.1	111.8	11132.3	111.8	11116.5	111.8	10895.2	111.8	10931.7	111.8	10958.2	111.8	10908.6	111.8	10920.2	111.8	11057.1	111.8	11087.6	111.8	11090.9	111.8	11108	111.8	11092.7
112.8	11378.3	112.8	11295.6	112.8	12772.3	112.8	11255.7	112.8	11235.9	112.8	11225.1	112.8	11198.9	112.8	11123.6	112.8	11178.5	112.8	11083.1	112.8	11081.4	112.8	11070.6	112.8	11161.7	112.8	11141.1	112.8	11116.2	112.8	11074	112.8	11034.8	112.8	11057.4	112.8	11055.4	112.8	10990.5	112.8	10926.8	112.8	10986.6	112.8	10989.9	112.8	11131.8	112.8	11114.5	112.8	10894.7	112.8	10932.9	112.8	10960.4	112.8	10910.6	112.8	10921.3	112.8	11058.8	112.8	11083.9	112.8	11091.6	112.8	11107.8	112.8	11093
113.8	11377.7	113.8	11294.6	113.8	12776.2	113.8	11255.6	113.8	11234.9	113.8	11226.9	113.8	11197.3	113.8	11123.6	113.8	11175.1	113.8	11082.1	113.8	11082.1	113.8	11069.5	113.8	11162.5	113.8	11140.1	113.8	11115.3	113.8	11073.9	113.8	11034.2	113.8	11056.8	113.8	11057	113.8	10988.6	113.8	10930.3	113.8	10984	113.8	10988	113.8	11131.4	113.8	11112.9	113.8	10894.6	113.8	10930.9	113.8	10960.4	113.8	10909.8	113.8	10921.1	113.8	11056	113.8	11085.7	113.8	11091.9	113.8	11105.9	113.8	11091.2
114.8	11375.8	114.8	11293.2	114.8	12777.6	114.8	11257.7	114.8	11235.6	114.8	11226.8	114.8	11199.7	114.8	11122.7	114.8	11178.3	114.8	11082.5	114.8	11082.6	114.8	11068.9	114.8	11162.5	114.8	11142.7	114.8	11114.9	114.8	11072.7	114.8	11034.1	114.8	11057.8	114.8	11055.4	114.8	10990.1	114.8	10926.4	114.8	10984.3	114.8	10987.8	114.8	11132.7	114.8	11115.4	114.8	10895.5	114.8	10929.9	114.8	10958.4	114.8	10909.4	114.8	10918.6	114.8	11059	114.8	11084.2	114.8	11092.4	114.8	11106.8	114.8	11090.9
115.8	11379.9	115.8	11293.8	115.8	12777.4	115.8	11256.5	115.8	11234.8	115.8	11225.4	115.8	11202	115.8	11124.7	115.8	11179.1	115.8	11081.7	115.8	11081.2	115.8	11071.2	115.8	11163	115.8	11144	115.8	11115.3	115.8	11070.5	115.8	11031.6	115.8	11057.7	115.8	11054.9	115.8	10990.5	115.8	10928.9	115.8	10984.5	115.8	10991.3	115.8	11132.3	115.8	11116.9	115.8	10896.1	115.8	10930.9	115.8	10958.6	115.8	10909.6	115.8	10917.8	115.8	11060	115.8	11086.9	115.8	11091.9	115.8	11105.9	115.8	11091
116.8	11378.6	116.8	11292.7	116.8	12778	116.8	11258.2	116.8	11236.2	116.8	11226.3	116.8	11199.3	116.8	11123.3	116.8	11177.8	116.8	11083.9	116.8	11080.4	116.8	11071.8	116.8	11163.2	116.8	11144.7	116.8	11116.9	116.8	11073.5	116.8	11036.6	116.8	11059.8	116.8	11056	116.8	10992.3	116.8	10926.5	116.8	10984.5	116.8	10991.7	116.8	11130.9	116.8	11115.4	116.8	10894.7	116.8	10930.5	116.8	10958.7	116.8	10909.9	116.8	10919.2	116.8	11058.4	116.8	11085.8	116.8	11090	116.8	11108.4	116.8	11093.6
117.8	11378.1	117.8	11292.3	117.8	12772.5	117.8	11256.5	117.8	11236	117.8	11225.7	117.8	11198.3	117.8	11125	117.8	11173.4	117.8	11084.6	117.8	11082.4	117.8	11070.5	117.8	11165.9	117.8	11143.5	117.8	11115.9	117.8	11072.5	117.8	11033.5	117.8	11057.8	117.8	11057.2	117.8	10989.6	117.8	10928.7	117.8	10984.1	117.8	10990.4	117.8	11131.4	117.8	11112.7	117.8	10894.2	117.8	10931.5	117.8	10956.9	117.8	10909.1	117.8	10920.4	117.8	11057.5	117.8	11084.7	117.8	11090.6	117.8	11108	117.8	11093.7
118.8	11378.1	118.8	11290.6	118.8	12773.6	118.8	11257.2	118.8	11236.5	118.8	11225.8	118.8	11197.2	118.8	11123	118.8	11176.3	118.8	11083.3	118.8	11083.3	118.8	11069.9	118.8	11163.9	118.8	11143.2	118.8	11119.2	118.8	11070.4	118.8	11033.9	118.8	11056.8	118.8	11056.3	118.8	10989	118.8	10927.7	118.8	10984.7	118.8	10988.4	118.8	11133.3	118.8	11113.9	118.8	10894.2	118.8	10930.7	118.8	10957.3	118.8	10909.1	118.8	10920.8	118.8	11059	118.8	11087.1	118.8	11090.6	118.8	11108.9	118.8	11093.4
119.8	11377.3	119.8	11292.7	119.8	12773.7	119.8	11255.3	119.8	11238.8	119.8	11225	119.8	11198.9	119.8	11123.8	119.8	11176.1	119.8	11081.1	119.8	11083.2	119.8	11070	119.8	11159.8	119.8	11143.5	119.8	11115.1	119.8	11070	119.8	11032.2	119.8	11057.4	119.8	11053.6	119.8	10988.8	119.8	10929	119.8	10984.2	119.8	10989.4	119.8	11133.6	119.8	11115	119.8	10896.8	119.8	10931.1	119.8	10959.9	119.8	10910.5	119.8	10921.5	119.8	11060.6	119.8	11085.5	119.8	11089	119.8	11107.6	119.8	11093.7
120.8	11374.3	120.8	11290.2	120.8	12773.4	120.8	11257.6	120.8	11235.7	120.8	11227	120.8	11199.4	120.8	11124.7	120.8	11175.1	120.8	11083.4	120.8	11083.2	120.8	11071.5	120.8	11162.1	120.8	11142.6	120.8	11118.7	120.8	11070.2	120.8	11034	120.8	11059.5	120.8	11054.3	120.8	10988.6	120.8	10927.5	120.8	10985.8	120.8	10990	120.8	11133.1	120.8	11115	120.8	10895.7	120.8	10931.2	120.8	10957.8	120.8	10908.5	120.8	10917.6	120.8	11059.3	120.8	11082.5	120.8	11089.8	120.8	11108	120.8	11095.7
121.8	11374.4	121.8	11292.2	121.8	12771.5	121.8	11255.2	121.8	11235.7	121.8	11223.6	121.8	11198.1	121.8	11122	121.8	11177.8	121.8	11082.5	121.8	11081	121.8	11072.4	121.8	11165	121.8	11143.4	121.8	11113.8	121.8	11070.1	121.8	11035.1	121.8	11057.9	121.8	11052.7	121.8	10990	121.8	10926.7	121.8	10985	121.8	10987.9	121.8	11132.6	121.8	11115.4	121.8	10895.9	121.8	10932.2	121.8	10958.9	121.8	10908.7	121.8	10922.2	121.8	11061	121.8	11082.1	121.8	11090.9	121.8	11106.2	121.8	11090.6
122.8	11373.1	122.8	11290.7	122.8	12247.4	122.8	11268.7	122.8	11240.3	122.8	11224	122.8	11213.4	122.8	11123.2	122.8	11177.3	122.8	11094.4	122.8	11102.3	122.8	11073.6	122.8	11163.9	122.8	11142	122.8	11129.7	122.8	11069.8	122.8	11033.6	122.8	11058.8	122.8	11054.3	122.8	10991.2	122.8	10927.8	122.8	10985.9	122.8	10989.8	122.8	11134.5	122.8	11113.1	122.8	10895.7	122.8	10932.4	122.8	10958.3	122.8	10910.5	122.8	10922.1	122.8	11058.6	122.8	11082.5	122.8	11091.7	122.8	11107.2	122.8	11091.5
123.8	11374.2	123.8	11290.9	123.8	11577.6	123.8	11282.4	123.8	11253.1	123.8	11247.5	123.8	11234.1	123.8	11201.7	123.8	11205.8	123.8	11150.3	123.8	11153.8	123.8	11124.3	123.8	11165.8	123.8	11143.6	123.8	11152.4	123.8	11134.9	123.8	11102.1	123.8	11117.2	123.8	11090.6	123.8	11052.5	123.8	11084	123.8	11098.8	123.8	11047	123.8	11134.8	123.8	11114.4	123.8	10903.5	123.8	10986.9	123.8	11027.5	123.8	10907.9	123.8	10982	123.8	11058.7	123.8	11085.9	123.8	11090.5	123.8	11108	123.8	11093.6
124.8	11374.1	124.8	11290.3	124.8	11266.9	124.8	11288.1	124.8	11260.9	124.8	11256.8	124.8	11246.9	124.8	11237.9	124.8	11217.6	124.8	11185.2	124.8	11181.5	124.8	11162.5	124.8	11163.9	124.8	11142.7	124.8	11169.4	124.8	11160.7	124.8	11148.5	124.8	11149.5	124.8	11140.6	124.8	11129.4	124.8	11151.7	124.8	11151.8	124.8	11126.2	124.8	11133.9	124.8	11112.9	124.8	11074.9	124.8	11104.3	124.8	11120.6	124.8	11037.4	124.8	11101.7	124.8	11060.7	124.8	11084.3	124.8	11091.1	124.8	11108.4	124.8	11092.8
125.8	11379.9	125.8	11298	125.8	11267.2	125.8	11286.9	125.8	11258.9	125.8	11260.2	125.8	11244.9	125.8	11240.2	125.8	11219.7	125.8	11191.5	125.8	11186.3	125.8	11178.6	125.8	11176.7	125.8	11155.3	125.8	11169.5	125.8	11169.8	125.8	11163.1	125.8	11162	125.8	11161.3	125.8	11156.4	125.8	11162.7	125.8	11154.1	125.8	11158.8	125.8	11153.3	125.8	11151.3	125.8	11158.7	125.8	11160.9	125.8	11160.2	125.8	11126.8	125.8	11156.3	125.8	11115.7	125.8	11109.5	125.8	11120.2	125.8	11138.7	125.8	11145.7
126.8	11388.8	126.8	11304.7	126.8	11268.9	126.8	11286.3	126.8	11259.7	126.8	11257.5	126.8	11244.5	126.8	11239.8	126.8	11218.4	126.8	11194.3	126.8	11187.2	126.8	11184.5	126.8	11194.1	126.8	11168.3	126.8	11169.7	126.8	11166.9	126.8	11164.7	126.8	11161.7	126.8	11160.2	126.8	11157.7	126.8	11162	126.8	11155.6	126.8	11161.2	126.8	11182	126.8	11163.8	126.8	11163.3	126.8	11162.8	126.8	11159.5	126.8	11160.9	126.8	11160.3	126.8	11152	126.8	11146.1	126.8	11152.6	126.8	11175.2	126.8	11168.8
127.8	11392.2	127.8	11304.9	127.8	11267.1	127.8	11287.7	127.8	11258.7	127.8	11255.1	127.8	11243.3	127.8	11239.1	127.8	11218.2	127.8	11193.8	127.8	11189	127.8	11184.7	127.8	11200	127.8	11175.5	127.8	11170	127.8	11166.8	127.8	11164.8	127.8	11163.7	127.8	11161	127.8	11161.1	127.8	11161.7	127.8	11158.2	127.8	11159.9	127.8	11189.3	127.8	11170.9	127.8	11165.5	127.8	11163.3	127.8	11162	127.8	11162.7	127.8	11160.7	127.8	11166.1	127.8	11163.8	127.8	11164.7	127.8	11187	127.8	11168.4
128.8	11392.6	128.8	11306	128.8	11270.3	128.8	11287.8	128.8	11260.7	128.8	11256	128.8	11244.3	128.8	11240.8	128.8	11220.5	128.8	11195.6	128.8	11188.4	128.8	11186.4	128.8	11199.4	128.8	11175.7	128.8	11168.9	128.8	11168.3	128.8	11165.9	128.8	11160.6	128.8	11164.5	128.8	11161.7	128.8	11163	128.8	11158.8	128.8	11161.3	128.8	11189.6	128.8	11169.6	128.8	11166.8	128.8	11162.9	128.8	11164.1	128.8	11160.5	128.8	11162.7	128.8	11165.6	128.8	11163.6	128.8	11164	128.8	11188.1	128.8	11171.3
129.8	11390.5	129.8	11307.9	129.8	11269.3	129.8	11284.8	129.8	11260.3	129.8	11255.8	129.8	11243	129.8	11240.8	129.8	11217.1	129.8	11194.2	129.8	11187.3	129.8	11188.9	129.8	11200.4	129.8	11172.9	129.8	11170.7	129.8	11169.6	129.8	11164.1	129.8	11163.5	129.8	11165	129.8	11162.4	129.8	11159	129.8	11158.2	129.8	11160.2	129.8	11186.8	129.8	11169.4	129.8	11165.2	129.8	11162.5	129.8	11162.1	129.8	11162.2	129.8	11162.4	129.8	11162.8	129.8	11166.1	129.8	11165.9	129.8	11187.8	129.8	11169.6
130.8	11392.3	130.8	11308.2	130.8	11267.1	130.8	11286.2	130.8	11258.7	130.8	11254.4	130.8	11240.6	130.8	11239.8	130.8	11216.9	130.8	11193	130.8	11186.2	130.8	11187.8	130.8	11197.4	130.8	11173.7	130.8	11169.7	130.8	11168.9	130.8	11165.8	130.8	11163.2	130.8	11163.1	130.8	11161.9	130.8	11162.7	130.8	11160.4	130.8	11160	130.8	11187.2	130.8	11171.1	130.8	11165.3	130.8	11163	130.8	11159	130.8	11161.3	130.8	11162.4	130.8	11166	130.8	11165.5	130.8	11167	130.8	11186.9	130.8	11170.9
131.8	11390.8	131.8	11307	131.8	11268.8	131.8	11284.9	131.8	11259	131.8	11254.9	131.8	11244.4	131.8	11239.2	131.8	11217.7	131.8	11193.1	131.8	11187.5	131.8	11185.2	131.8	11200.9	131.8	11174.9	131.8	11168.8	131.8	11165.9	131.8	11163.3	131.8	11162.4	131.8	11161.3	131.8	11160.8	131.8	11160.6	131.8	11159.3	131.8	11159.4	131.8	11191	131.8	11170.8	131.8	11164.8	131.8	11164.4	131.8	11162.6	131.8	11162.8	131.8	11161.7	131.8	11161.3	131.8	11163.7	131.8	11163.7	131.8	11188.6	131.8	11172.5
132.8	11390.9	132.8	11306	132.8	11266.4	132.8	11280.3	132.8	11257.4	132.8	11255.4	132.8	11245.2	132.8	11236.8	132.8	11215.6	132.8	11194.3	132.8	11186.2	132.8	11188.2	132.8	11202.6	132.8	11175.5	132.8	11167.9	132.8	11164.5	132.8	11165.1	132.8	11160.9	132.8	11158.6	132.8	11158.9	132.8	11160.9	132.8	11159	132.8	11161.2	132.8	11187.5	132.8	11171.5	132.8	11165	132.8	11162.2	132.8	11161.8	132.8	11160.7	132.8	11159.5	132.8	11165.1	132.8	11162.5	132.8	11166.5	132.8	11189.5	132.8	11170.1
133.8	11390.5	133.8	11304.5	133.8	11268.5	133.8	11283.9	133.8	11258.7	133.8	11253.9	133.8	11241	133.8	11238.2	133.8	11212.8	133.8	11193.5	133.8	11184.8	133.8	11187.4	133.8	11200.2	133.8	11175.2	133.8	11167.3	133.8	11168.3	133.8	11163.7	133.8	11162.2	133.8	11160.5	133.8	11161.3	133.8	11161.1	133.8	11157	133.8	11159.7	133.8	11187.3	133.8	11168.7	133.8	11164.9	133.8	11163	133.8	11158.1	133.8	11161.2	133.8	11162.1	133.8	11162.6	133.8	11164.8	133.8	11163.6	133.8	11186.8	133.8	11167
134.8	11389.8	134.8	11305.6	134.8	11269.6	134.8	11281.8	134.8	11255.4	134.8	11251.3	134.8	11242.3	134.8	11238.9	134.8	11214.4	134.8	11193.4	134.8	11184.9	134.8	11187.7	134.8	11199.5	134.8	11174	134.8	11168.4	134.8	11165.5	134.8	11165	134.8	11161	134.8	11161.8	134.8	11162	134.8	11159.6	134.8	11157.7	134.8	11158.7	134.8	11185.3	134.8	11170	134.8	11166.8	134.8	11163.1	134.8	11159.5	134.8	11160	134.8	11161	134.8	11161.6	134.8	11163.9	134.8	11163.9	134.8	11185.5	134.8	11169.8
135.8	11389.5	135.8	11307	135.8	11270.9	135.8	11280	135.8	11256.9	135.8	11252.1	135.8	11241.8	135.8	11235.1	135.8	11214.8	135.8	11193.4	135.8	11187.1	135.8	11185.5	135.8	11199.9	135.8	11172.9	135.8	11170.6	135.8	11167.5	135.8	11164.8	135.8	11161.5	135.8	11163.5	135.8	11160.6	135.8	11159.6	135.8	11160.8	135.8	11163.2	135.8	11187.6	135.8	11170.7	135.8	11167	135.8	11161.7	135.8	11161.6	135.8	11161.8	135.8	11161.9	135.8	11161.2	135.8	11165.3	135.8	11162.6	135.8	11185.3	135.8	11170
136.8	11389.6	136.8	11304.2	136.8	11268.1	136.8	11283.7	136.8	11256.6	136.8	11250	136.8	11239.9	136.8	11234	136.8	11212.9	136.8	11194	136.8	11182.9	136.8	11187.2	136.8	11198.8	136.8	11172.9	136.8	11169.7	136.8	11165.1	136.8	11163.8	136.8	11161.5	136.8	11164.3	136.8	11160.7	136.8	11159.6	136.8	11159.2	136.8	11162.2	136.8	11186.6	136.8	11169	136.8	11165	136.8	11161.4	136.8	11161.6	136.8	11160.6	136.8	11162.9	136.8	11164.2	136.8	11163.8	136.8	11164.7	136.8	11185.7	136.8	11170.5
137.8	11387.7	137.8	11303.3	137.8	11266.6	137.8	11281.8	137.8	11255.7	137.8	11249.1	137.8	11239.6	137.8	11234	137.8	11213.6	137.8	11192.6	137.8	11185	137.8	11185.9	137.8	11197.5	137.8	11173.8	137.8	11169.8	137.8	11166.1	137.8	11162.3	137.8	11161.4	137.8	11160.4	137.8	11160.5	137.8	11161.7	137.8	11159.3	137.8	11160.7	137.8	11186.5	137.8	11168.8	137.8	11164.3	137.8	11163.7	137.8	11160.8	137.8	11162.1	137.8	11160.3	137.8	11161	137.8	11162.7	137.8	11163	137.8	11184.1	137.8	11168.5
138.8	11391.3	138.8	11306.4	138.8	11268.3	138.8	11281.4	138.8	11256.9	138.8	11250.3	138.8	11240	138.8	11234	138.8	11212.9	138.8	11192.6	138.8	11185.2	138.8	11185.9	138.8	11195.6	138.8	11174.8	138.8	11167.6	138.8	11165	138.8	11166.4	138.8	11161.7	138.8	11162	138.8	11160.3	138.8	11161.9	138.8	11158.7	138.8	11161.3	138.8	11186.8	138.8	11167.4	138.8	11164.8	138.8	11161.6	138.8	11162.1	138.8	11159.2	138.8	11158.9	138.8	11164.1	138.8	11163.1	138.8	11163.6	138.8	11187.2	138.8	11171.2
139.8	11389.9	139.8	11304.9	139.8	11270.3	139.8	11281	139.8	11255.3	139.8	11251.6	139.8	11238	139.8	11235.2	139.8	11213.7	139.8	11193.1	139.8	11186.5	139.8	11185	139.8	11195.5	139.8	11173.6	139.8	11168	139.8	11167.3	139.8	11163.3	139.8	11162.7	139.8	11163.1	139.8	11161.4	139.8	11161.7	139.8	11158.6	139.8	11160.4	139.8	11186.5	139.8	11169.4	139.8	11162.7	139.8	11158.8	139.8	11160.6	139.8	11159	139.8	11157.9	139.8	11164.5	139.8	11163.8	139.8	11164	139.8	11185.3	139.8	11169.9
140.8	11389.6	140.8	11304.1	140.8	11268.9	140.8	11280.1	140.8	11255.9	140.8	11248.9	140.8	11239.3	140.8	11233.6	140.8	11212.6	140.8	11192.8	140.8	11184.5	140.8	11185.2	140.8	11197.7	140.8	11173.3	140.8	11167.2	140.8	11166.6	140.8	11164.2	140.8	11160.5	140.8	11162.1	140.8	11160.5	140.8	11162.8	140.8	11159	140.8	11161.5	140.8	11184	140.8	11168.9	140.8	11162.6	140.8	11162.7	140.8	11160	140.8	11161.2	140.8	11160	140.8	11162.9	140.8	11166.3	140.8	11162.1	140.8	11185.2	140.8	11171
141.8	11387.4	141.8	11305.1	141.8	11267.6	141.8	11281.4	141.8	11255.5	141.8	11249	141.8	11238	141.8	11234.7	141.8	11210.5	141.8	11192	141.8	11184.5	141.8	11183.4	141.8	11197	141.8	11172.9	141.8	11169.9	141.8	11163.3	141.8	11164.9	141.8	11162.4	141.8	11161.6	141.8	11160.5	141.8	11161.2	141.8	11158.8	141.8	11159.6	141.8	11183.1	141.8	11168.4	141.8	11162.3	141.8	11163.4	141.8	11161.8	141.8	11157.9	141.8	11162.9	141.8	11162.5	141.8	11164	141.8	11162.5	141.8	11186	141.8	11170.5
