0	0
1	0
2	0
3	0
4	0
5	0
6	0
7	0
8	0
9	0
10	2.00083
11	2.32071
12	2.64033
13	2.95971
14	3.27884
15	3.59771
16	3.91634
17	4.23472
18	4.55284
19	4.87072
20	5.18834
21	5.50571
22	5.82283
23	6.1397
24	6.45632
25	6.77268
26	7.0888
27	7.40465
28	7.72026
29	8.03561
30	8.35071
31	8.66556
32	8.98015
33	9.29448
34	9.60856
35	9.92239
36	10.236
37	10.5493
38	10.8623
39	11.1751
40	11.4877
41	11.8
42	12.112
43	12.4238
44	12.7353
45	13.0466
46	13.3576
47	13.6683
48	13.9788
49	14.2891
50	14.599
51	14.9088
52	15.2182
53	15.5274
54	15.8364
55	16.145
56	16.4535
57	16.7616
58	17.0695
59	17.3771
60	17.6845
61	17.9916
62	18.2985
63	18.6051
64	18.9114
65	19.2175
66	19.5233
67	19.8288
68	20.1341
69	20.4391
70	20.7439
71	21.0484
72	21.3526
73	21.6565
74	21.9602
75	22.2637
76	22.5668
77	22.8697
78	23.1724
79	23.4747
80	23.7769
81	24.0787
82	24.3803
83	24.6816
84	24.9826
85	25.2834
86	25.5839
87	25.8841
88	26.1841
89	26.4838
90	26.7832
91	27.0824
92	27.3813
93	27.6799
94	27.9783
95	28.2764
96	28.5742
97	28.8717
98	29.169
99	29.466
100	29.7628
101	30.0592
102	30.3554
103	30.6513
104	30.947
105	31.2424
106	31.5375
107	31.8323
108	32.1269
109	32.4212
110	32.7152
111	33.0089
112	33.3024
113	33.5956
114	33.8885
115	34.1812
116	34.4736
117	34.7657
118	35.0575
119	35.349
120	35.6403
121	35.9313
122	36.222
123	36.5125
124	36.8027
125	37.0926
126	37.3822
127	37.6715
128	37.9606
129	38.2494
130	38.5379
131	38.8261
132	39.1141
133	39.4017
134	39.6891
135	39.9763
136	40.2631
137	40.5497
138	40.8359
139	41.122
140	41.4077
141	41.6931
142	41.9783
143	42.2632
144	42.5478
145	42.8321
146	43.1161
147	43.3999
148	43.6833
149	43.9665
150	44.2495
151	44.5321
152	44.8144
153	45.0965
154	45.3783
155	45.6598
156	45.941
157	46.2219
158	46.5026
159	46.7829
160	47.063
161	47.3428
162	47.6223
163	47.9015
164	48.1805
165	48.4591
166	48.7375
167	49.0156
168	49.2934
169	49.5709
170	49.8481
171	50.125
172	50.4017
173	50.678
174	50.9541
175	51.2299
176	51.5054
177	51.7806
178	52.0555
179	52.3302
180	52.6045
181	52.8786
182	53.1524
183	53.4258
184	53.699
185	53.9719
186	54.2445
187	54.5169
188	54.7889
189	55.0606
190	55.3321
191	55.6033
192	55.8741
193	56.1447
194	56.415
195	56.685
196	56.9547
197	57.2241
198	57.4932
199	57.762
200	58.0306
201	58.2988
202	58.5668
203	58.8344
204	59.1018
205	59.3689
206	59.6356
207	59.9021
208	60.1683
209	60.4342
210	60.6998
211	60.9651
212	61.2301
213	61.4948
214	61.7592
215	62.0233
216	62.2872
217	62.5507
218	62.8139
219	63.0769
220	63.3395
221	63.6019
222	63.8639
223	64.1257
224	64.3871
225	64.6483
226	64.9091
227	65.1697
228	65.43
229	65.6899
230	65.9496
231	66.209
232	66.468
233	66.7268
234	66.9853
235	67.2434
236	67.5013
237	67.7589
238	68.0162
239	68.2731
240	68.5298
241	68.7862
242	69.0423
243	69.298
244	69.5535
245	69.8087
246	70.0635
247	70.3181
248	70.5724
249	70.8263
250	71.08
251	71.3334
252	71.5864
253	71.8392
254	72.0916
255	72.3438
256	72.5956
257	72.8472
258	73.0984
259	73.3494
260	73.6
261	73.8503
262	74.1004
263	74.3501
264	74.5995
265	74.8486
266	75.0975
267	75.346
268	75.5942
269	75.8421
270	76.0897
271	76.3369
272	76.5839
273	76.8306
274	77.077
275	77.3231
276	77.5688
277	77.8143
278	78.0594
279	78.3043
280	78.5488
281	78.793
282	79.0369
283	79.2806
284	79.5239
285	79.7669
286	80.0096
287	80.252
288	80.494
289	80.7358
290	80.9773
291	81.2184
292	81.4593
293	81.6998
294	81.94
295	82.18
296	82.4196
297	82.6589
298	82.8979
299	83.1366
300	83.375
301	83.613
302	83.8508
303	84.0882
304	84.3254
305	84.5622
306	84.7987
307	85.0349
308	85.2708
309	85.5064
310	85.7417
311	83.7216
312	83.6852
313	83.6489
