xData	yData
1	0.619666240831755
2	0.659002471731208
3	-0.272587297369338
4	-0.308911066469882
5	-0.244946835570428
6	-0.112777604670976
7	-0.413046373771522
8	-0.294672142872066
9	-0.672422911972612
10	-0.65247768107316
11	-0.381151450173704
12	-0.12455721927425
13	0.0291960116252046
14	-0.123802757475342
15	-0.474946526575888
16	-0.419090295676433
17	-0.659637064776978
18	-0.867002833877526
19	-1.08508960297807
20	-1.00966537207862
21	-0.604952141179162
22	-0.53720291027971
23	-0.323171679380255
24	-0.190446448480801
25	-0.459051217581345
26	-0.903869986681894
27	-0.809453755782439
28	-0.868065524882985
29	-0.822363293983532
30	-0.854033063084076
31	-0.969774832184623
32	-1.05418560128517
33	-0.870554370385713
34	-0.710991139486261
35	-0.913143908586806
36	-0.857287677687351
37	-0.801431446787898
38	-0.920003215888444
39	-0.86414698498899
40	-1.01430475408953
41	-1.53736352319008
42	-1.34110129229063
43	-1.31548606139117
44	-1.73803293049172
45	-1.77442999959226
46	-1.61784126869281
47	-1.39370623779336
48	-1.3789413068939
49	-1.44588557599445
50	-1.40531814509499
51	-1.34304911419554
52	-1.26738988329609
53	-1.23271785239663
54	-0.687678521497178
55	0.122170709402278
56	-0.0722480596982678
57	-0.0876728287988158
58	-0.108128597899361
59	-1.52764776699991
60	-1.47382653610045
61	-1.396368005201
62	-1.88849037430154
63	-1.27878534340209
64	-1.29924161250264
65	-1.65038538160318
66	-1.52669585070373
67	-1.58954791980427
68	-1.47084608890482
69	-1.46468505800537
70	-1.46549402710591
71	-1.38882009620646
72	-0.852391765307003
73	-0.929449034407549
74	-0.597032203508094
75	-0.692690972608641
76	-1.03858944170919
77	-1.18361061080973
78	-1.12775437991028
79	-1.14372164901082
80	-1.09235441811137
81	-1.34174818721192
82	-1.31167205631246
83	-1.34797322541301
84	-1.40311699451355
85	-1.1946357636141
86	-1.29048843271465
87	-1.10472690181519
88	-1.29295707091574
89	-1.23285374001628
90	-0.835574909116829
91	-1.39368587821738
92	-1.31406594731792
93	-1.28197341641847
94	-1.30242968551901
95	-1.34832345461956
96	-0.793892223720105
97	-0.95679849282065
98	-1.0587851619212
99	-0.412648531021743
100	-0.465810200122289
101	-0.987748569222834
102	-0.890801038323379
103	-0.876336107423925
104	-0.796328876524472
105	-0.510341845625017
106	-2.00577991472556
107	-2.07050058382611
108	-2.46230205292666
109	-2.4015204220272
110	-1.96550499112775
111	-1.66544876022829
112	-0.867600229328839
113	-0.875142098429384
114	-0.88972816752993
115	-1.34381293663048
116	-1.06565510573102
117	-0.519218474831567
118	-0.262098543932114
119	-0.856995113032659
120	-0.773950582133206
