fittedT	fittedR
497	-0.732126659839755
498	-0.54902575374927
499	-0.365960657537832
500	-0.182932413217043
501	5.86459877148782e-05
502	0.183012505756523
503	0.365929179718679
504	0.548808676682787
505	0.731650996618179
506	0.91445614594132
507	1.09722414272624
508	1.27995497739124
509	1.46264867879584
510	1.64530523831265
511	1.82792466304301
512	2.01050697031879
513	2.19305216349671
514	2.37556025019221
515	2.55803123802075
516	2.74046513459778
517	2.92286194753877
518	3.10522168445917
519	3.28754435297445
520	3.46982996070004
521	3.65207851525143
522	3.83429002424405
523	4.01646449413256
524	4.19860193285759
525	4.38070234843091
526	4.56276574843543
527	4.74479214045406
528	4.92678153206972
529	5.10873393086532
530	5.29064934442377
531	5.47252778032798
532	5.65436924616086
533	5.83617374950533
534	6.0179412979443
535	6.19967189703876
536	6.38136555567461
537	6.56302228156717
538	6.74464208225654
539	6.92622496528283
540	7.10777093818617
541	7.28928000850667
542	7.47075218378443
543	7.65218747155958
544	7.83358587937223
545	8.0149474147625
546	8.19627208507861
547	8.37755989636062
548	8.5588108573891
549	8.7400249756692
550	8.92120225870607
551	9.10234271400485
552	9.2834463490707
553	9.46451317140874
554	9.64554318852413
555	9.82653640792202
556	10.0074928371075
557	10.1884124835859
558	10.3692953545024
559	10.5501414567777
560	10.7309507985582
561	10.911723387326
562	11.092459230563
563	11.2731583357514
564	11.4538207103732
565	11.6344463619105
566	11.8150352978452
567	11.9955875256594
568	12.1761030528352
569	12.3565818868545
570	12.5370240345387
571	12.7174295032546
572	12.8977983010039
573	13.0781304352535
574	13.2584259134701
575	13.4386847431205
576	13.6189069316717
577	13.7990924865903
578	13.9792414153432
579	14.1593537253973
580	14.3394294242192
581	14.5194685192759
582	14.6994710180342
583	14.8794369279608
584	15.0593662565226
585	15.2392590108153
586	15.4191151972256
587	15.5989348243349
588	15.7787178995896
589	15.9584644304363
590	16.1381744243213
591	16.3178478886911
592	16.4974848309922
593	16.677085258671
594	16.8566491791739
595	17.0361765999474
596	17.215667528438
597	17.3951219720921
598	17.574539938356
599	17.7539214346764
600	17.9332664684996
601	18.1125750454301
602	18.2918471742497
603	18.4710828625105
604	18.6502821176359
605	18.829444947049
606	19.0085713581729
607	19.1876613584309
608	19.3667149552462
609	19.5457321560418
610	19.7247129682411
611	19.9036573992671
612	20.0825654565431
613	20.2614371474923
614	20.4402724795377
615	20.6190714601027
616	20.7978340953768
617	20.9765603929779
618	21.1552503609672
619	21.3339040067442
620	21.5125213377084
621	21.6911023612593
622	21.8696470847965
623	22.0481555157194
624	22.2266276614276
625	22.4050635293205
626	22.5834631267976
627	22.7618264612584
628	22.9401535401025
629	23.1184443707294
630	23.2966989605385
631	23.4749173163151
632	23.6530994445723
633	23.8312453538241
634	24.0093550514469
635	24.187428544817
636	24.3654658413105
637	24.5434669483039
638	24.7214318731734
639	24.8993606232953
640	25.0772532060458
641	25.2551096288013
642	25.432929898938
643	25.6107140238322
644	25.7884620108602
645	25.9661738673983
646	26.143849600786
647	26.3214892170366
648	26.49909272465
649	26.6766601309955
650	26.8541914434446
670	27.5863181032844
671	27.5807292224381
672	27.5751414462802
673	27.5695547978812
674	27.5639691534206
675	27.5583845921741
676	27.5528011141416
677	27.5472187193232
