xData	yData
1	0.572288239302721
2	0.637036048171045
3	0.532764657039369
4	0.594849265907693
5	0.614323574776017
6	0.498916783644341
7	0.668779992512665
8	0.194843201380989
9	0.225956410249312
10	0.845369619117636
11	0.65448282798596
12	-0.467570633145716
13	-1.50329072427739
14	-1.17525251540907
15	-1.09617140654074
16	-0.34721759767242
17	-0.345921188804096
18	-0.274803779935772
19	-0.439711471067448
20	-0.453135362199124
21	-0.4334475533308
22	-0.147959344462477
23	0.152064564405847
24	0.262650273274171
25	-0.164848917857505
26	-0.518124608989181
27	-0.0687058001208569
28	-0.281792591252533
29	-0.864879382384209
30	-0.724616173515885
31	-0.160627764647561
32	0.0614227442207627
33	-0.0346515469109133
34	0.163999961957411
35	-0.125050129174265
36	-0.195686920305942
37	-0.0628237114376176
38	-0.0715257025692937
39	0.0274215062990302
40	0.462953415167354
41	0.0955458240356781
42	0.201261432904002
43	0.225605541772326
44	0.0793084506406498
45	-0.00469924049102627
46	0.784088068377298
47	0.727986977245622
48	0.678594686113945
49	0.921034794982269
50	0.606198003850593
51	-0.932247817281083
52	-0.383349278412759
53	-0.373069169544435
54	-0.402687660676111
55	-0.393098451807787
56	-0.354430942939463
57	0.143190465928861
58	0.190094174797185
59	0.291962583665509
60	0.347530092533833
61	0.824777901402157
62	0.715006510270481
63	0.839925019138804
64	1.02698292800713
65	1.77959613687545
66	1.86869934574378
67	1.8140725546121
68	1.75417756348042
69	2.18019624234875
70	2.29801225121707
71	2.3468467600854
72	2.39976356895372
73	2.70560177782204
74	2.74619708669037
75	2.76782819555869
76	2.79894140442702
77	2.13815464329534
78	2.73906782216366
79	3.07543103103199
80	3.62414203990031
81	3.54082334876863
82	3.47402065763696
83	3.47121716650528
84	2.92574707537361
85	3.02730258424193
86	3.14712089311025
87	2.75199300197858
88	2.8059999108469
89	2.33514644971523
90	2.41956265858355
91	2.85444213745187
92	2.8224412463202
93	3.16760965518852
94	3.16056666405685
95	3.21249237292517
96	3.14648058179349
97	2.73667712066182
98	2.75083202953014
99	2.78194523839847
100	2.75200844726679
101	2.71737545613511
102	2.60241126500344
103	2.64585687387176
104	2.61409168274009
105	2.86687449160841
106	2.96582100047673
107	2.86805090934506
108	2.94456031821338
109	3.16938982708171
110	3.73469050595003
111	3.57359861481835
112	3.60515732368668
113	3.731984432555
114	3.75230584142332
115	3.89025655029165
116	4.15878645915997
