xData	yData
1	0.509158963195122
2	0.44384400757439
3	0.153913151953659
4	0.265541096332927
5	0.287389640712195
6	0.271081885091463
7	0.237163629470732
8	0.21418527385
9	0.0908800212292683
10	0.0358823656085366
11	-0.0191152900121951
12	-0.142420548632927
13	-0.807714904253659
14	-0.37863645987439
15	0.0148207845048781
16	-0.540651371115854
17	-0.445006126736585
18	-0.039079282357317
19	-0.0337307379780488
20	-0.11716789359878
21	-0.200605049219512
22	0.100965895159756
23	-0.0824615604609755
24	-0.287593816081707
25	-0.224706771702439
26	-0.220415927323171
27	-0.284663582943902
28	-0.243247638564634
29	-0.0603881941853658
30	-0.0385396498060975
31	-0.376853805426829
32	-0.281643361047561
33	-0.207382416668293
34	-0.0965025722890243
35	-0.0735359279097559
36	0.498433519469512
37	0.477793060848781
38	0.199236805228049
39	0.118714249607317
40	0.624738696986585
41	0.658319841365854
42	0.726272585745122
43	0.73607183012439
44	0.176771371503659
45	1.02715561588293
46	1.8547299602622
47	1.58007760464146
48	1.64617654902073
49	1.6760755934
50	3.10207413777927
51	3.67223038215854
52	3.57312122653781
53	2.95003127091707
54	2.96053081529634
55	2.99229375967561
56	3.23316540405488
57	3.29482914843415
58	3.23323959281341
59	3.49296103719268
60	3.93105958157195
61	5.47915812595122
62	6.59990667033049
63	7.04753981470976
64	7.49517295908903
65	8.92430230346829
66	9.25140084784756
67	10.9303207922268
68	11.0502854366061
69	11.2769727809854
70	12.7323838253646
71	13.6341433697439
72	14.5717419141232
73	15.5093404585024
74	17.3157280028817
75	19.012537547261
76	19.8483860916402
77	21.6254226360195
78	22.6393331803988
79	22.8138067247781
80	24.3328342691573
81	25.2856288135366
82	27.4244063579159
83	27.9378259022951
84	29.9007514466744
85	30.1313179910537
86	30.3232715354329
87	30.4313080798122
88	31.9063006241915
89	32.1897921685707
90	32.56776571295
91	34.5350742573293
92	36.0783758017085
93	36.3980613460878
94	36.1736578904671
95	36.2801554348463
96	38.0960309792256
97	38.3288665236049
98	38.5617010679841
99	38.6659026123634
100	39.6895971567427
101	40.713292701122
102	41.1734482455012
103	43.5120657898805
