xData	yData
1	0.902752589146203
2	0.828750758578265
3	0.566698828010324
4	0.990190097442385
5	0.718111266874446
6	0.798243936306506
7	0.669789105738566
8	-0.123823724829372
9	0.0211419446026877
10	-0.120121485965251
11	0.161057283466809
12	0.461909152898869
13	-0.494527377669071
14	-0.68606010823701
15	-0.638785138804949
16	0.139066830627112
17	0.0312264000591709
18	-0.174979430508768
19	-0.0525813610767081
20	0.00720130835535304
21	0.0669839777874133
22	0.212820447219475
23	-0.0817006833484655
24	-0.0140411139164049
25	-0.105972844484345
26	-0.286476675052285
27	-0.920942105620224
28	-1.20728733618816
29	-1.0217046667561
30	-1.12980949732404
31	-1.19486622789198
32	-1.04076915845992
33	-0.814552589027861
34	0.405708680404199
35	0.47602214983626
36	0.0276240192683206
37	-0.532485611299618
38	-0.375127341867559
39	-0.398440472435498
40	-0.379357803003438
41	1.25693646642862
42	0.874720035860683
43	0.828056505292744
44	0.781393074724805
45	0.321468044156865
46	0.315419913588925
47	0.167091083020986
48	-0.299941647546953
49	0.199386221885106
50	0.313249091317167
51	0.313864060749228
52	0.332946730181289
53	-0.211509100386651
54	-0.086762930954591
55	-0.29661776152253
56	-0.81172259209047
57	-0.86895242265841
58	-0.895657253226349
59	-0.841688883794289
60	-0.201204414362228
61	0.377503255069832
62	0.447460924501893
63	0.390231093933953
64	0.104063763366014
65	0.123146432798074
66	0.403690702230135
67	-0.343524728337805
68	0.0277694410942564
69	-0.0235901894736834
70	-0.0561652200416232
71	0.104817449390437
72	0.187350118822497
73	0.384825688254558
74	0.360754457686619
75	0.593785627118679
76	0.462199996550739
77	0.4647826659828
78	0.388179435414861
79	0.215937304846921
80	0.0436952742789813
81	0.0755172437110421
82	0.052006313143103
83	0.235882282575163
84	0.157972752007223
85	0.230074821439284
86	-0.0513963091286556
87	-0.143847339696595
88	0.0561007297354648
89	-0.00756590083247399
90	0.0902090685995862
91	0.161420838031647
92	0.180503507463707
93	0.068764776895768
94	0.150835546327828
95	0.277755815759889
96	0.404676085191949
97	0.30366685462401
98	-0.31550047594393
99	-0.0744178065118701
100	-0.0483976370798089
101	0.161466232352252
102	0.347849401784312
103	0.477627171216372
104	0.751643940648433
105	0.790573410080494
106	0.752910879512554
107	0.161493548944615
