curveData1	curveData2	curveData3	curveData4	curveData5	curveData6	curveData7	curveData8	curveData9	curveData10	curveData11	curveData12	curveData13	curveData14	curveData15	curveData16	curveData17	curveData18	curveData19	curveData20	curveData21	curveData22	curveData23	curveData24	curveData25	curveData26	curveData27	curveData28	curveData29	curveData30	curveData31	curveData32	curveData33	curveData34	curveData35	curveData36	curveData37	curveData38	curveData39	curveData40	curveData41	curveData42	curveData43	curveData44	curveData45	curveData46	curveData47	curveData48
NaN	NaN	64	65	66	67	68	69	NaN	70	71	72	73	74	75	76	NaN	77	78	79	80	81	82	83	NaN	84	85	86	87	88	89	90	NaN	91	92	93	94	95	96	97	NaN	98	99	100	101	102	103	104
0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
0	0.257800499995938	1.16843559999688	0.399194800003897	0.0398547999939183	-0.0228528000006918	1.79847440000594	-0.171934700003476	0	1.5000475000088	0.437486700000591	0.86799659999815	-0.49255809999886	0.999375600007625	-0.842052499989222	-1.12930549999146	0	-0.203352600012295	0.364751599994634	-0.419846600005258	0.123521399993479	0.966451799999049	0.736094500000036	-0.682546600004571	0	0.639671800006909	0.286122999998042	-1.01949510000122	-1.34269489999497	-0.512208200001623	-0.346516200002952	-1.13276760000736	0	0.49617190000572	0.47149609999542	0.339180000002671	0.0553181000032055	-0.0214507999953639	-0.677108799998678	0.0385329000055208	0	1.17297259999759	1.54718359999242	1.47442770000634	1.99270949999482	1.92487619999883	1.1225243000008	2.2177928999954
0	0.00946560000011232	1.1640175999928	0.253604900004575	-0.932969200002844	0.0666535999989719	1.94069979999767	0.475719099988055	0	0.199722900000779	-0.972987900000589	-1.10058610000851	-2.01182259999769	-0.660803999999189	-1.24533529999826	-3.72206329999608	0	-0.194496200001595	1.65282859999934	0.122330299993337	-0.447155500001827	1.71329500000138	0.788900100003957	-0.0401878000011493	0	0.00906890000987914	0.267111100001785	-0.884892899997794	-0.516335999996954	0.0274484000037774	6.85000013618264e-05	0.0851433999996516	0	0.417531800008874	0.942963200006488	0.719561900008557	-0.602227999988827	0.457070100008423	-1.33465489999799	0.646078400004626	0	1.46296050000092	2.37986259999889	1.02490560000297	2.96368689999508	1.46296050000092	0.407689700004994	1.43829389999883
0	-0.977157100001932	0.500249599994277	-0.303615499993612	-1.3857915999979	0.0873559000101523	1.81177120000939	0.136668999999529	0	0.311900100005005	0.0402336999977706	-1.47042020000663	-2.61989439999888	-0.0787071999984619	-0.15182509999795	-4.4602636999989	0	-1.36784270000499	1.89677250000022	-0.128664500003651	-0.100963200005936	1.98204999999871	0.986263599999802	0.722264099997119	0	-0.970662299991091	-1.66849510000247	0.345138499993482	1.06499129999793	-0.0559057999998913	-0.00950969999757945	0.140386399998533	0	1.47704010000234	1.74875199999951	1.49145910000152	-0.538945699994656	-0.339122199995472	-2.52523379999911	1.92885979999483	0	1.71368419999635	2.77418490000127	2.06049380001059	3.42897499999526	1.12871740000264	0.460552600001392	1.3998333999989
0	-0.870900200003234	0.431729099989752	-0.118546300000162	-1.06047540000873	1.08488339999894	1.11202809999668	0.2800029999853	0	1.18396300001405	-0.45677259999502	-1.20690709999326	-2.83157249999931	-0.596765699992829	-0.750055599986808	-3.78763289998824	0	-2.39684110000962	1.82876069999111	0.244914899998548	-0.105442500007484	1.38426159999653	1.81822919999468	0.836808000000019	0	-1.71046099999876	-1.84597790000043	0.613923899996735	0.093542400001752	0.0460130999999819	-1.63217969999823	-1.24708060000194	0	2.29516069999954	2.21695719999479	1.23108690000663	-0.491988599995238	1.07567210000707	-3.58632789999683	0.994606100000965	0	2.05305959999532	4.02333150000049	2.43001580001146	3.00743929999589	1.15651420000358	-0.123994000001403	2.9792712999988
0	1.63228620000154	0.851225899998099	-0.778245599998627	-1.60807110000314	0.828363600005105	1.09077160000015	0.861568000000261	0	1.9146745000071	-0.0517433999993955	-1.07675039999594	-2.91242339999735	-0.455858199995419	-0.623748899994098	-0.697720199990727	0	-0.618905500010442	3.18250819999594	3.67314989999431	0.302758199988602	2.65953250000166	4.39160999999513	1.72919629999524	0	-1.39159759999166	-1.43123790000027	1.55324109999856	-0.263074799997412	0.446979000003921	-2.1684460999968	-1.32837809999546	0	2.1714627000074	1.33454010000059	-0.286494099993433	-0.992662199994811	2.73737490000349	-3.04568109999309	0.20199390000198	0	2.00098060000164	4.05177170000388	3.71803450000152	2.66512399999192	1.46868370000448	0.280034199997317	2.95321170000534
0	1.47137710000243	0.874723099994299	-1.27509579999605	-1.51910820000194	0.282159800000954	0.804864700003236	0.896820799993293	0	0.963836699997046	-0.730014500004472	-1.51204750000761	-2.66987160000281	-0.0429817000003823	0.693498399999953	-0.543617000002996	0	-0.29205680000814	3.61674269999276	3.70291329999964	0.484029899987945	3.01620119999643	3.56819299999916	2.41095249999853	0	-1.54163099998914	-2.05883919999906	2.86071869999796	0.445101400004205	0.483954800009087	-2.47644699999728	-2.25531170000249	0	0.878263200003857	-0.24054640000395	-0.312283700000989	-1.09728800000084	1.59667980000086	-3.1069452000047	-0.262928800002555	0	0.333149599995522	2.5548454000018	3.65615770000295	2.36522039999545	2.37369960000069	0.173379699997895	3.73961630000122
0	0.433700599998701	2.36991909999051	-0.0300101000029827	-0.00468420000834158	1.28303549999691	1.98907609999151	1.67736399999558	0	1.11591720000433	-1.67800130000251	-2.67259509999712	-2.08738139999332	1.25050500000361	0.403922500005137	-1.09936469999593	0	-1.39790849999918	3.75929589999942	3.73739790000036	0.305574899997737	3.1458355000068	2.77731979999953	2.00774930000262	0	-1.94168819999322	-1.52277590000085	3.07673280000381	1.09162060000381	-2.6726767999935	-2.25046979999388	-2.4864845000011	0	0.818596200006141	-0.515851599997404	-0.0295283999912499	0.175734400003421	-1.38181559999794	-3.70279479999954	-0.355323699994187	0	-0.288213199994061	2.53523069999937	3.63330230001156	1.9788075999968	3.02281470000889	0.848628800005827	3.51885150000453
0	-0.493666200003645	1.88445309999952	0.452366600009555	2.09966549999808	1.06214330000512	2.62878450000426	1.8572706999912	0	1.85691640000732	-0.72167040000204	-1.94307839999965	-1.71784959999786	0.76751360000344	0.156062700003531	-1.0497554999929	0	-2.37988730000507	3.36113690000275	2.52369439999529	-0.99304800000391	2.55912649999664	3.53534360000413	1.19056869999986	0	-1.43621969999003	-1.56438589999379	2.18976860000112	1.44836100000612	-2.52681539999321	-0.89076999999088	-2.03076599999622	0	1.23274530000344	0.22762839999632	0.370377400002326	1.42754000000059	-0.828951399998914	-3.15356850000171	1.00045230000251	0	1.16765519999899	2.35358229999838	3.63526960000308	2.08325089999562	2.67010599999776	2.49106589999428	3.208587299996
0	-1.71390719999908	-0.485502100011217	-0.705295799998567	0.202268299995922	0.0621361999947112	1.34344240000064	0.166293599992059	0	1.5632299000099	0.184529299996939	-2.08790470000531	-1.64250959999481	0.836212700003671	0.191884000007121	-1.28329359999043	0	-1.13872930000798	3.53538389999812	2.2291516999976	-0.994473300004756	2.36249440000029	3.56441060000361	2.4234017000017	0	-1.01055689999703	-1.06434960000115	2.0732689999968	2.42881690000286	-1.36810519999563	-0.948009099996852	-1.44429670000318	0	2.32590809999965	0.266288599992549	0.876546999999846	1.55063909999808	0.972001599995565	-2.18759960000898	1.45778139999675	0	-1.15631600000052	0.0235498000038206	1.87044169999717	0.613931099993351	1.30109250000532	1.6269603000037	1.45841309999378
0	-2.14155620000383	-0.438948300004995	-0.929190499991819	-0.119592700000794	0.803026999994472	1.16784639999969	-1.04828340000677	0	2.11884870000722	0.72131310000259	-0.911784299998544	-0.0545876999894972	1.74061980000624	1.16478270001244	-0.461529499993048	0	-0.550983900004212	3.16828920000262	2.22489709999718	-0.226352900004713	2.68793670000014	3.50583840000036	3.44857630000479	0	-0.711821699995198	-0.679119099993841	3.17163749999963	2.74291140000423	1.70035560000542	-1.19076679999853	-0.455722699996841	0	-0.116990299993631	-2.31185969999933	-1.11550009999701	-0.94778989999395	0.111742500008404	-5.8076989000001	-0.92387520000193	0	-0.564558300000499	-1.21427269999549	2.68752810000296	-3.15055000001303	1.25256300000183	-0.178955000003043	1.40787689999706
0	-1.6001660999973	-0.124566700003925	-1.27748529999371	-0.589802700000291	0.359877700000652	1.83620260000316	-0.946365600007994	0	1.12982660000125	-0.880417400003353	-0.439896600008069	-0.724212400004035	0.922816199999943	1.21135009999853	-2.05193620000136	0	-0.447795200005203	2.45407120000527	1.26988579999306	0.104385799997544	0.95420010000089	1.32340080000358	2.31220290000056	0	-0.571067499997298	-1.7062909999986	2.46816240000044	2.9128277000018	4.67226700000538	-1.02850300000136	-0.272605199999816	0	0.174019699999917	-2.48931960000118	-2.12254089999988	-0.513208199994551	-1.12254509999912	-4.66916280000078	-2.32554710000113	0	0.272307100000035	-0.417640199993912	3.41401520001091	-3.69440130001021	4.32920290000766	0.360660699996515	2.13386960000207
0	1.34766710000258	-0.10874340000737	-2.71002659999795	-0.381585200004338	0.728434299999208	2.04076209999766	-0.731544300011592	0	1.09119750001264	-1.39565990000119	-0.0874770000009448	1.01488500000414	1.16751000000295	1.82267780000984	-1.88701629999196	0	-0.462948100008362	0.995024700001522	-0.00583959999858052	-2.07192980000764	-0.732606899997336	-1.20203399999809	-0.012777099997038	0	-0.903142599992862	0.225969099999929	1.48534990000189	2.97079430000304	4.41399720000845	-0.910464999997203	-0.634523700002319	0	3.16236640000716	2.74004860000059	0.172037700009241	1.71256410000569	1.00277540001116	-3.28543419999551	-0.407362799996918	0	0.356043799998588	-0.457647900002485	2.84177280000586	-3.07262289999926	2.4372938000015	1.0516659000059	2.31665839999914
0	0.372590499995567	0.633493799992721	-1.99063919999753	0.111342399992282	0.804786399996374	1.48751469999843	-0.765866700014158	0	-0.0632024999940768	-1.55914610000036	0.271371599992563	2.13774690000719	0.905404700002691	1.44015700000091	-1.18665549999787	0	-1.83311920000779	1.5024889999986	-0.869998700003634	-2.14827030000743	-0.573026000001846	-1.87825670000166	-1.22120310000173	0	-0.232546899995214	-0.169889900003909	1.81868029999896	2.15388719999828	3.39567280000483	-0.47769710000648	-0.335475100007898	0	1.91530109999803	2.6077992999999	-0.525992099996074	-0.983227699998679	2.85157959999924	-2.04773100000602	-1.7816156000008	0	-0.0646473000015249	-1.77538330000243	-0.333030699999654	-5.48910420000175	0.527249999999185	-1.06415679999918	-1.83550830000604
0	0.513821800006554	1.06806760000472	-1.9875117999909	0.305636500001128	-0.062211299999035	2.77110640000319	-1.24683419999928	0	-0.174202499998501	-1.27528290000919	-0.326659200007271	-0.757943500000692	-0.829036400002224	-3.44716080000217	-1.91154720000122	0	-0.801198800003476	2.9642559999993	0.545593800005008	-1.12340709999989	0.309693200004403	0.507455400005711	1.74047810000775	0	-0.343825899999501	-1.39492770000288	-0.0618184000013571	2.25145270000212	-0.0825901000025624	-1.60122649999903	-1.8495193000017	0	0.795134799998777	2.8275007999946	2.76506340000196	-3.12110499999835	1.44363480000175	-2.94639150000876	1.34589309999501	0	-4.58033409999916	-2.47107140000298	-3.11800909999874	-6.86482140000589	-0.626004699995974	-4.18771720000223	-3.20243800000026
0	1.81853889999911	0.900050499993085	1.03889250000066	4.31383839999762	-1.05620220000128	3.24173569999402	-0.882917600007204	0	0.784714200010058	1.39334210000379	0.55118410000432	0.0131100000071456	0.754431400007888	1.78638640001009	-1.44318879999264	0	1.36928019999687	2.79047669999636	2.29888079999728	0.0718577000006917	1.18517229999998	2.29096560000107	-0.261373599998478	0	-2.3467354999957	-0.950023000001238	-2.83190970000214	1.24569310000516	-1.10495099999753	-1.69280150000122	1.33188779999909	0	-1.43297919999532	-2.93775600000299	-2.86111309999615	-3.9511564999957	-1.33354169999802	-9.27620839999872	1.28318049999871	0	-4.07858929999929	-4.99433929999941	-1.21515199999703	-9.79663100000471	-1.16853929999343	-5.65802680000343	-3.83192260000214
0	1.28188010000304	0.233100900004501	0.91822150000371	4.09941379999509	0.803666800005885	3.88041850000445	0.579559199999494	0	-1.07613189999392	1.22452960000373	-2.88519090000045	0.558860000004643	2.28200280000601	1.22005710001031	-3.3871276999962	0	1.23201300000073	6.20542969999951	1.3670190000048	1.37204969999948	3.01123740000548	4.62244580000333	0.0509752000034496	0	-5.34555579999142	-2.5740304999963	-2.85962999999902	-3.36416889999236	-0.942559399998572	-2.26911800000016	-1.18870750000133	0	1.9491534000008	-0.267809600009059	-1.15351440000086	-2.54053149999891	-1.07916670000122	-1.10657999999967	2.15216660000078	0	-2.11979170000268	-6.42720839999674	-0.986104399999022	-6.64766670000245	-0.537424999994982	-5.84831249999843	-2.25083330000052
0	1.05294259999937	-1.0387741000086	-0.498085599996557	3.14071739999781	-0.412654900006601	1.33394099999714	-0.260816700007126	0	-1.43283729998802	-0.280753700004425	-3.62827420000394	-0.495640000001004	0.486320600000909	0.445547500010434	-2.50601379999353	0	3.03617519999534	4.68267519999426	-1.28331050000634	0.310983799994574	3.38203399999838	2.86350800000218	2.19322490000195	0	-1.10884759999317	2.10091159999865	0.794683199997962	-0.288288999996439	1.25689520000014	3.51518559999749	2.3700224000022	0	2.0041667000005	4.88875709999411	-1.88215469999705	-2.3077397999914	-0.390812499997992	0.538041699997848	0.0123332999974082	0	4.60927500000253	-0.26115839999693	2.43947889999981	-1.33570000000327	-0.448008299994399	-1.73113749999902	2.54621670000051
0	3.08794259999559	-0.746628300010343	1.69922979999683	0.216175699992164	0.872945199997048	1.96234799999365	2.00627019998501	0	-0.479280199986533	-2.39037039999675	-0.664882599994598	-1.08578999999736	-1.88234709999961	2.00910580000709	-2.49676379999073	0	0.730141099993489	5.73531979999825	3.84611379999114	4.19977209999706	3.00115589999768	2.8199526999997	2.72439709999526	0	-0.315056199993705	4.40178700000251	6.06480869999359	-2.1970885999981	1.54820810000456	1.02811870000005	0.175397799997882	0	0.734604100005527	4.49208619999627	-0.218753200002539	3.44964240000627	-3.59208340000259	3.31124299999647	3.65143739999985	0	10.2938111000039	-0.59354170000006	6.02786230000493	3.13729159999639	1.32011120000243	3.42120989999967	5.63324999999895
