1	0
2	0.28
3	0.13
4	0.04
5	0.23
6	0.16
7	-0.01
8	-0.16
9	-0.18
10	-0.11
11	0.12
12	0.07
13	0.08
14	-0.04
15	0.18
16	-0.07
17	-0.04
18	-0.03
19	-0.22
20	0
21	0.07
22	-0.18
23	-0.01
24	-0.05
25	-0.4
26	-0.15
27	0.11
28	-0.17
29	-0.4
30	0.3
31	-4.61
32	6.44
33	0.98
34	1.84
35	2.76
36	3.5
37	4.09
38	5.18
39	5.7
40	6.44
41	7.21
42	7.86
43	8.79
44	9.34
45	10.23
46	10.68
47	10.95
48	11.58
49	12.22
50	13.18
51	13.76
52	14.32
53	15.05
54	15.39
55	16.47
56	16.73
57	17.2
58	18.08
59	18.46
60	19.02
61	19.41
62	20.03
63	20.45
64	20.9
65	21.51
66	21.97
67	22.49
68	23.03
69	23.94
70	24.13
71	24.26
72	25.02
73	25.26
74	25.72
75	26.54
76	27.08
77	27.22
78	27.41
79	28.19
80	28.45
81	28.47
82	29.13
83	29.62
84	29.78
85	30.14
86	30.87
87	31.16
88	31.47
89	31.94
90	32.13
91	32.61
92	33.06
93	33.16
94	33.8
95	33.81
96	34.45
97	34.37
98	34.57
99	35.06
100	35.1
101	35.52
102	35.77
103	36.02
104	35.96
105	36.68
106	36.91
107	37.27
108	37.62
109	37.68
110	38.17
111	38.17
112	38.65
113	38.69
114	38.8
115	38.91
116	39.17
117	39.62
118	39.82
119	40.01
120	40.39
121	40.67
122	40.72
123	41.05
124	41.22
125	41.65
126	41.57
127	41.87
128	41.85
129	41.94
130	42.45
131	42.59
132	42.71
133	42.96
134	42.97
135	43.42
136	43.37
137	43.59
138	43.67
139	43.92
140	43.84
141	44.38
142	44.27
143	44.65
144	44.66
145	45.07
146	45.09
147	45.1
148	45.35
149	45.15
150	49.49
151	44.2
152	46.06
153	45.66
154	45.23
155	44.98
156	44.77
157	44.63
158	44.72
159	44.4
160	44.05
161	43.95
162	44.02
163	44
164	43.57
165	43.56
166	43.55
167	43.22
168	42.91
169	42.89
170	42.79
171	42.53
172	42.61
173	42.66
174	42.42
175	42.22
176	42.36
177	42.35
178	42.06
179	41.94
180	41.52
181	41.34
182	41.69
183	41.5
184	41.33
185	41.06
186	41.33
187	40.93
188	40.66
189	40.59
190	40.49
191	40.33
192	40.55
193	40.5
194	40.13
195	40.06
196	40.04
197	39.96
198	40.16
199	39.52
200	39.44
201	39.34
202	39.23
203	39.21
204	39.03
205	39.42
206	38.68
207	39.14
208	38.82
209	38.45
210	38.71
211	38.52
212	38.55
213	38.02
214	38.14
215	38
216	38.02
217	38.14
218	37.97
219	37.76
220	37.6
221	37.52
222	37.38
223	37.62
224	37.12
225	37.26
226	37.23
227	36.99
228	37.08
229	36.82
230	36.89
231	36.73
232	36.65
233	36.73
234	36.39
235	36.25
236	36.17
237	36.31
238	36
239	36.1
240	35.96
241	35.83
242	35.85
243	35.99
244	35.87
245	35.54
246	35.34
247	35.42
248	35.38
249	35.23
250	35.22
251	35.16
252	35.08
253	35.19
254	34.8
255	34.92
256	34.85
257	34.59
258	34.49
259	34.27
260	34.1
261	34.1
262	34.1
263	33.95
264	34.08
265	34.01
266	33.85
267	33.78
268	33.74
269	33.74
270	33.53
271	33.78
272	33.28
273	33.24
274	33.49
275	32.99
276	32.99
277	33.29
278	33.4
279	33.43
280	32.94
281	33.01
282	32.94
283	33
284	32.76
285	32.61
286	32.49
287	32.34
288	32.78
289	32.45
290	32.68
291	32.22
292	32.05
293	31.95
294	32.1
295	32.01
296	31.83
297	31.84
298	31.64
299	31.61
300	31.68
301	31.5
302	31.37
303	31.07
304	31.2
305	31.02
306	30.94
307	30.87
308	30.97
309	31.2
310	31.28
311	31.35
312	30.95
313	30.89
314	30.69
315	30.72
316	30.57
317	30.58
318	30.42
319	30.26
320	30.26
321	29.95
322	30.1
323	30.08
324	29.84
325	29.65
326	29.85
327	29.91
328	29.91
329	29.52
330	29.41
331	29.48
332	29.18
333	29.32
334	29.29
335	29.42
336	28.99
337	28.85
338	29.07
339	28.92
340	29.01
341	29.15
342	28.94
343	28.8
344	28.91
345	28.89
346	28.95
347	28.66
348	28.61
349	28.54
350	28.4
351	28.49
352	28.44
353	28.3
354	28.3
355	27.99
356	28.57
357	28.19
358	28.25
359	28.25
360	27.88
361	27.68
362	27.7
363	28.03
364	27.91
365	27.82
366	27.9
367	27.7
368	27.78
369	27.59
370	27.47
371	27.56
372	27.54
373	27.54
374	27.37
375	27.26
376	27.36
377	27.14
378	26.8
379	26.94
380	26.89
381	26.87
382	26.91
383	26.81
384	26.92
385	26.9
386	26.73
387	26.71
388	26.65
389	26.43
390	26.45
391	26.41
392	26.54
393	26.57
394	26.4
395	26.28
396	26.16
397	26.26
398	26.16
399	25.96
400	26.13
401	26.1
402	25.93
403	25.77
404	26.13
405	25.82
406	26.05
407	25.63
408	25.66
409	25.39
410	25.62
411	25.42
412	25.32
413	25.27
414	25.17
415	25.33
416	25.4
417	25.58
418	25.19
419	25.52
420	25.15
421	24.94
422	25.16
423	24.98
424	25.19
425	25.24
426	24.83
427	24.91
428	24.75
429	24.79
430	24.58
431	24.8
432	24.37
433	24.52
434	24.64
435	24.21
436	24.3
437	24.4
438	24.46
439	24.32
440	24.02
441	24.02
442	23.95
443	23.71
444	23.96
445	23.81
446	24.05
447	23.66
448	23.81
449	23.65
450	23.8
451	23.62
452	23.69
453	23.66
454	23.5
455	23.5
456	23.37
457	23.33
458	23.52
459	23.75
460	23.98
461	23.25
462	23.15
463	23.36
464	23.13
465	23.32
466	22.82
467	22.8
468	22.78
469	22.71
470	22.84
471	23.02
472	22.67
473	22.59
474	22.64
475	22.69
476	22.36
477	22.13
478	21.54
479	23.9
480	23.59
481	22.53
482	22.28
483	22.15
484	21.95
485	21.94
486	22.03
487	21.93
488	21.9
489	22.05
490	21.87
491	22.01
492	21.73
493	21.65
494	21.68
495	21.52
496	21.65
497	21.46
498	21.34
499	21.15
500	21.33
501	21.52
