fittedT	fittedR
50	-9.27275787713529
51	-9.08449089969448
52	-8.89630414422881
53	-8.70819931646508
54	-8.52017652773219
55	-8.3322357353602
56	-8.14437692646603
57	-7.95660004071284
58	-7.76890506303214
59	-7.5812919510178
60	-7.39376066989439
61	-7.20631117883163
62	-7.0189434449799
63	-6.83165743247222
64	-6.64445310544163
65	-6.45733042802113
66	-6.27028936434377
67	-6.0833298794456
68	-5.89645193715264
69	-5.70965550149757
70	-5.52294053666922
71	-5.33630700685644
72	-5.14975487624808
73	-4.96328410903299
74	-4.77689467191998
75	-4.59058652850801
76	-4.40435964254345
77	-4.21821397838371
78	-4.03214950038621
79	-3.84616617290837
80	-3.66026396030759
81	-3.47444282953863
82	-3.28870274466737
83	-3.10304366940273
84	-2.9174655682911
85	-2.73196840587886
86	-2.5465521467124
87	-2.36121675533809
88	-2.17596219814225
89	-1.99078843972553
90	-1.80569544401653
91	-1.62068317570809
92	-1.43575159949304
93	-1.2509006800642
94	-1.06613038211442
95	-0.8814406823818
96	-0.696831543169557
97	-0.512302921900893
98	-0.327854783356345
99	-0.143487092316436
100	0.0408001864383021
101	0.22500708812734
102	0.409133647970149
103	0.593179901186195
104	0.777145882994953
105	0.96103162861589
106	1.14483717326848
107	1.32856255217219
108	1.51220780054649
109	1.69577295361085
110	1.87925804658474
111	2.06266311468764
112	2.24598819313901
113	2.42923331715832
114	2.61239852196504
115	2.79548384277865
116	2.97848931481861
117	3.1614149733044
118	3.34426085345548
119	3.52702699049132
120	3.70971341923697
121	3.8923201157074
122	4.07484716782883
123	4.2572946105617
124	4.43966247886643
125	4.62195080770345
126	4.80415963203322
127	4.98628898681615
128	5.16833890701268
129	5.35030942758324
130	5.53220058348827
131	5.71401240968821
132	5.89574494114347
133	6.07739821281451
134	6.25897225966176
135	6.44046711664563
136	6.62188281872658
137	6.80321940086504
138	6.98447689802143
139	7.16565534515619
140	7.34675477722976
141	7.52777522920257
142	7.70871673603505
143	7.88957933268764
144	8.07036305412077
145	8.25106793529487
146	8.43169397728921
147	8.61224119271282
148	8.79270966270728
149	8.97309942186085
150	9.15341050476176
151	9.33364294599829
152	9.51379678015869
153	9.6938720418312
154	9.87386876560408
155	10.0537869860656
156	10.233626737804
157	10.4133880554075
158	10.5930709734645
159	10.7726755265631
160	10.9522017492915
161	11.1316496762382
162	11.3110193419912
163	11.4903107811389
164	11.6695240282696
165	11.8486591179714
166	12.0277160848326
167	12.2066949634416
168	12.3855957883864
169	12.5644185942555
170	12.743163415637
171	12.9218302871192
172	13.1004191693675
173	13.2789301436385
174	13.4573632608062
175	13.6357185550587
176	13.8139960605841
177	13.9921958115704
178	14.1703178422056
179	14.3483621866778
180	14.526328879175
181	14.7042179538853
182	14.8820294449966
183	15.0597633866971
184	15.2374198131748
185	15.4149987586176
186	15.5925002572137
187	15.7699243431511
188	15.9472710506178
189	16.1245404138019
190	16.3017324668913
191	16.4788472440743
192	16.6558847795387
193	16.8328451074726
194	17.0097282620641
195	17.1865342775012
196	17.3632631879719
197	17.5399150098573
198	17.7164897207998
199	17.8929874189089
200	18.0694081379837
201	18.2457519118231
202	18.4220187742259
203	18.5982087589912
204	18.7743218999178
205	18.9503582308046
206	19.1263177854506
207	19.3022005976547
208	19.4780067012158
209	19.6537361299329
210	19.8293889176048
211	20.0049650980305
212	20.1804647050089
213	20.355887772339
214	20.5312343338196
215	20.7065044232497
216	20.8816980744282
217	21.056815321154
218	21.231856197226
219	21.4068207364432
220	21.5817089726045
221	21.7565209395089
222	21.9312566709551
223	22.1059161634772
224	22.2804994569182
225	22.4550066069908
226	22.6294376469259
227	22.8037926099404
228	22.9780715292375
229	23.1522744380059
230	23.3264013694206
231	23.5004523566425
232	23.6744274328184
233	23.8483266310813
234	24.0221499845499
235	24.1958975263291
236	24.3695692895097
237	24.5431653071684
238	24.716685612368
239	24.8901302381571
240	25.0634992175707
241	25.2367925836292
242	25.4100103693394
243	25.5831526076939
244	25.7562193316714
245	25.9292105742364
246	26.1021263683396
