Start Running : 0 sec
Injection Start : 12 sec
Injection Finished : 192 sec
Stabilization Start : 230 sec
Stabilization End : 650 sec
Injection Start : 660 sec
Injection Finished : 841 sec
Stabilization Start : 879 sec
Stabilization End : 1299 sec
Injection Start : 1309 sec
Injection Finished : 1490 sec
Stabilization Start : 1528 sec
Stabilization End : 1948 sec
Injection Start : 1958 sec
Injection Finished : 2138 sec
Stabilization Start : 2176 sec
Stabilization End : 2596 sec
Injection Start : 2607 sec
Injection Finished : 2787 sec
Stabilization Start : 2825 sec
